N	2gram	Trubetskoy_1	formyVre
1	и в	23	50
2	то есть	2	33
3	в этом	12	25
4	в нем	3	24
5	частной жизни	1	23
6	и его	1	16
7	прежде всего	3	15
8	как мы	2	14
9	и не	8	14
10	в его	5	13
11	вовсе не	2	13
12	по существу	6	12
13	так и	10	12
14	то же	4	11
15	мы уже	4	11
16	таким образом	31	11
17	может быть	16	11
18	и как	1	10
19	но в	4	10
20	с его	1	9
21	все эти	19	9
22	роль в	1	9
23	не только	7	9
24	в то	6	9
25	ничего не	1	9
26	же время	2	9
27	в том	30	9
28	в конце	4	9
29	в других	1	9
30	того же	9	8
31	и на	6	8
32	в самом	8	8
33	жизни в	1	8
34	но и	9	8
35	и их	5	8
36	как и	9	8
37	жизни и	2	8
38	для себя	2	7
39	не было	2	7
40	например в	1	6
41	между двумя	5	6
42	время в	1	6
43	во всех	10	6
44	как в	1	6
45	с этим	11	6
46	все же	13	6
47	лишь в	5	6
48	это не	3	6
49	и того	3	6
50	в их	4	6
51	так как	7	6
52	с ее	2	6
53	в дальнейшем	2	6
54	связи с	4	6
55	в жизни	3	6
56	у него	5	6
57	то что	18	6
58	в частности	2	6
59	не может	17	6
60	так же	8	6
61	в результате	9	6
62	и все	7	6
63	отношению к	9	5
64	и до	3	5
65	время как	1	5
66	еще не	5	5
67	но не	2	5
68	отнюдь не	2	5
69	и у	4	5
70	не в	8	5
71	этот процесс	2	5
72	он не	3	5
73	всех этих	4	5
74	одного и	3	5
75	в основе	2	5
76	того чтобы	8	5
77	точки зрения	13	5
78	в разных	3	5
79	могут быть	1	5
80	но все	5	5
81	если бы	8	5
82	для того	8	5
83	в связи	3	5
84	наряду с	1	5
85	что в	8	5
86	и другие	1	5
87	и то	4	4
88	и это	3	4
89	мы и	2	4
90	в ней	3	4
91	в своем	10	4
92	конечно не	3	4
93	то время	2	4
94	но на	2	4
95	и с	5	4
96	в них	2	4
97	том что	19	4
98	в котором	2	4
99	в процессе	2	4
100	не имеет	1	4
101	потому что	9	4
102	как человек	1	4
103	здесь не	1	4
104	жизнь и	3	4
105	и следовательно	1	4
106	только в	6	4
107	между этими	2	4
108	и проч	4	4
109	именно как	1	4
110	до конца	1	4
111	в последующем	1	4
112	на этой	2	4
113	нет ничего	1	4
114	все это	11	4
115	между собой	4	4
116	кроме того	1	4
117	и для	6	4
118	вполне понятно	1	4
119	том числе	1	4
120	а как	1	3
121	есть не	1	3
122	мы не	1	3
123	в сущности	2	3
124	в виду	2	3
125	всем этим	1	3
126	по отношению	9	3
127	себе и	1	3
128	хотя и	4	3
129	со своей	1	3
130	в себе	5	3
131	и те	2	3
132	вследствие этого	2	3
133	при этом	9	3
134	одно и	1	3
135	его в	5	3
136	входит в	1	3
137	и других	2	3
138	с другими	1	3
139	характер не	1	3
140	и уже	2	3
141	между ними	2	3
142	в этих	3	3
143	в отношении	1	3
144	мы говорили	7	3
145	их в	2	3
146	этими двумя	2	3
147	друг друга	2	3
148	уже говорили	1	3
149	не могут	4	3
150	к тому	8	3
151	все его	2	3
152	нем не	1	3
153	что и	7	3
154	во всей	1	3
155	один из	1	3
156	мы видим	1	3
157	поэтому и	1	3
158	и ее	2	3
159	с одной	3	3
160	в качестве	1	3
161	только на	1	3
162	в начале	2	3
163	в частной	1	3
164	одно из	3	3
165	до сих	8	3
166	связаны с	1	3
167	именно в	5	3
168	себя и	2	3
169	только к	1	3
170	с тем	2	3
171	а не	1	3
172	мира в	1	3
173	в одно	2	3
174	вместе с	6	3
175	и потому	3	3
176	да и	1	3
177	сих пор	8	3
178	своей собственной	1	3
179	совершенно иной	2	3
180	еще более	1	3
181	а в	3	3
182	не знает	2	3
183	сказать что	1	3
184	имеет место	2	3
185	они не	2	3
186	к этому	5	3
187	в таком	4	3
188	во всяком	2	3
189	смысле слова	1	2
190	также и	2	2
191	же как	3	2
192	тех же	2	2
193	к нашим	1	2
194	той же	1	2
195	сами же	1	2
196	вопрос о	3	2
197	на себя	1	2
198	же что	2	2
199	в широком	1	2
200	в различных	1	2
201	не без	2	2
202	друг к	2	2
203	совсем не	1	2
204	мы будем	3	2
205	а только	1	2
206	друг на	1	2
207	нет и	1	2
208	в истории	3	2
209	в центре	1	2
210	же и	1	2
211	для всех	1	2
212	не являются	1	2
213	и к	5	2
214	от этого	1	2
215	в этот	1	2
216	в целом	5	2
217	тому же	6	2
218	в нашем	3	2
219	как бы	10	2
220	широком смысле	2	2
221	как оно	1	2
222	и еще	1	2
223	характер в	1	2
224	уже не	1	2
225	и по	3	2
226	уже сказали	1	2
227	что все	5	2
228	к другу	2	2
229	ясно что	8	2
230	было бы	3	2
231	на почве	3	2
232	нет в	2	2
233	рядом с	1	2
234	на друга	1	2
235	чем в	3	2
236	весьма часто	2	2
237	для него	2	2
238	в своей	1	2
239	он должен	2	2
240	с точки	8	2
241	не к	1	2
242	оказывается что	5	2
243	в которых	2	2
244	точку зрения	2	2
245	друг другу	1	2
246	том же	4	2
247	необходимо чтобы	1	2
248	самого начала	1	2
249	тогда когда	3	2
250	дело в	1	2
251	никогда не	4	2
252	в самой	2	2
253	с большой	1	2
254	к ней	1	2
255	во всем	3	2
256	все то	2	2
257	выход из	1	2
258	есть только	1	2
259	числе и	1	2
260	правда не	1	2
261	элементы в	1	2
262	но по	3	2
263	с самого	1	2
264	если они	1	2
265	те же	2	2
266	можно только	1	2
267	ту же	2	2
268	по сравнению	5	2
269	и вообще	3	2
270	с ним	6	2
271	или иной	1	2
272	в значительной	1	2
273	связь между	1	2
274	во втором	2	2
275	борьбе с	1	2
276	того что	6	2
277	быть и	5	2
278	есть в	2	2
279	уже в	1	2
280	если мы	4	2
281	никто не	2	2
282	мы находим	1	2
283	отношение к	4	2
284	к ним	2	2
285	отличие от	3	2
286	тем что	1	2
287	само собой	1	2
288	не были	1	2
289	и даже	1	2
290	о своей	1	2
291	с другой	6	2
292	далеко не	5	2
293	еще и	1	2
294	одной стороны	2	2
295	и культур	4	2
296	что мы	4	2
297	вступает в	1	2
298	к своему	1	2
299	не осталось	1	2
300	в данном	3	2
301	к жизни	1	2
302	сравнению с	5	2
303	слагается из	3	2
304	в течение	4	2
305	с особенностями	1	2
306	наконец и	1	2
307	но для	2	2
308	в более	1	2
309	одна из	2	2
310	и может	3	2
311	для нас	3	2
312	у них	6	2
313	мы должны	4	2
314	времени все	1	2
315	хотя бы	4	2
316	ее в	1	2
317	или не	1	2
318	все только	1	2
319	была бы	1	2
320	совершенно не	3	2
321	в свою	2	2
322	нет но	1	2
323	в которой	5	2
324	и эта	1	2
325	можно назвать	3	2
326	пор не	2	1
327	и наиболее	1	1
328	я и	1	1
329	одним из	4	1
330	все остальное	1	1
331	он может	1	1
332	ему что	1	1
333	тем же	2	1
334	из самых	1	1
335	жизни ее	1	1
336	эпохи то	1	1
337	высшей степени	1	1
338	в зависимости	1	1
339	собою в	1	1
340	по его	2	1
341	из всех	5	1
342	бы в	3	1
343	развития человечества	2	1
344	с более	3	1
345	теперь мы	2	1
346	к европейскому	1	1
347	совершенно так	4	1
348	роль во	1	1
349	только благодаря	1	1
350	почти все	2	1
351	такое положение	1	1
352	на себе	2	1
353	не вполне	3	1
354	с детства	1	1
355	я не	2	1
356	из того	4	1
357	не происходит	1	1
358	не совсем	1	1
359	начала в	1	1
360	зависимости от	1	1
361	в народных	1	1
362	он сам	1	1
363	самом деле	12	1
364	данном случае	3	1
365	но как	2	1
366	совершенно ясно	2	1
367	вступают в	2	1
368	тому времени	1	1
369	существование в	2	1
370	же мало	2	1
371	и я	1	1
372	и поэтому	2	1
373	независимо от	2	1
374	данный момент	4	1
375	течение которого	1	1
376	народа в	15	1
377	что касается	6	1
378	однако не	1	1
379	перед нами	1	1
380	тех случаях	1	1
381	нами в	1	1
382	и наконец	3	1
383	по пути	1	1
384	и сам	2	1
385	это просто	1	1
386	увидим что	1	1
387	и свою	1	1
388	развития это	1	1
389	психологии и	1	1
390	жизни к	1	1
391	не приходится	1	1
392	та же	3	1
393	возрасте в	1	1
394	что это	5	1
395	ни один	3	1
396	бы не	1	1
397	по которым	1	1
398	из этих	8	1
399	отчасти и	1	1
400	в этой	6	1
401	же рубрику	1	1
402	необходимо сделать	1	1
403	наконец как	1	1
404	на то	9	1
405	не могла	1	1
406	не следует	1	1
407	оно было	1	1
408	потому они	1	1
409	поэтому степень	1	1
410	о которой	2	1
411	нее и	1	1
412	в корне	1	1
413	но вместе	1	1
414	его можно	1	1
415	лишь с	1	1
416	без исключения	1	1
417	других областях	1	1
418	здесь мы	1	1
419	касается до	8	1
420	факт что	4	1
421	указывали на	1	1
422	главным образом	1	1
423	в совершенно	3	1
424	в мире	6	1
425	конечно в	2	1
426	мире не	1	1
427	перечисленных нами	1	1
428	для своей	1	1
429	зрения на	1	1
430	это было	1	1
431	как разные	2	1
432	уже знаем	1	1
433	лишь на	1	1
434	то увидим	1	1
435	ближе к	3	1
436	в ином	1	1
437	по всему	1	1
438	на свои	1	1
439	о которых	6	1
440	она и	1	1
441	на второй	1	1
442	в высшей	1	1
443	которой он	1	1
444	говорили в	1	1
445	семьи и	3	1
446	должно быть	4	1
447	и некоторые	2	1
448	в один	2	1
449	в научной	1	1
450	лучше всего	1	1
451	в эту	2	1
452	этом случае	4	1
453	и при	6	1
454	таким же	3	1
455	нас не	1	1
456	всяком случае	2	1
457	на месте	2	1
458	разные этапы	1	1
459	культуры а	3	1
460	объявляют что	1	1
461	далее в	1	1
462	оно стало	1	1
463	нельзя и	1	1
464	и другого	1	1
465	как другие	1	1
466	является только	1	1
467	единство и	1	1
468	образом и	2	1
469	с такою	1	1
470	надо сказать	1	1
471	и более	2	1
472	но отдельные	1	1
473	с такими	1	1
474	что этот	1	1
475	наука все	1	1
476	человека но	1	1
477	так называемого	5	1
478	пути на	1	1
479	из которых	4	1
480	она не	2	1
481	образом первое	1	1
482	как о	1	1
483	и сама	1	1
484	не вызывает	1	1
485	и греческий	1	1
486	особый характер	1	1
487	та или	1	1
488	все без	1	1
489	находится в	1	1
490	следовательно и	1	1
491	что их	3	1
492	и сильно	1	1
493	с нами	1	1
494	по своей	7	1
495	на природу	1	1
496	это слово	1	1
497	с другом	9	1
498	и со	1	1
499	с которой	1	1
500	у нас	3	1
501	на родину	1	1
502	отличается от	6	1
503	должны быть	3	1
504	всего в	1	1
505	другом месте	1	1
506	два момента	1	1
507	что оно	3	1
508	бы он	1	1
509	целом в	1	1
510	они и	1	1
511	в каждом	1	1
512	конца не	1	1
513	приходит к	1	1
514	встречаются друг	1	1
515	вне этого	1	1
516	свою очередь	2	1
517	точками зрения	1	1
518	были бы	1	1
519	культур не	2	1
520	чтобы быть	2	1
521	в себя	2	1
522	так в	1	1
523	приводит к	1	1
524	существовать и	1	1
525	как с	1	1
526	на том	2	1
527	в другом	2	1
528	часть его	1	1
529	из всего	1	1
530	в самые	1	1
531	одно это	1	1
532	образом в	3	1
533	себя а	1	1
534	в состав	1	1
535	тех кто	5	1
536	и т.д	4	1
537	то они	3	1
538	о том	7	1
539	нашем случае	2	1
540	все прочие	4	1
541	этих идей	1	1
