N	2gram	Tiupa_Anal_1	formyVre
1	и в	18	50
2	то есть	11	33
3	в романе	1	32
4	в этом	13	25
5	в нем	3	24
6	и его	5	16
7	в литературе	4	16
8	прежде всего	6	15
9	как мы	2	14
10	и не	21	14
11	в его	13	13
12	вовсе не	2	13
13	как раз	1	13
14	так и	4	12
15	человека и	1	11
16	то же	9	11
17	мы уже	1	11
18	таким образом	3	11
19	может быть	29	11
20	и как	5	10
21	но в	8	10
22	времени и	6	10
23	с его	3	9
24	все эти	2	9
25	роль в	2	9
26	не только	15	9
27	в то	9	9
28	ничего не	1	9
29	же время	6	9
30	в том	27	9
31	в особенности	1	9
32	и др	1	9
33	и т	3	8
34	того же	4	8
35	и на	5	8
36	в самом	6	8
37	ни в	4	8
38	т п	3	8
39	жизни в	1	8
40	его жизни	1	8
41	но и	17	8
42	как и	13	8
43	жизни и	1	8
44	для себя	2	7
45	времени в	1	7
46	и во	1	7
47	не было	1	7
48	например в	1	6
49	между двумя	3	6
50	во всех	1	6
51	как в	1	6
52	все же	4	6
53	не оставляет	1	6
54	лишь в	5	6
55	это не	6	6
56	и того	5	6
57	в их	5	6
58	так как	2	6
59	в ее	1	6
60	связи с	1	6
61	у него	1	6
62	то что	6	6
63	человеческой жизни	1	6
64	в частности	19	6
65	не может	22	6
66	в результате	1	6
67	и все	3	6
68	отношению к	5	5
69	и до	2	5
70	еще не	3	5
71	но не	10	5
72	отнюдь не	15	5
73	не в	14	5
74	этот процесс	1	5
75	он не	3	5
76	всех этих	1	5
77	с самим	1	5
78	жизни но	2	5
79	одного и	2	5
80	в основе	6	5
81	того чтобы	3	5
82	точки зрения	6	5
83	в разных	1	5
84	могут быть	4	5
85	но все	1	5
86	в пределах	2	5
87	если бы	3	5
88	романа в	2	5
89	в пространстве	1	5
90	для того	4	5
91	в связи	1	5
92	что в	5	5
93	и то	2	4
94	этого мира	1	4
95	мы и	1	4
96	в ней	1	4
97	романа но	1	4
98	и с	2	4
99	в них	1	4
100	том что	12	4
101	в котором	3	4
102	в процессе	2	4
103	потому что	2	4
104	к себе	1	4
105	жизни героев	1	4
106	здесь не	2	4
107	было и	1	4
108	только в	6	4
109	и т.п	5	4
110	влияние на	1	4
111	нет ничего	2	4
112	в присутствии	2	4
113	в той	8	4
114	между собой	2	4
115	и для	1	4
116	том числе	3	4
117	отношения к	2	3
118	по преимуществу	1	3
119	не имеют	1	3
120	в какой-то	1	3
121	а как	2	3
122	есть не	8	3
123	мы не	1	3
124	в сущности	6	3
125	событий и	1	3
126	в виду	1	3
127	по отношению	6	3
128	к концу	1	3
129	хотя и	1	3
130	со своей	1	3
131	в себе	11	3
132	и те	1	3
133	вследствие этого	3	3
134	при этом	12	3
135	одно и	1	3
136	в основу	1	3
137	его в	1	3
138	входит в	1	3
139	с другими	4	3
140	для них	1	3
141	и уже	1	3
142	между ними	1	3
143	в этих	1	3
144	в отношении	1	3
145	их в	1	3
146	друг друга	1	3
147	этом отношении	2	3
148	не могут	3	3
149	к тому	7	3
150	самим собою	1	3
151	и внутреннее	1	3
152	романа как	1	3
153	что и	3	3
154	во всей	1	3
155	один из	2	3
156	во времени	4	3
157	и ее	1	3
158	с одной	3	3
159	в качестве	31	3
160	только на	1	3
161	же в	1	3
162	в начале	2	3
163	в одном	1	3
164	до сих	1	3
165	именно в	4	3
166	себя и	4	3
167	что не	3	3
168	более того	3	3
169	с тем	1	3
170	а не	17	3
171	человек в	3	3
172	мира в	2	3
173	на фоне	2	3
174	вместе с	4	3
175	и потому	2	3
176	подхода к	3	3
177	да и	1	3
178	сих пор	1	3
179	или в	1	3
180	своей собственной	1	3
181	а в	9	3
182	не знает	1	3
183	имеет место	5	3
184	они не	1	3
185	в таком	3	3
186	во всяком	1	3
187	смысле слова	1	2
188	также и	2	2
189	тех же	1	2
190	той же	2	2
191	жизни по	1	2
192	вопрос о	2	2
193	имеется и	1	2
194	и случайной	1	2
195	принадлежит к	1	2
196	на себя	2	2
197	в широком	4	2
198	в различных	1	2
199	в чем	1	2
200	как если	1	2
201	мы будем	1	2
202	а только	1	2
203	не входит	1	2
204	происходит в	1	2
205	нет и	2	2
206	определяется не	1	2
207	для всех	1	2
208	встречи с	2	2
209	не являются	2	2
210	и к	3	2
211	в целом	5	2
212	тому же	4	2
213	в нашем	3	2
214	как бы	5	2
215	как он	3	2
216	широком смысле	2	2
217	вера в	1	2
218	не как	1	2
219	уже не	4	2
220	его от	1	2
221	и по	2	2
222	что все	1	2
223	самим собой	2	2
224	было бы	2	2
225	все моменты	1	2
226	автора и	3	2
227	весьма часто	1	2
228	для него	2	2
229	в своей	6	2
230	с точки	4	2
231	место в	3	2
232	не к	2	2
233	в отличие	6	2
234	в которых	1	2
235	точку зрения	1	2
236	но он	1	2
237	том же	1	2
238	по себе	4	2
239	раз и	1	2
240	всех последующих	1	2
241	тогда когда	2	2
242	никогда не	2	2
243	того и	3	2
244	в самой	1	2
245	и является	2	2
246	во всем	1	2
247	мире и	2	2
248	в каком	1	2
249	мы встречаем	1	2
250	выход из	1	2
251	здесь совершенно	1	2
252	числе и	1	2
253	той или	6	2
254	оно не	1	2
255	элементы в	1	2
256	но по	1	2
257	подходе к	1	2
258	как по	1	2
259	если они	1	2
260	природе своей	2	2
261	те же	1	2
262	здесь как	1	2
263	по природе	3	2
264	с ним	4	2
265	или иной	6	2
266	а также	3	2
267	на основе	2	2
268	связь между	1	2
269	во втором	1	2
270	полноту и	1	2
271	внешнее и	1	2
272	они приобретают	1	2
273	того что	4	2
274	разного рода	3	2
275	быть и	1	2
276	целом с	1	2
277	какой-то степени	1	2
278	есть в	1	2
279	речи в	1	2
280	в данной	1	2
281	его и	2	2
282	ни с	3	2
283	никто не	3	2
284	мы находим	1	2
285	отношение к	2	2
286	не о	2	2
287	отличие от	6	2
288	само собой	1	2
289	и даже	1	2
290	даже не	1	2
291	с другой	4	2
292	не обязательно	1	2
293	далеко не	6	2
294	соответствии с	2	2
295	в соответствии	1	2
296	одной стороны	3	2
297	принадлежит не	1	2
298	других для	1	2
299	время оно	1	2
300	что мы	3	2
301	в эпосе	1	2
302	вступает в	3	2
303	его на	1	2
304	неотделимо от	2	2
305	к своему	1	2
306	в данном	2	2
307	в течение	1	2
308	здесь в	1	2
309	не является	2	2
310	одна из	1	2
311	и может	1	2
312	сохраняется и	1	2
313	человек и	1	2
314	для нас	1	2
315	мы должны	1	2
316	хотя бы	3	2
317	ее в	1	2
318	или не	2	2
319	личности и	1	2
320	была бы	2	2
321	совершенно не	1	2
322	равно как	1	2
323	в свою	1	2
324	в которой	2	2
325	и эта	1	2
326	я и	6	1
327	одним из	3	1
