N	2gram	Nazirov_Tv_1	Hudozhes
1	и в	21	28
2	в рассказе	3	21
3	том что	11	19
4	в ее	1	18
5	и не	7	18
6	своего рода	4	16
7	в том	7	15
8	а не	5	14
9	в этом	6	13
10	не в	2	13
11	о том	6	12
12	перед нами	2	11
13	не только	7	11
14	при этом	7	11
15	как и	12	11
16	в его	13	11
17	у нее	1	10
18	уже не	3	10
19	не случайно	4	10
20	в себе	2	9
21	но и	3	9
22	так и	2	8
23	между тем	1	8
24	что он	6	8
25	себя в	1	8
26	в жизни	2	8
27	в душе	1	8
28	может быть	5	8
29	о чем	1	8
30	я не	3	7
31	по отношению	1	7
32	тогда как	1	7
33	что она	2	7
34	в мире	4	7
35	об этом	2	7
36	к тому	2	7
37	в частности	2	7
38	как это	1	7
39	и все	6	7
40	с ним	3	7
41	жизни в	6	7
42	отношению к	1	7
43	я и	3	6
44	в котором	6	6
45	то же	13	6
46	не было	1	6
47	и с	3	6
48	в глазах	1	6
49	в своей	4	6
50	в то	15	6
51	тем что	1	6
52	казалось бы	1	6
53	можно сказать	2	6
54	это не	4	6
55	а в	6	6
56	то что	8	6
57	жизни и	3	6
58	с его	11	5
59	в этой	5	5
60	как в	8	5
61	в самом	3	5
62	что это	1	5
63	в своем	4	5
64	не менее	6	5
65	у него	7	5
66	никогда не	3	5
67	и его	6	5
68	она не	1	5
69	и сам	1	5
70	только на	2	5
71	одно из	1	5
72	для него	6	5
73	наряду с	1	5
74	как бы	17	5
75	да и	1	5
76	с ее	3	5
77	что в	12	5
78	и другие	3	5
79	и т	3	4
80	но не	3	4
81	в художественном	1	4
82	то в	2	4
83	наш взгляд	1	4
84	на наш	1	4
85	человека в	6	4
86	он не	8	4
87	и уже	1	4
88	пародия на	1	4
89	в других	1	4
90	тем не	2	4
91	тому что	1	4
92	же время	12	4
93	как будто	5	4
94	и о	1	4
95	в конечном	4	4
96	вслед за	2	4
97	только в	5	4
98	в качестве	2	4
99	что и	2	4
100	как раз	1	4
101	говорит о	3	4
102	превращается в	1	4
103	то и	1	4
104	не может	4	4
105	бы и	1	4
106	была бы	1	3
107	чтобы не	1	3
108	человека и	4	3
109	по преимуществу	2	3
110	на себя	1	3
111	всю ночь	1	3
112	и он	2	3
113	в ней	2	3
114	но при	1	3
115	еще не	1	3
116	и на	7	3
117	столь же	1	3
118	всякий раз	1	3
119	не все	1	3
120	как он	1	3
121	в нем	3	3
122	и читателя	1	3
123	что все	3	3
124	мы уже	1	3
125	было бы	1	3
126	в них	1	3
127	соответствии с	3	3
128	в этих	2	3
129	пока еще	1	3
130	на него	1	3
131	отдельного человека	2	3
132	со своим	1	3
133	личности в	2	3
134	своего я	2	3
135	к себе	1	3
136	же самое	1	3
137	в человеке	4	3
138	и это	1	3
139	не могу	2	3
140	ни слова	1	3
141	что у	1	3
142	внимание на	1	3
143	все его	1	3
144	к нему	1	3
145	одной из	4	3
146	с ними	1	3
147	и ее	1	3
148	с одной	1	3
149	теперь же	1	3
150	конечном счете	4	3
151	в одном	1	3
152	что на	1	3
153	с другой	3	3
154	все время	1	3
155	а с	1	3
156	прежде всего	4	3
157	в соответствии	3	3
158	так же	3	3
159	одной стороны	1	3
160	все это	10	3
161	всего лишь	1	3
162	ли в	2	3
163	или в	2	3
164	все они	1	3
165	героя и	2	3
166	самом деле	2	3
167	во сне	1	3
168	говорили о	1	2
169	к людям	1	2
170	же как	1	2
171	принципиально важно	1	2
172	но тем	1	2
173	в первом	2	2
174	той же	3	2
175	а как	2	2
176	который в	3	2
177	на пороге	1	2
178	не во	2	2
179	говорить о	1	2
180	он сам	6	2
181	нам представляется	1	2
182	тем как	1	2
183	если в	2	2
184	в мыслях	1	2
185	все же	5	2
186	как уже	1	2
187	и к	1	2
188	но в	7	2
189	со своей	1	2
190	та же	4	2
191	жизни так	1	2
192	тому же	1	2
193	чего не	1	2
194	мысли и	4	2
195	т д	1	2
196	о которой	1	2
197	в принципе	2	2
198	на этом	1	2
199	оно не	1	2
200	однако в	2	2
201	ее по	2	2
202	не будет	2	2
203	же не	1	2
204	мире не	1	2
205	а по	2	2
206	его в	1	2
207	это было	1	2
208	который и	1	2
209	о которых	1	2
210	в душах	1	2
211	личности не	2	2
212	и было	1	2
213	и тогда	1	2
214	место в	3	2
215	не столько	2	2
216	жизни с	2	2
217	что я	3	2
218	а вот	1	2
219	ибо в	2	2
220	дело не	3	2
221	одна из	2	2
222	не по	3	2
223	не личности	1	2
224	только не	1	2
225	к ней	2	2
226	в основе	2	2
227	в четвертом	1	2
228	мысли о	1	2
229	рассказа и	1	2
230	приходит к	3	2
231	людей в	2	2
232	данном случае	2	2
233	мысль о	2	2
234	приводит к	2	2
235	роль в	1	2
236	с самим	1	2
237	до сих	1	2
238	отставного коллежского	1	2
239	во второй	2	2
240	в последней	1	2
241	о нем	1	2
242	жизни не	1	2
243	и просто	1	2
244	с того	1	2
245	перед жизнью	1	2
246	жизни он	2	2
247	нуждается в	1	2
248	коллежского асессора	1	2
249	один из	4	2
250	себя с	1	2
251	страх перед	2	2
252	с какой	1	2
253	же и	2	2
254	и у	2	2
255	в виде	3	2
256	его и	1	2
257	человеческих отношений	3	2
258	из них	2	2
259	т п	2	2
260	вовсе не	5	2
261	жизни на	1	2
262	в любви	2	2
263	сих пор	1	2
264	в финале	4	2
265	никого не	1	2
266	как у	1	2
267	именно в	2	2
268	себя и	1	2
269	что не	2	2
270	мы знаем	1	2
271	когда же	1	2
272	жизнь в	1	2
273	вместе с	2	2
274	в духе	2	2
275	этот мотив	1	2
276	в данном	2	2
277	видит в	1	2
278	чехова в	1	2
279	сам не	1	2
280	что же	1	2
281	и от	4	2
282	только для	1	2
283	о его	1	2
284	это был	1	2
285	т с	1	2
286	отнюдь не	5	2
287	финале рассказа	1	2
288	в двух	2	2
289	это уже	5	2
290	у которого	1	2
291	потому что	5	2
292	хотя бы	5	2
293	давно уже	1	2
294	личности и	2	2
295	сказать что	2	2
296	и внутренне	1	2
297	я это	1	2
298	т е	1	2
299	этой связи	2	2
300	тем самым	7	2
301	гораздо более	2	2
302	и завершается	1	1
303	одним из	4	1
304	в сфере	1	1
305	и через	1	1
306	по закону	1	1
307	воплотил в	1	1
308	это и	3	1
309	к небытию	1	1
310	на деле	2	1
311	бы эта	1	1
312	также и	1	1
313	мы имеем	1	1
