N	2gram	Tiupa_Narr_1	Hudozhes
1	и в	19	28
2	в рассказе	4	21
3	том что	14	19
4	в ее	3	18
5	и не	20	18
6	своего рода	12	16
7	в том	18	15
8	а не	12	14
9	в этом	17	13
10	не в	14	13
11	о том	6	12
12	перед нами	4	11
13	не только	32	11
14	при этом	9	11
15	как и	7	11
16	в его	9	11
17	у нее	2	10
18	уже не	5	10
19	не случайно	2	10
20	у чехова	1	9
21	с собачкой	1	9
22	в себе	8	9
23	но и	23	9
24	так и	9	8
25	между тем	3	8
26	что он	6	8
27	себя в	5	8
28	может быть	25	8
29	о чем	2	8
30	по отношению	7	7
31	тогда как	12	7
32	казалось что	5	7
33	состоит в	13	7
34	в мире	9	7
35	об этом	1	7
36	к тому	7	7
37	в частности	14	7
38	как это	6	7
39	и все	2	7
40	с ним	1	7
41	жизни в	3	7
42	отношению к	6	7
43	в котором	1	6
44	то же	4	6
45	в чеховском	1	6
46	не было	2	6
47	и с	4	6
48	в глазах	1	6
49	в то	3	6
50	тем что	3	6
51	для себя	1	6
52	если бы	1	6
53	сводится к	3	6
54	можно сказать	5	6
55	это не	2	6
56	за стеной	1	6
57	человеческой жизни	1	6
58	даме с	1	6
59	а в	11	6
60	то что	11	6
61	жизни и	3	6
62	в даме	1	5
63	жизни как	3	5
64	с его	6	5
65	в этой	5	5
66	как в	7	5
67	в самом	1	5
68	что это	3	5
69	не могла	1	5
70	в своем	2	5
71	не менее	3	5
72	у него	4	5
73	никогда не	3	5
74	ничего не	2	5
75	в тексте	16	5
76	и его	5	5
77	в детстве	5	5
78	она не	2	5
79	и сам	1	5
80	его жизни	2	5
81	одно из	2	5
82	для него	2	5
83	наряду с	2	5
84	как бы	4	5
85	да и	4	5
86	с ее	3	5
87	что в	3	5
88	но не	5	4
89	своей жизни	1	4
90	в художественном	1	4
91	то в	6	4
92	наш взгляд	1	4
93	подобно тому	2	4
94	на наш	1	4
95	человека в	2	4
96	он не	3	4
97	и уже	1	4
98	тем не	3	4
99	же время	4	4
100	архиерей и	1	4
101	и сама	1	4
102	внутренней жизни	1	4
103	как будто	3	4
104	в конечном	3	4
105	вслед за	4	4
106	что они	3	4
107	только в	4	4
108	в качестве	21	4
109	что и	1	4
110	как раз	2	4
111	говорит о	2	4
112	то и	1	4
113	не может	10	4
114	тому как	2	4
115	рассказа в	1	4
116	едва ли	1	3
117	по его	1	3
118	на себя	3	3
119	всю ночь	1	3
120	и он	3	3
121	в ней	3	3
122	еще не	7	3
123	и на	3	3
124	столь же	3	3
125	всякий раз	1	3
126	о смерти	1	3
127	перед глазами	1	3
128	не все	5	3
129	со стороны	9	3
130	и читатель	1	3
131	чеховского героя	1	3
132	бы не	2	3
133	в нем	4	3
134	можно было	2	3
135	жить в	1	3
136	что все	1	3
137	и ей	2	3
138	мы уже	1	3
139	с другими	1	3
140	было бы	4	3
141	в это	1	3
142	в них	1	3
143	соответствии с	1	3
144	все было	3	3
145	несмотря на	2	3
146	живет теперь	3	3
147	пока еще	4	3
148	что было	1	3
149	этом и	1	3
150	чувствовала себя	1	3
151	любви и	1	3
152	как о	1	3
153	на него	3	3
154	личности в	2	3
155	к себе	5	3
156	как только	1	3
157	же самое	1	3
158	ни слова	1	3
159	что у	2	3
160	когда в	1	3
161	уже отмечали	1	3
162	и ему	1	3
163	внимание на	1	3
164	героя не	1	3
165	в толпе	1	3
166	к нему	5	3
167	как птица	2	3
168	одной из	4	3
169	с ними	1	3
170	деле не	1	3
171	и ее	2	3
172	с одной	7	3
173	для нас	1	3
174	с нею	1	3
175	конечном счете	2	3
176	характерно что	1	3
177	ему казалось	1	3
178	что на	2	3
179	с другой	8	3
180	на ее	1	3
181	и тех	1	3
182	все время	1	3
183	а с	3	3
184	прежде всего	4	3
185	в соответствии	1	3
186	у всех	1	3
187	так же	2	3
188	одной стороны	7	3
189	выговорить ни	2	3
190	в состоянии	1	3
191	всего лишь	2	3
192	или в	2	3
193	к чужому	1	3
194	будто бы	3	3
195	в памяти	2	3
196	на фоне	1	3
197	героя и	4	3
198	о себе	1	3
199	по поводу	1	3
200	чехова как	1	3
201	самом деле	2	3
202	во сне	1	3
203	же как	3	2
204	и то	1	2
205	о любви	1	2
206	в чужой	2	2
207	купец еракин	1	2
208	думал о	1	2
209	в первом	3	2
210	жизни героя	1	2
211	из-за гребенки	1	2
212	а как	1	2
213	который в	2	2
214	все верили	2	2
215	говорить о	2	2
216	одного слова	1	2
217	думая о	1	2
218	он сам	2	2
219	нам представляется	1	2
220	больше дьяконицей	1	2
221	на могилах	1	2
222	если в	3	2
223	ответ на	1	2
224	отношение к	2	2
225	тоже не	1	2
226	другой день	2	2
227	отец сисой	3	2
228	похоже было	1	2
229	человеческого бытия	1	2
230	внутри себя	1	2
231	все же	7	2
232	как уже	1	2
233	и к	1	2
234	преосвященного петра	3	2
235	но в	6	2
236	одинаковое выражение	1	2
237	точкой зрения	2	2
238	та же	2	2
239	из этих	3	2
240	о ее	1	2
241	тому же	5	2
242	чего не	1	2
243	детях о	2	2
244	ей в	1	2
245	мысли и	1	2
246	но именно	1	2
247	в принципе	4	2
248	не как	2	2
249	на этом	1	2
250	оно не	2	2
251	однако в	2	2
252	как сияние	2	2
253	не будет	3	2
254	его характера	1	2
255	же не	4	2
256	мире не	1	2
257	а по	2	2
258	зрения на	2	2
259	не с	3	2
260	лишь в	1	2
261	его в	2	2
262	это было	1	2
263	который и	1	2
264	в душах	1	2
265	чем матерью	1	2
266	целый день	1	2
267	и было	1	2
268	в церкви	4	2
269	обратимся к	3	2
270	и тогда	1	2
271	место в	1	2
272	начальный эпизод	1	2
273	с точки	2	2
274	себя больше	1	2
275	не столько	4	2
276	жизни с	1	2
277	нельзя было	1	2
278	поднимались из-за	1	2
279	кресты на	1	2
280	вместе со	1	2
281	жизни то	1	2
282	дело не	1	2
283	по полю	2	2
284	одна из	3	2
285	не по	1	2
286	что ей	1	2
287	радостным каким	1	2
288	к ней	1	2
