N	3gram	Losev_Dial_1	Hudozhes
1	то же время	4	6
2	в то же	4	6
3	более или менее	3	5
4	с другой стороны	4	5
5	той или иной	3	5
6	в том что	7	5
7	с точки зрения	12	3
8	одно и то	4	3
9	и то же	4	3
10	тем не менее	1	3
11	можно сказать что	3	3
12	в этом смысле	3	3
13	в той или	1	2
14	в данный момент	1	2
15	что в основе	1	2
16	мы имеем дело	1	2
17	и в то	2	2
18	в коем случае	1	2
19	до известной степени	1	2
20	ни в коем	1	2
21	с одной стороны	2	2
22	не в самом	1	2
23	так или иначе	1	2
24	для того чтобы	1	2
25	коем случае не	1	2
26	к тому что	2	2
27	сама по себе	8	2
28	что иное как	1	1
29	в чистом виде	1	1
30	в себе никаких	1	1
31	своего объекта и	1	1
32	иметь в виду	3	1
33	а не с	1	1
34	в виду что	1	1
35	это было бы	1	1
36	можно говорить о	1	1
37	что он не	2	1
38	только то что	3	1
39	из того что	1	1
40	всегда так или	1	1
41	несмотря на свою	1	1
42	точки зрения не	1	1
43	том или ином	1	1
44	точно так же	2	1
45	отчет в том	1	1
46	по крайней мере	4	1
47	то или иное	2	1
48	может быть и	3	1
49	еще не есть	1	1
50	или иное логическое	1	1
51	и не дает	1	1
52	или ином отношении	1	1
53	содержит в себе	3	1
54	к своему собственному	1	1
55	таким образом и	1	1
56	отношении к нему	1	1
57	по большей части	1	1
58	в сравнении с	1	1
59	в связи с	1	1
60	та или иная	3	1
61	как более или	2	1
62	в первую очередь	1	1
63	не сама по	1	1
64	в то время	1	1
65	а в том	1	1
66	есть не что	1	1
67	по себе а	2	1
68	если бы для	1	1
69	которая характерна для	2	1
70	это и есть	2	1
71	а не ее	1	1
72	о том что	2	1
73	а можно только	1	1
74	в себе самом	2	1
75	никогда не бывает	1	1
76	может и не	2	1
77	друг от друга	1	1
78	внутреннее и внешнее	3	1
79	хома брут не	1	1
80	в этих случаях	1	1
81	больше и больше	1	1
82	говорить о разных	1	1
83	не что иное	1	1
84	тех или иных	1	1
85	в отношении к	1	1
86	дело не в	1	1
87	не может быть	3	1
88	в полной мере	1	1
89	объективно и не	1	1
90	к тому же	1	1
