N	2gram	Losev_Vlad_1	Problema
1	то есть	3	46
2	в его	12	43
3	и не	17	42
4	и в	31	38
5	познания и	1	30
6	не может	6	27
7	может быть	6	26
8	по отношению	1	21
9	отнюдь не	3	19
10	и с	14	17
11	и его	7	16
12	в этом	14	15
13	в нем	4	15
14	и т	2	14
15	только в	9	13
16	прежде всего	1	13
17	но не	3	12
18	за пределы	3	12
19	во всех	1	11
20	в области	1	11
21	ни в	2	11
22	и для	2	11
23	отношение к	3	10
24	таким образом	3	10
25	в их	1	10
26	к нему	4	10
27	не только	24	9
28	но и	19	9
29	и как	4	8
30	было бы	2	8
31	точки зрения	2	8
32	место в	2	8
33	для нее	2	8
34	произведения как	1	8
35	в том	11	8
36	то что	18	8
37	еще не	2	7
38	в самом	2	7
39	как и	4	7
40	не в	5	7
41	как мы	9	7
42	с другой	3	7
43	с помощью	1	7
44	но отнюдь	1	7
45	совершенно не	2	7
46	в своей	4	7
47	что в	14	7
48	отношения к	1	6
49	самом деле	1	6
50	не к	1	6
51	не есть	1	6
52	можно только	1	6
53	ничего не	3	6
54	дело с	1	6
55	мы можем	1	6
56	все же	3	6
57	а в	9	6
58	в своем	4	5
59	все эти	3	5
60	при этом	2	5
61	то же	6	5
62	это не	1	5
63	в них	2	5
64	в высшей	1	5
65	далеко не	1	5
66	так и	6	5
67	и о	2	5
68	никогда не	9	5
69	не нужно	1	5
70	с ним	5	5
71	конечно не	2	5
72	а не	1	5
73	мы здесь	1	4
74	на самом	1	4
75	объект как	1	4
76	в ней	1	4
77	относится к	1	4
78	как в	3	4
79	но в	12	4
80	в нашем	4	4
81	в себе	4	4
82	в данном	1	4
83	не менее	2	4
84	тем самым	2	4
85	о значении	1	4
86	в то	8	4
87	чтобы стать	1	4
88	известной степени	1	4
89	здесь не	3	4
90	только со	1	4
91	в произведении	1	4
92	не с	1	4
93	о том	11	4
94	которых мы	1	4
95	с ними	2	4
96	в других	1	4
97	и только	1	4
98	что не	1	4
99	и потому	6	4
100	в более	1	4
101	хотя бы	2	4
102	между ними	1	4
103	сказать что	7	4
104	другой стороны	3	4
105	также и	10	3
106	едва ли	3	3
107	на них	1	3
108	бы то	1	3
109	мы будем	2	3
110	менее всего	1	3
111	нет и	2	3
112	значение для	2	3
113	кроме того	7	3
114	нас за	1	3
115	и к	6	3
116	не будем	2	3
117	в целом	3	3
118	творчество и	1	3
119	он не	10	3
120	творца и	1	3
121	выходя за	1	3
122	то ни	1	3
123	с другими	1	3
124	и тем	1	3
125	несмотря на	4	3
126	том что	14	3
127	есть его	1	3
128	тем не	2	3
129	на него	3	3
130	как его	1	3
131	имеем дело	1	3
132	же время	4	3
133	или как	1	3
134	не выходя	1	3
135	все то	1	3
136	и это	2	3
137	хотя и	4	3
138	и от	5	3
139	в дальнейшем	8	3
140	как содержание	1	3
141	ясно что	2	3
142	если бы	1	3
143	искусства и	1	3
144	природы и	1	3
145	на почве	1	3
146	содержания но	1	3
147	этом смысле	4	3
148	но с	1	3
149	одной из	2	3
150	мы увидим	3	3
151	как нечто	1	3
152	с одной	1	3
153	со всеми	1	3
154	слова не	1	3
155	в известной	1	3
156	и даже	15	3
157	себя и	1	3
158	одной стороны	1	3
159	его как	1	3
160	связь с	1	3
161	только его	1	3
162	и иной	1	3
163	и на	3	3
164	живо и	1	3
165	в тех	2	3
166	да и	4	3
167	от общей	1	3
168	но это	3	3
169	все это	5	3
170	за его	1	3
171	у в	1	3
172	от него	2	3
173	и все	4	3
174	ни было	1	3
175	в таком	1	3
176	все что	2	3
177	можно говорить	1	2
178	и есть	1	2
179	в котором	6	2
180	их и	1	2
181	есть не	1	2
182	мы имеем	1	2
183	не во	1	2
184	но она	3	2
185	не вполне	1	2
186	я не	4	2
187	и он	3	2
188	первый план	2	2
189	столь же	1	2
190	в чем	2	2
191	с его	11	2
192	но как	5	2
193	в истории	4	2
194	дает нам	1	2
195	как к	2	2
196	себе не	1	2
197	и у	4	2
198	момент его	1	2
199	и те	1	2
200	на то	5	2
201	а к	22	2
202	не имеют	1	2
203	не следует	1	2
204	на этом	2	2
205	всех своих	1	2
206	человека в	1	2
207	в каждом	1	2
208	здесь мы	3	2
209	лишь в	2	2
210	и других	2	2
211	о которых	1	2
212	место и	1	2
213	на первый	2	2
214	и более	1	2
215	том же	1	2
216	и вообще	4	2
217	и вся	1	2
218	раз и	3	2
219	этой области	2	2
220	в таких	1	2
221	она не	1	2
222	дело в	4	2
223	одна из	1	2
224	того чтобы	2	2
225	чем не	2	2
226	и весь	2	2
227	во всем	4	2
228	связи с	1	2
229	этом отношении	1	2
