N	3gram	Tiupa_Narr_1	FransuaR
1	то же время	4	9
2	в то же	4	9
3	в том числе	1	4
4	как мы видели	1	4
5	в свою очередь	2	3
6	с точки зрения	1	3
7	в том что	5	3
8	дело в том	2	2
9	по отношению к	3	2
10	более или менее	1	2
11	в этом отношении	3	2
12	том числе и	1	2
13	в значительной степени	1	2
14	как и в	1	2
15	что у него	1	2
16	в отрыве от	1	2
17	о бессмертии души	1	1
18	что иное как	1	1
19	свое отражение в	1	1
20	на самом деле	1	1
21	то же самое	2	1
22	мы уже знаем	1	1
23	в едином но	1	1
24	сам по себе	1	1
25	в той же	1	1
26	а на другой	1	1
27	но и в	2	1
28	не подлежит сомнению	1	1
29	имеет дело не	1	1
30	содержит в себе	1	1
31	в данном случае	8	1
32	мы еще вернемся	1	1
33	дело не с	1	1
34	не только в	6	1
35	не мог стать	1	1
36	же время они	1	1
37	говорить не приходится	1	1
38	о том что	2	1
39	в связи с	2	1
40	не знаем а	1	1
41	кто видит в	1	1
42	во всяком случае	2	1
43	как и все	1	1
44	в первом случае	3	1
45	и т.п в	1	1
46	и тем самым	4	1
47	и в самом	1	1
48	к тому же	5	1
49	друг от друга	1	1
50	мы не знаем	1	1
51	оно и не	1	1
52	на другой день	3	1
