N	2gram	Nazirov_Tv_2	Dialekti
1	не есть	1	54
2	и не	9	27
3	а не	6	26
4	и т	13	24
5	и в	20	24
6	значит что	1	24
7	не только	13	23
8	т д	11	23
9	по себе	1	20
10	не может	7	19
11	не просто	1	18
12	ничего не	4	17
13	и есть	2	16
14	и что	2	15
15	что все	1	14
16	то что	3	14
17	в таком	3	14
18	таким образом	10	13
19	что он	6	13
20	вовсе не	2	13
21	может быть	8	13
22	и даже	5	13
23	что это	1	12
24	не менее	2	11
25	не имеет	1	11
26	что же	1	11
27	таком случае	2	10
28	отнюдь не	4	10
29	высших сил	1	10
30	то это	1	9
31	что она	4	9
32	ни в	1	9
33	но и	8	9
34	нет ничего	3	9
35	в этом	8	8
36	и как	1	8
37	отличается от	1	8
38	так что	2	8
39	в виде	2	8
40	прежде всего	8	8
41	том что	4	8
42	если же	1	8
43	это и	1	7
44	в самом	3	7
45	как и	6	7
46	никогда не	11	7
47	как раз	1	7
48	потому что	7	7
49	что оно	1	7
50	ясно что	1	7
51	в виду	1	7
52	я уже	1	7
53	и нет	1	7
54	что в	7	7
55	самом деле	2	6
56	д и	2	6
57	я не	2	6
58	то же	7	6
59	об этом	4	6
60	и с	8	6
61	превращается в	3	6
62	если бы	4	6
63	что и	1	6
64	и только	2	6
65	о том	5	6
66	так как	3	6
67	даже не	1	6
68	все это	6	6
69	но если	2	6
70	что его	2	5
71	точка зрения	2	5
72	не буду	1	5
73	хотя и	4	5
74	и к	1	5
75	он не	3	5
76	по крайней	2	5
77	так и	6	5
78	было бы	1	5
79	в них	1	5
80	мы не	4	5
81	и тогда	2	5
82	в том	8	5
83	в то	10	5
84	и его	9	5
85	только в	2	5
86	уже не	3	5
87	крайней мере	2	5
88	что не	3	5
89	что для	1	5
90	как это	1	5
91	ничего нет	1	5
92	с этой	3	5
93	но это	5	5
94	или нет	1	5
95	только как	1	5
96	как на	1	5
97	говорить о	2	4
98	мы и	1	4
99	в чем	4	4
100	нет и	2	4
101	во что	2	4
102	в истории	2	4
103	я должен	1	4
104	это не	7	4
105	тому что	1	4
106	как о	2	4
107	но только	1	4
108	не могут	1	4
109	и это	3	4
110	то время	1	4
111	жизнь и	1	4
112	о нем	1	4
113	к тому	1	4
114	с другой	2	4
115	для него	3	4
116	или иной	1	4
117	у нас	2	4
118	так же	5	4
119	при всем	1	4
120	сказать что	1	4
121	была бы	1	3
122	мы уже	1	3
123	той же	1	3
124	и тут	1	3
125	и на	5	3
126	и всякий	1	3
127	и я	1	3
128	в одной	3	3
129	с этим	1	3
130	все же	5	3
131	перед нами	1	3
132	все эти	4	3
133	но его	1	3
134	на то	1	3
135	в нем	3	3
136	не значит	1	3
137	в силу	1	3
138	того или	1	3
139	бытие и	1	3
140	должно быть	1	3
141	и без	2	3
142	не в	4	3
143	тем самым	4	3
144	она не	1	3
145	одна из	3	3
146	в основе	2	3
147	на себя	1	3
148	же время	7	3
149	а мы	1	3
150	я бы	3	3
151	и о	1	3
152	быть может	3	3
153	утверждает что	1	3
154	все время	2	3
155	или же	1	3
156	и ее	2	3
157	с одной	1	3
158	при помощи	2	3
159	из них	2	3
160	мы знаем	1	3
161	мир в	1	3
162	сами по	1	3
163	друг друга	2	3
164	не говорит	1	3
165	тем что	3	3
166	и сознание	1	3
167	и прежде	1	3
168	не было	2	3
169	ни о	1	3
170	в ущерб	1	3
171	он будет	1	3
172	в сферу	1	3
173	как бы	11	3
174	на свете	1	3
175	если не	4	3
176	именно чудо	1	3
177	и от	4	3
178	и ни	1	3
179	ни к	2	3
180	не знает	1	3
181	например в	5	2
182	же как	3	2
183	ни во	2	2
184	в частности	2	2
185	только потому	1	2
186	в первом	1	2
187	что если	1	2
188	мифа в	3	2
189	и он	2	2
190	еще не	5	2
191	с его	1	2
192	веры но	1	2
193	но не	5	2
194	не видно	1	2
195	в мысли	1	2
196	но в	4	2
197	то в	1	2
198	от бога	1	2
199	из этих	1	2
200	на стадии	1	2
201	думать что	1	2
202	в себе	3	2
203	тому же	2	2
204	в жертву	1	2
205	и если	2	2
206	при этом	8	2
207	что нужно	1	2
208	и вот	1	2
209	что у	4	2
210	и по	2	2
211	говорил что	2	2
212	из нее	1	2
213	показывает что	4	2
214	несмотря на	1	2
215	не содержится	1	2
216	она была	1	2
217	но почему	1	2
218	мы как	1	2
219	жизнь не	1	2
220	от своего	1	2
221	всяком случае	2	2
222	в их	3	2
223	он дает	1	2
224	и эти	1	2
225	отличен от	1	2
226	их в	2	2
227	что этот	2	2
228	как видим	1	2
229	идее и	1	2
230	говорят что	1	2
231	и является	1	2
232	же он	1	2
233	как я	1	2
234	не вполне	1	2
235	у меня	1	2
236	личности в	2	2
237	даже о	1	2
238	мифа не	1	2
239	истории не	1	2
240	могут быть	2	2
241	не видим	1	2
242	той или	1	2
243	для себя	1	2
244	как мы	1	2
245	более не	2	2
246	меня в	1	2
247	так в	2	2
248	и многое	2	2
249	и всякого	1	2
250	и вообще	2	2
251	нас к	1	2
252	и здесь	1	2
253	почему же	1	2
254	нет это	1	2
255	в его	10	2
256	что угодно	1	2
257	и она	1	2
258	в третий	1	2
259	даже если	1	2
260	не мешает	2	2
261	себя в	2	2
262	не можем	1	2
263	и у	2	2
264	своим собственным	1	2
265	она действительно	1	2
266	руки и	1	2
267	не о	1	2
268	бытия и	1	2
269	у него	6	2
270	со стороны	1	2
271	именно в	6	2
272	души и	1	2
273	зависит от	2	2
274	однако не	1	2
275	но как	1	2
276	нет никаких	1	2
277	и потому	4	2
278	мы говорим	1	2
279	нет ни	1	2
280	вмешательство высших	1	2
281	личность как	1	2
282	она должна	1	2
283	и для	1	2
284	себя самого	1	2
285	для нас	1	2
286	а в	4	2
287	может и	1	2
288	другой стороны	2	2
289	совершенно не	1	2
290	или иного	1	2
291	из этого	2	2
292	точно так	1	2
293	а я	2	2
294	в своих	3	2
295	во всяком	2	2
296	от этой	2	1
297	ту же	1	1
298	речь идет	1	1
299	кто бы	1	1
300	в применении	1	1
301	в сфере	1	1
302	нами было	1	1
303	начинается с	2	1
304	христа на	1	1
305	по преимуществу	2	1
306	он всегда	2	1
307	высшей степени	1	1
308	едва ли	2	1
309	быть действительно	1	1
310	и за	1	1
311	не слышим	1	1
312	из всего	1	1
313	распространенный в	1	1
314	что уже	1	1
315	на место	1	1
316	эпохи в	1	1
317	сама необходимость	1	1
318	или его	1	1
319	личности с	1	1
320	указал что	1	1
321	же что	1	1
322	перенесенный в	1	1
323	философии но	2	1
324	христианского учения	1	1
325	от идеи	1	1
326	истории в	1	1
327	во всех	1	1
328	крестьян и	1	1
329	говоря не	1	1
330	то мы	1	1
331	еще одним	1	1
332	видели его	1	1
333	а только	1	1
334	воздействие на	2	1
335	не то	1	1
336	конечном счете	1	1
337	есть по	1	1
338	тогда как	3	1
339	считать ее	1	1
340	тут же	2	1
341	от одной	1	1
342	чем же	1	1
343	стороны и	1	1
344	о жизни	3	1
345	этой стороны	1	1
346	такую веру	1	1
347	и наконец	2	1
348	бы мир	1	1
349	себе не	1	1
350	я совершенно	1	1
351	это определение	3	1
352	в этот	2	1
353	в которой	2	1
354	из жизни	2	1
355	не видят	1	1
356	во многих	2	1
357	что ничего	1	1
358	но ведь	2	1
359	если он	5	1
360	вмешательство высшей	1	1
361	он ни	1	1
362	после этого	1	1
363	как личность	1	1
364	при виде	2	1
365	же это	1	1
366	чем у	1	1
367	них нет	1	1
368	не к	1	1
369	первым и	1	1
370	наших глазах	1	1
371	спрашивается что	1	1
372	в мире	5	1
373	не веруют	1	1
374	в глубине	1	1
375	ценности и	1	1
376	его в	3	1
377	известно что	2	1
378	в споре	1	1
379	в ином	1	1
380	о характере	1	1
381	нет в	1	1
382	свете есть	1	1
383	может нас	1	1
384	его все	1	1
385	которой он	2	1
386	всегда и	1	1
387	область мифа	1	1
388	жизни но	1	1
389	с такой	1	1
390	бога и	1	1
391	такой же	2	1
392	школы и	1	1
393	ибо не	1	1
394	не выдерживает	2	1
395	во время	1	1
396	общества и	1	1
397	нас не	1	1
398	не зависит	1	1
399	я его	1	1
400	целом и	2	1
401	в такой	2	1
402	в котором	3	1
403	место в	3	1
404	представление о	7	1
405	признать что	1	1
406	одном из	2	1
407	выше мы	1	1
408	точку зрения	2	1
409	но он	1	1
410	и более	1	1
411	у читателя	2	1
412	в устах	2	1
413	даже в	1	1
414	далее я	1	1
415	содержит в	1	1
416	вплоть до	1	1
417	что с	1	1
418	виду что	1	1
419	я буду	2	1
420	в центр	1	1
421	на него	2	1
422	всей их	1	1
423	и имеет	1	1
424	себе самом	1	1
425	и мало	1	1
426	а живое	1	1
427	вопрос не	1	1
428	казалось бы	3	1
429	жизни не	1	1
430	с своей	1	1
431	связи с	1	1
432	жизнь во	1	1
433	глубину и	1	1
434	не столь	1	1
435	и веры	1	1
436	что на	2	1
437	ли это	1	1
438	факта что	1	1
439	перед ним	1	1
440	от их	1	1
441	же необходимо	1	1
442	без внимания	1	1
443	как только	1	1
444	смерти и	1	1
445	принять за	1	1
446	ли вы	1	1
447	должен быть	1	1
448	на наших	1	1
449	эта последняя	1	1
450	где нет	2	1
451	принцип который	1	1
452	он утверждает	1	1
453	в ее	2	1
454	о воскресении	1	1
455	он с	1	1
456	только то	1	1
457	в себя	1	1
458	и сам	5	1
459	умирает в	1	1
460	только через	2	1
461	не с	1	1
462	мог бы	1	1
463	что идея	2	1
464	во многом	2	1
465	веры в	1	1
466	личности но	1	1
467	с ним	3	1
468	против этого	1	1
469	ее у	1	1
470	о смерти	1	1
471	то есть	5	1
472	себя не	1	1
473	на вопрос	1	1
474	и поэтому	2	1
475	мы понимаем	1	1
476	на точку	1	1
477	в конечном	1	1
478	самый принцип	1	1
479	и требует	1	1
480	тут с	1	1
481	и хорошо	1	1
482	а потому	1	1
483	он был	1	1
484	к ней	1	1
485	в лице	4	1
486	и мир	1	1
487	не зная	1	1
488	образом как	1	1
489	его собственная	1	1
490	мешает его	1	1
491	но тот	1	1
492	всякого рода	2	1
493	тот же	1	1
494	одной из	3	1
495	этот вопрос	3	1
496	в свой	2	1
497	как нечто	1	1
498	то он	1	1
499	в обществе	1	1
500	этот факт	2	1
501	на мир	1	1
502	нем нет	1	1
503	вот что	1	1
504	эту самую	1	1
505	воскреснуть и	1	1
506	на свое	1	1
507	бытия но	1	1
508	абсолютная необходимость	1	1
509	процесс и	1	1
510	был бы	1	1
511	не так	2	1
512	жизнь для	1	1
513	в одном	2	1
514	нечего сказать	1	1
515	у нее	3	1
516	при всей	1	1
517	нападает на	1	1
518	и никогда	1	1
519	тогда в	1	1
520	явно не	1	1
521	невозможно не	1	1
522	от ее	2	1
523	и точно	1	1
524	до сих	3	1
525	от этих	1	1
526	к которому	2	1
527	сам себя	1	1
528	в субъект	1	1
529	такое же	1	1
530	и странное	1	1
531	на ней	2	1
532	между ними	1	1
533	они отличаются	1	1
534	идея не	1	1
535	мир а	1	1
536	но лишь	1	1
537	а главное	1	1
538	выше и	1	1
539	в связи	1	1
540	есть одно	1	1
541	уже давно	1	1
542	связь с	2	1
543	вместе с	3	1
544	если взять	1	1
545	из форм	1	1
546	история при	1	1
547	могу быть	1	1
548	характера и	3	1
549	значит это	1	1
550	в область	3	1
551	не дают	1	1
552	в течение	1	1
553	применении к	1	1
554	самого себя	1	1
555	образ и	2	1
556	привело нас	1	1
557	я с	1	1
558	мыслится как	1	1
559	том смысле	1	1
560	случилось с	1	1
561	жизни или	1	1
562	сих пор	3	1
563	ничего кроме	1	1
564	не носит	1	1
565	не мог	1	1
566	глубине души	1	1
567	объекта и	1	1
568	об отношении	1	1
569	мы только	1	1
570	его с	1	1
571	в результате	1	1
572	а все	1	1
573	за что	1	1
574	как борьба	1	1
575	в силах	2	1
576	своей собственной	1	1
577	человек и	1	1
578	но когда	1	1
579	от него	1	1
580	в этих	1	1
581	они имеют	2	1
582	но зато	3	1
583	пусть в	1	1
584	высшей силы	1	1
585	это все	2	1
586	бытия а	1	1
587	которые сами	1	1
588	и конкретнее	2	1
589	вся история	1	1
590	об этих	1	1
591	а может	1	1
592	в процессе	2	1
593	это понятие	1	1
594	я могу	1	1
595	силах или	1	1
596	смысле что	1	1
