N	3gram	Ircho_Kome_3	Problemy
1	с точки зрения	3	9
2	до сих пор	9	8
3	и не может	1	7
4	по отношению к	3	5
5	то же время	4	5
6	в то же	4	5
7	друг с другом	1	5
8	в самом деле	6	4
9	в том числе	1	4
10	более или менее	1	3
11	в отличие от	1	3
12	том числе и	1	3
13	имеем в виду	1	3
14	с другой стороны	2	3
15	как бы в	1	3
16	мы имеем в	1	3
17	хотя и не	2	2
18	на себя внимание	1	2
19	и до сих	1	2
20	в том что	9	2
21	о том что	4	2
22	в свое время	1	2
23	сих пор не	1	2
24	можно сказать что	1	2
25	в отношении к	1	2
26	в себе самом	1	2
27	выходят за пределы	1	2
28	если бы он	3	1
29	но как раз	1	1
30	иначе обстоит дело	2	1
31	к другому а	1	1
32	но он уже	1	1
33	и совершенно не	1	1
34	и без всякого	1	1
35	к ним как	1	1
36	в известной степени	2	1
37	в том же	1	1
38	не с точки	1	1
39	в этом случае	2	1
40	одной стороны и	1	1
41	друг против друга	1	1
42	не было и	1	1
43	и там и	1	1
44	и в то	1	1
45	ставит нас перед	1	1
46	об этом уже	1	1
47	к себе и	1	1
48	с одной стороны	3	1
49	уже в доме	1	1
50	в конце концов	2	1
51	но при этом	1	1
52	по сравнению с	2	1
53	так или иначе	2	1
54	в связи с	3	1
55	в виду что	1	1
56	к тому же	4	1
57	во всяком случае	3	1
58	приходится прибегать к	1	1
59	таким образом и	1	1
60	здесь не только	1	1
61	только на то	1	1
62	из того же	2	1
63	так и в	1	1
64	смех и в	1	1
65	с самого начала	4	1
66	и не знает	1	1
67	но все же	2	1
68	как мы знаем	1	1
69	друг от друга	1	1
70	если бы не	1	1
71	его роль в	1	1
72	после того как	1	1
73	к тому что	1	1
74	в каждом из	1	1
75	ну а что	1	1
76	друг за другом	1	1
77	молодого человека в	2	1
78	лицом к лицу	1	1
79	и между ними	1	1
80	друг друга и	1	1
81	точки зрения того	1	1
