N	2gram	Losev_Prob_3	Istorich
1	и в	44	25
2	вместе с	2	22
3	что он	9	22
4	и т	13	20
5	т д	13	18
6	может быть	28	17
7	представление о	1	17
8	мы имеем	2	14
9	не только	14	13
10	но и	10	13
11	в его	9	12
12	так как	9	11
13	уже не	7	11
14	и не	35	11
15	в этом	17	10
16	тем что	4	10
17	все же	6	10
18	и его	5	9
19	его в	3	9
20	в виде	6	9
21	с другой	7	9
22	таким образом	9	9
23	героя в	2	9
24	еще не	5	8
25	и на	1	8
26	все эти	7	8
27	что в	8	8
28	на него	1	8
29	связи с	8	8
30	и что	7	8
31	с тем	5	8
32	другой стороны	5	8
33	этих случаях	1	8
34	том что	12	8
35	в нем	9	7
36	как и	10	7
37	мы видели	2	7
38	во время	1	7
39	представлений о	1	7
40	потому что	25	7
41	о том	6	7
42	и здесь	5	7
43	то что	23	7
44	только в	19	7
45	с одной	2	7
46	в качестве	3	7
47	при помощи	8	7
48	одной стороны	1	7
49	этом случае	5	7
50	но это	8	7
51	в мифе	3	7
52	в частности	2	7
53	знаем что	1	6
54	как в	5	6
55	в нее	1	6
56	это не	9	6
57	не может	7	6
58	в этих	2	6
59	не в	13	6
60	и он	1	6
61	что и	9	6
62	там где	1	6
63	себя в	2	6
64	прежде всего	3	6
65	могут быть	2	6
66	или в	4	6
67	в том	21	6
68	например в	1	5
69	и действительно	1	5
70	ясно что	6	5
71	мы не	7	5
72	в ней	5	5
73	но не	3	5
74	с этим	2	5
75	что это	3	5
76	но все	3	5
77	здесь мы	1	5
78	входит в	1	5
79	не будем	2	5
80	как мы	8	5
81	в образе	1	5
82	в лодке	1	5
83	так же	5	5
84	в него	1	5
85	для нас	16	5
86	же как	3	4
87	и это	9	4
88	то же	13	4
89	мы уже	4	4
90	в ее	4	4
91	от этого	1	4
92	в истории	1	4
93	его на	1	4
94	и хотя	1	4
95	в которой	2	4
96	он не	8	4
97	не как	1	4
98	что все	2	4
99	с другими	3	4
100	и тем	9	4
101	не всегда	1	4
102	тем не	10	4
103	не менее	10	4
104	в пределах	1	4
105	в дальнейшем	1	4
106	что у	3	4
107	с ним	7	4
108	а именно	8	4
109	если не	3	4
110	все это	5	4
111	в связи	7	4
112	из себя	3	4
113	мы должны	7	4
114	в которых	3	3
115	его не	2	3
116	то это	10	3
117	это же	3	3
118	и как	3	3
119	в целом	6	3
120	в этой	3	3
121	но уже	3	3
122	имеется и	1	3
123	делает вид	1	3
124	нет необходимости	1	3
125	в таких	3	3
126	и начинает	1	3
127	в то	9	3
128	друг друга	2	3
129	вид что	1	3
130	но эти	1	3
131	для того	1	3
132	что при	2	3
133	здесь еще	1	3
134	того чтобы	1	3
135	на том	1	3
136	никогда не	6	3
137	и с	9	3
138	и вообще	8	3
139	но мы	1	3
140	что здесь	5	3
141	никто не	2	3
142	но оно	3	3
143	и все	3	3
144	и она	1	3
145	в европе	1	3
146	с солнцем	1	3
147	в данном	9	3
148	в более	1	3
149	ее и	2	3
150	но когда	2	3
151	в свете	1	3
152	а в	5	3
153	в целях	1	3
154	состоит из	5	3
155	они не	1	3
156	того же	2	2
157	самом деле	3	2
158	он может	1	2
159	одним из	1	2
160	а как	2	2
161	вопрос о	1	2
162	мы и	2	2
163	а еще	2	2
164	во всех	2	2
165	видели что	1	2
166	только тогда	2	2
167	до его	1	2
168	перед нами	8	2
169	когда он	2	2
170	как таковое	1	2
171	уже в	3	2
172	на то	3	2
173	связанные с	1	2
174	после этого	1	2
175	том чтобы	1	2
176	из него	2	2
177	и по	2	2
178	так например	1	2
179	о чем	2	2
180	не считать	4	2
181	этого мы	1	2
182	когда уже	1	2
183	это было	2	2
184	и других	1	2
185	и стала	1	2
186	за ней	1	2
187	домой но	1	2
188	о которых	3	2
189	которой он	1	2
190	несмотря на	1	2
191	здесь можно	1	2
192	точки зрения	5	2
193	в своей	5	2
194	на ступени	2	2
195	ее в	1	2
196	прийти к	1	2
197	то его	1	2
198	оказывается что	1	2
199	от себя	2	2
200	бы мы	2	2
201	но он	1	2
202	без всяких	1	2
203	по себе	25	2
204	даже в	1	2
205	таких случаях	2	2
206	она не	3	2
207	тогда когда	1	2
208	или как	3	2
209	в другую	1	2
210	в некотором	2	2
211	данном случае	7	2
212	и сам	5	2
213	на нее	1	2
214	особенно в	1	2
215	мы приведем	1	2
216	об этом	3	2
217	что от	1	2
218	если бы	3	2
219	ничего не	3	2
220	означает что	1	2
221	в горах	2	2
222	язык и	1	2
223	образом в	1	2
224	можно сказать	6	2
225	все его	1	2
226	от них	1	2
227	же в	3	2
228	того что	8	2
229	значит что	7	2
230	бросается в	1	2
231	том как	2	2
232	во всем	1	2
233	то в	3	2
234	этого мифа	1	2
235	так что	12	2
236	и они	1	2
237	из них	2	2
238	вовсе не	37	2
239	они сами	1	2
240	мы можем	6	2
241	у него	1	2
242	связан с	1	2
243	и стал	1	2
244	до сих	2	2
245	такое же	1	2
246	а не	18	2
247	с которым	1	2
248	со своими	1	2
249	что мы	8	2
250	в одно	1	2
251	чтобы она	1	2
252	и потому	7	2
253	из которых	2	2
254	что за	1	2
255	а если	1	2
256	есть на	1	2
257	как бы	9	2
258	по существу	2	2
259	это значит	4	2
260	с этой	3	2
261	сих пор	2	2
262	но для	1	2
263	как отражение	1	2
264	и для	2	2
265	формы и	3	2
266	это уже	3	2
267	с ней	5	2
268	сказать что	16	2
269	и при	2	2
270	совершенно не	4	2
271	на деревьях	1	2
272	к этому	1	2
273	жизни и	6	2
274	указывают на	1	2
275	также и	16	1
276	относится и	2	1
277	рассматривается как	1	1
278	сам по	6	1
279	впоследствии стал	1	1
280	гл мы	1	1
281	говорилось выше	2	1
282	человеческим голосом	2	1
283	мы имели	1	1
284	и есть	5	1
285	необходимости приводить	1	1
286	тем же	2	1
287	здесь и	3	1
288	почти всегда	2	1
289	не имеют	4	1
290	должна быть	1	1
291	когда это	2	1
292	едва ли	5	1
293	и могут	2	1
294	или ее	1	1
295	той же	1	1
296	на первом	1	1
297	дремучий лес	1	1
298	и совсем	1	1
299	именно к	1	1
300	время как	4	1
301	не вполне	1	1
302	из того	3	1
303	но даже	4	1
304	которое в	1	1
305	же что	1	1
306	не нужно	1	1
307	мы читаем	2	1
308	здесь уже	1	1
309	быть в	2	1
310	не был	2	1
311	то мы	1	1
312	не требует	1	1
313	на самом	7	1
314	совсем не	2	1
315	но как	4	1
316	не то	2	1
317	значением и	1	1
318	ответ на	1	1
319	таком положении	1	1
320	него с	2	1
321	себе и	1	1
322	отличие от	3	1
323	что они	5	1
324	отнюдь не	10	1
325	чем же	4	1
326	из чаши	1	1
327	дает нам	2	1
328	а и	1	1
329	и к	6	1
330	себе не	2	1
331	следующим образом	1	1
332	но в	12	1
333	которых идет	1	1
334	сливается с	1	1
335	случае они	1	1
336	он в	2	1
337	он состоит	1	1
338	одном случае	1	1
339	и и	1	1
340	то обстоятельство	1	1
341	часто даже	2	1
342	на нем	1	1
343	только на	5	1
344	остановиться на	1	1
345	нами в	2	1
346	и тот	1	1
347	в себе	8	1
348	чем его	1	1
349	вид здесь	1	1
350	во многих	1	1
351	как принцип	1	1
352	но на	1	1
353	однако сказать	1	1
354	и если	6	1
355	дальше и	1	1
356	что она	1	1
357	при этом	4	1
358	уже видели	1	1
359	всех этих	2	1
360	превращается только	1	1
361	море на	1	1
362	есть один	1	1
363	свидетельствует о	1	1
364	или другое	1	1
365	д все	1	1
366	подобно тому	1	1
367	но дело	1	1
368	земледелия в	1	1
369	мы его	1	1
370	а когда	1	1
371	может фигурировать	1	1
372	было бы	8	1
373	в жизни	1	1
374	сами себя	1	1
375	по всему	1	1
376	этом мы	1	1
377	он является	3	1
378	и вы	1	1
379	на основании	2	1
380	для чего	2	1
381	ясно из	1	1
382	и тогда	3	1
383	в саду	1	1
384	только тем	1	1
385	лес только	1	1
386	не указывает	3	1
387	которую он	1	1
388	вещи в	1	1
389	к тем	1	1
390	ли можно	2	1
391	на месте	1	1
392	с точки	2	1
393	бы привести	1	1
394	в их	2	1
395	еще нет	2	1
396	она в	1	1
397	в своем	5	1
398	на свою	1	1
