N	3gram	Propp_Isto_1	slovoVRo
1	и т п	1	23
2	в большинстве случаев	4	6
3	и т д	22	5
4	и в особенности	1	4
5	с одной стороны	4	4
6	с другой стороны	5	4
7	большей или меньшей	2	4
8	но в то	1	4
9	в зависимости от	2	3
10	но и здесь	1	3
11	в большей или	1	3
12	более или менее	5	3
13	таким образом в	1	3
14	но оно не	1	2
15	в этом случае	1	2
16	до сих пор	5	2
17	до известной степени	1	2
18	может быть только	1	2
19	его но и	1	2
20	то время как	3	2
21	в первом случае	1	2
22	дело не с	1	2
23	не только в	1	2
24	в них как	1	2
25	в то время	3	2
26	и в этом	1	2
27	не могут быть	1	2
28	а не как	1	2
29	того или иного	1	2
30	не только на	1	2
31	к тому что	1	2
32	можно было бы	3	2
33	друг с другом	3	2
34	одно без другого	1	2
35	в стороне от	1	1
36	все дело в	1	1
37	не только по	1	1
38	там где нет	1	1
39	прежде всего в	1	1
40	дело в том	3	1
41	это было бы	1	1
42	но и по	1	1
43	вследствие этого и	1	1
44	не знает такого	1	1
45	в нем и	1	1
46	и др а	1	1
47	в своей книге	1	1
48	в отличие от	2	1
49	бы то ни	2	1
50	но и в	2	1
51	на самом же	1	1
52	в этом отношении	1	1
53	к тому или	1	1
54	точку зрения не	1	1
55	а иногда и	1	1
56	в противном случае	1	1
57	в значительной степени	1	1
58	все же и	1	1
59	каждый из этих	1	1
60	то ни было	2	1
61	в меньшей степени	1	1
62	только в одном	2	1
63	своей книге о	1	1
64	обстоит дело с	2	1
65	в какой степени	1	1
66	это не значит	1	1
67	еще на одной	1	1
68	есть только в	1	1
69	не может быть	7	1
70	до наших дней	1	1
71	такая точка зрения	1	1
72	тем не менее	6	1
73	что они не	1	1
74	о том что	3	1
75	равно как и	1	1
76	на смерть и	1	1
77	никогда не может	1	1
78	если бы мы	2	1
79	в одном из	1	1
80	с самого начала	2	1
81	ни одной из	1	1
82	за тридевять земель	2	1
83	уже не только	1	1
84	таким образом может	1	1
85	мы видим что	8	1
86	тех или иных	1	1
87	самом же деле	1	1
88	для того чтобы	1	1
89	очень велика в	1	1
90	в том что	4	1
91	именно потому что	1	1
