N	2gram	Bakhtin_sl_2	KulturaY
1	и т	35	33
2	в том	5	30
3	и в	39	24
4	том что	5	21
5	т п	33	18
6	что в	3	17
7	того чтобы	2	17
8	для того	2	16
9	в этом	16	14
10	т д	2	14
11	точки зрения	8	14
12	может быть	37	13
13	все же	6	12
14	таким образом	8	12
15	языка в	6	12
16	и не	22	12
17	в его	7	12
18	не в	9	11
19	только в	5	11
20	хотя бы	3	10
21	в самом	1	10
22	не только	24	10
23	вовсе не	10	10
24	язык как	3	9
25	с точки	3	9
26	так как	4	9
27	о том	2	9
28	того что	1	9
29	отношению к	4	9
30	прежде всего	8	9
31	то что	2	9
32	по отношению	4	8
33	уже не	5	8
34	то же	4	8
35	языка и	9	8
36	в языке	2	8
37	тем что	1	8
38	как раз	1	8
39	а не	14	8
40	не может	20	7
41	что язык	2	7
42	это не	5	7
43	в них	6	7
44	не менее	4	7
45	связи с	3	7
46	в области	2	7
47	так и	15	7
48	в качестве	1	7
49	с другой	5	7
50	с помощью	4	7
51	как бы	7	7
52	вместе с	2	7
53	на себе	1	6
54	зависимости от	4	6
55	в ней	3	6
56	однако не	1	6
57	все эти	6	6
58	при этом	7	6
59	тогда когда	2	6
60	что он	2	6
61	в какой	1	6
62	но и	21	6
63	именно в	2	6
64	все это	16	6
65	другой стороны	1	6
66	что такое	1	6
67	например в	5	5
68	в зависимости	4	5
69	еще не	7	5
70	xix века	4	5
71	но не	6	5
72	не просто	1	5
73	и с	9	5
74	истории языка	1	5
75	но уже	1	5
76	рядом с	3	5
77	так сказать	6	5
78	и его	33	5
79	в виду	1	5
80	к языку	1	5
81	с ним	7	5
82	и что	1	5
83	между тем	3	5
84	язык в	6	5
85	всяком случае	2	5
86	что не	1	5
87	языка как	7	5
88	в той	4	5
89	в результате	2	5
90	целый ряд	1	5
91	этом отношении	3	5
92	а в	4	5
93	речи и	3	5
94	во всяком	3	5
95	того же	1	4
96	это и	2	4
97	и на	4	4
98	с его	7	4
99	в рамках	1	4
100	как в	13	4
101	в целом	1	4
102	роль в	2	4
103	на то	1	4
104	в нем	19	4
105	русском языке	1	4
106	того или	1	4
107	в данном	2	4
108	тем не	1	4
109	речи в	1	4
110	в таких	1	4
111	того как	2	4
112	в русском	1	4
113	к себе	1	4
114	в пределах	13	4
115	не на	1	4
116	что и	3	4
117	языка это	2	4
118	с ними	5	4
119	должен быть	2	4
120	до сих	2	4
121	там где	6	4
122	в частности	1	4
123	и потому	7	4
124	с этим	2	4
125	слова и	8	4
126	сих пор	2	4
127	один из	5	4
128	указать на	1	4
129	же в	1	4
130	в этих	7	4
131	науки о	1	3
132	той же	3	3
133	в сущности	6	3
134	так называемые	1	3
135	то мы	1	3
136	в противовес	2	3
137	в истории	11	3
138	в связи	2	3
139	в своем	6	3
140	хотя и	2	3
141	более или	2	3
142	что слово	1	3
143	что так	1	3
144	в этой	1	3
145	с их	3	3
146	в себе	2	3
147	на его	2	3
148	через посредство	1	3
149	должна быть	3	3
150	на том	1	3
151	что она	1	3
152	и может	1	3
153	а это	1	3
154	письменной речи	1	3
155	несмотря на	1	3
156	должно быть	1	3
157	нисколько не	1	3
158	или менее	2	3
159	в их	2	3
160	даже в	2	3
161	только и	2	3
162	это слово	1	3
163	в духе	1	3
164	что оно	4	3
165	оно не	8	3
166	свою очередь	2	3
167	здесь не	4	3
168	свой язык	2	3
169	не с	3	3
170	для этого	4	3
171	и здесь	2	3
172	можно сказать	1	3
173	языке как	3	3
174	нуждается в	2	3
175	мы увидим	2	3
176	уже в	2	3
177	в одном	2	3
178	связано с	3	3
179	даже и	4	3
180	не было	2	3
181	в особенности	3	3
182	и даже	7	3
183	или иной	5	3
184	в свою	3	3
185	языка не	4	3
186	как это	3	3
187	со словом	5	3
188	этого слова	1	3
189	несколько слов	2	3
190	слова как	2	3
191	в системе	1	3
192	или иного	1	3
193	в таком	4	3
194	они не	2	3
195	гораздо более	1	3
196	можно говорить	2	2
197	речь идет	1	2
198	одним из	2	2
199	также и	2	2
200	и есть	1	2
201	по преимуществу	1	2
202	все те	1	2
203	и значение	1	2
204	бы и	3	2
205	свой предмет	1	2
206	данном языке	2	2
207	не знают	1	2
208	что его	1	2
209	его так	2	2
210	но язык	1	2
211	значение и	1	2
212	не все	2	2
213	идет о	1	2
214	могли бы	1	2
215	и как	3	2
216	увидим что	1	2
217	но в	6	2
218	и говорит	1	2
219	с языком	2	2
220	больше всего	1	2
221	он не	2	2
222	как с	2	2
223	и социальной	3	2
224	но все	5	2
225	в каждом	1	2
226	рано или	1	2
227	как они	1	2
228	лишь в	3	2
229	здесь только	1	2
230	связанная с	1	2
231	и тем	1	2
232	слов на	1	2
233	ни в	4	2
234	все равно	1	2
235	этого не	1	2
236	в слове	6	2
237	как и	6	2
238	одного и	1	2
239	и становится	1	2
240	и еще	1	2
241	и при	2	2
242	в своей	1	2
243	языка если	2	2
244	не столько	3	2
245	и более	2	2
246	слов о	2	2
247	по себе	5	2
248	языковых форм	1	2
249	до конца	17	2
250	в то	4	2
251	как о	2	2
252	ничего не	1	2
253	дело не	1	2
254	никогда не	7	2
255	речи не	2	2
256	же время	4	2
257	на те	1	2
258	быть в	1	2
259	не является	1	2
260	не могут	5	2
261	и должно	1	2
262	во все	1	2
263	слова но	1	2
264	отсюда следует	1	2
265	в собственном	3	2
266	исторической жизни	3	2
267	чтобы быть	1	2
268	мы наблюдаем	2	2
269	одно из	1	2
270	языка который	1	2
271	о нем	2	2
272	никак не	1	2
273	это было	1	2
274	а именно	2	2
275	как например	2	2
276	же и	2	2
277	в сторону	1	2
278	конечно не	5	2
279	ряде случаев	1	2
280	в большинстве	6	2
281	когда оно	1	2
282	может служить	1	2
283	здесь как	2	2
284	или поздно	1	2
285	или иначе	1	2
286	смысл в	1	2
287	превращается в	1	2
288	а на	1	2
289	не всегда	2	2
290	именно так	1	2
291	язык для	1	2
292	может иметь	3	2
293	мы говорим	1	2
294	в иных	1	2
295	к своему	9	2
296	слов в	2	2
297	своего времени	1	2
298	в контексте	3	2
299	этом случае	6	2
300	в смысле	4	2
301	смысл и	2	2
302	в более	2	2
303	и для	5	2
304	этих случаях	2	2
305	живет и	1	2
306	на улице	1	2
307	или в	2	2
308	в силах	1	2
309	для нас	5	2
310	и все	5	2
311	себя самого	1	2
312	самого языка	1	2
313	в последнем	1	2
314	языка то	3	2
315	литературный язык	3	1
316	этого необходимо	1	1
317	смысле слова	1	1
318	человеческой речи	2	1
319	речь здесь	1	1
320	в сфере	2	1
321	говорящих на	1	1
322	он также	1	1
323	языку и	4	1
324	проблемы в	1	1
325	легко становится	1	1
326	и должны	1	1
327	и исторические	2	1
328	жанрах как	1	1
329	из самых	1	1
330	явления и	1	1
331	ту же	3	1
332	значения они	1	1
333	моменты языка	1	1
334	ведь и	2	1
335	от которых	1	1
336	собственном смысле	3	1
337	языков с	1	1
338	и этот	1	1
339	в германии	2	1
340	его не	4	1
341	есть не	1	1
342	языка с	2	1
343	наша речь	1	1
344	на материале	2	1
345	говорящего коллектива	1	1
346	и современной	1	1
347	не приходится	3	1
348	языка должна	1	1
349	возможным с	1	1
350	именно к	2	1
351	словом как	1	1
352	говорить о	3	1
353	социальной действительности	1	1
354	слова например	2	1
355	способности и	1	1
356	к началу	1	1
357	и со	1	1
358	слово не	1	1
359	и иначе	1	1
360	в прямой	2	1
361	языке в	2	1
362	оно стоит	1	1
363	всем этим	2	1
364	не был	2	1
365	слова эти	1	1
366	в различных	2	1
367	источникам и	1	1
368	тем как	1	1
369	то он	1	1
370	в быту	5	1
371	к ним	1	1
372	его во	1	1
373	менее всего	2	1
374	иметь дело	2	1
375	конкретное содержание	1	1
376	отношение к	4	1
377	с легкой	1	1
378	отличие от	13	1
379	этой категории	4	1
380	можно прямо	3	1
381	материала так	1	1
382	две основные	1	1
383	в одной	1	1
384	не входят	2	1
385	как к	3	1
386	не нужно	1	1
387	перед нами	3	1
388	своему предмету	5	1
389	нужно вывести	1	1
390	п наконец	1	1
391	в грамматике	1	1
392	шире и	1	1
393	себя то	2	1
394	в чем	3	1
395	в нашем	2	1
396	выражение в	1	1
397	однако как	1	1
398	речи является	1	1
399	в дальнейшем	2	1
400	говорят о	1	1
401	и те	1	1
402	научных и	1	1
403	как он	2	1
404	но на	1	1
405	а вовсе	2	1
406	но прежде	2	1
407	широком смысле	1	1
408	первая же	1	1
409	между членами	1	1
410	но именно	1	1
411	всех этих	4	1
412	не значит	1	1
413	действии и	1	1
414	слову как	1	1
415	вообще не	1	1
416	из него	2	1
417	суждения и	1	1
418	века это	1	1
419	и по	1	1
420	на этом	3	1
421	лишь с	1	1
422	прежде чем	1	1
423	или иных	1	1
424	без исключения	1	1
425	конца и	1	1
426	одно и	1	1
427	зрения так	1	1
428	языков и	9	1
429	связанные с	4	1
430	конечно в	2	1
431	об этом	1	1
432	известную социальную	1	1
433	речь а	1	1
434	них не	1	1
435	на все	1	1
436	и русский	1	1
437	на этой	1	1
438	не выходят	2	1
439	стилей и	1	1
440	от степени	1	1
441	те или	1	1
442	на протяжении	2	1
443	неизбежно при	1	1
444	может стать	2	1
445	и иных	4	1
446	на почве	4	1
447	то все	1	1
448	чаще всего	1	1
449	не соответствует	1	1
450	говорим о	1	1
451	как проблема	1	1
452	и представить	1	1
453	далеко не	2	1
454	в действии	1	1
455	и уже	1	1
456	мы видели	2	1
457	язык специфически	1	1
458	этих областях	1	1
459	же два	1	1
460	языках в	1	1
461	на первый	1	1
462	нужно чтобы	1	1
463	во второй	1	1
464	категории в	1	1
465	что среди	1	1
466	в такой	1	1
467	наших дней	1	1
468	и без	1	1
469	от чисто	1	1
470	например слово	1	1
471	в отличие	12	1
472	мысли и	1	1
473	должны были	1	1
474	когда она	1	1
475	точку зрения	3	1
476	жанров речи	1	1
477	но это	3	1
478	но он	2	1
479	но во	1	1
480	делает их	1	1
481	и общества	2	1
482	однако в	2	1
483	в историческом	2	1
484	освободиться от	1	1
485	не узнали	1	1
486	слово для	3	1
487	и жанров	1	1
488	воспитания и	2	1
489	в идеологическом	2	1
490	можно понимать	1	1
491	речи все	2	1
492	и притом	1	1
493	и остается	3	1
494	в процессе	13	1
495	иметь в	1	1
496	их значение	1	1
497	речи к	1	1
498	только не	1	1
499	важном и	1	1
500	служит предметом	1	1
501	возможно и	2	1
502	дело в	2	1
503	одна из	4	1
504	и существенное	1	1
505	с одним	2	1
506	сырого материала	1	1
507	таким путем	1	1
508	она имеет	1	1
509	как не	1	1
510	тех или	1	1
511	с таким	2	1
512	внутреннюю форму	2	1
513	и форм	2	1
514	может и	2	1
515	языков в	8	1
516	неразрывно связан	2	1
517	происходящие в	1	1
518	конечно и	2	1
519	xx века	1	1
520	все то	1	1
521	могут быть	7	1
522	иногда даже	1	1
523	как только	1	1
524	языках и	1	1
525	в недрах	1	1
526	той или	5	1
527	слова с	4	1
528	всегда в	1	1
529	в применении	1	1
530	значение это	1	1
531	п например	1	1
532	и самое	1	1
533	своим языком	1	1
534	как мы	7	1
535	при его	2	1
536	на нем	2	1
537	говорит и	2	1
538	без всякого	2	1
539	необходимо еще	2	1
540	из главных	1	1
541	вариации в	1	1
542	и от	3	1
543	в себя	2	1
544	чужой речи	16	1
545	этом на	1	1
546	слова всегда	1	1
547	и исторически	2	1
548	если они	1	1
549	и сам	1	1
550	помощью самого	1	1
551	мог бы	1	1
552	особых формальных	2	1
553	речь как	1	1
554	в научном	1	1
555	в чужом	4	1
556	имя собственное	1	1
557	в последней	1	1
558	поэтому в	1	1
559	это как	1	1
560	даже не	1	1
561	образом в	1	1
562	того еще	1	1
563	лишь при	2	1
564	социального языка	1	1
565	а его	1	1
566	что часто	1	1
567	себе представить	1	1
568	момент в	1	1
569	язык и	7	1
570	за пределами	1	1
571	п все	3	1
572	есть процесс	1	1
573	а также	3	1
574	на данном	1	1
575	данного языка	2	1
576	следствие его	1	1
577	не умеет	1	1
578	нас в	1	1
579	самый процесс	1	1
580	своим предметом	2	1
581	во всех	12	1
582	здесь за	1	1
583	должно было	1	1
584	этом и	1	1
585	из своего	1	1
586	в форме	2	1
587	лишь к	1	1
588	и только	1	1
589	соединении с	1	1
590	еще более	2	1
591	интерпретации и	1	1
592	все время	1	1
593	стилистической организации	1	1
594	и следовательно	1	1
595	в него	7	1
596	в литературе	1	1
597	его основное	1	1
598	чужую речь	2	1
599	в двух	1	1
600	совсем не	1	1
601	важное значение	1	1
602	речь о	2	1
603	среди других	1	1
604	предметом речи	1	1
605	это необходимо	1	1
606	и косвенное	1	1
607	дело с	4	1
608	или иные	1	1
609	не имеющих	1	1
610	а лишь	2	1
611	поэтому и	4	1
612	стилистическая задача	1	1
613	языка этот	2	1
614	вопрос об	1	1
615	с одной	5	1
616	действительно может	1	1
617	есть чисто	1	1
618	значение темы	2	1
619	и немецкой	1	1
620	себя в	8	1
621	только на	1	1
622	борьбы с	3	1
623	себя и	4	1
624	обстоит дело	2	1
625	здесь это	2	1
626	в сознании	1	1
627	о слове	7	1
628	или так	1	1
629	большинстве случаев	5	1
630	этого процесса	3	1
631	или даже	3	1
632	и других	4	1
633	постановка вопроса	1	1
634	и социально	1	1
635	его и	2	1
636	которые в	2	1
637	для него	7	1
638	и их	5	1
639	в новом	2	1
640	распространенных и	1	1
641	в известной	1	1
642	слова в	13	1
643	мы находим	1	1
644	сами по	1	1
645	в конце	1	1
646	слова на	3	1
647	не для	1	1
648	истинности или	1	1
649	ему принадлежит	1	1
650	к явлениям	1	1
651	живом языковом	1	1
652	мы можем	1	1
653	не столь	1	1
654	в систему	1	1
655	свое выражение	1	1
656	как такового	1	1
657	он является	1	1
658	в других	1	1
659	науки в	1	1
660	в письменной	1	1
661	именно как	2	1
662	связан с	3	1
663	одной стороны	5	1
664	влияние на	2	1
665	здесь в	3	1
666	речи а	1	1
667	в соединении	1	1
668	случаев в	1	1
669	лингвистических дисциплин	1	1
670	говорит о	1	1
671	в некоторых	3	1
672	притом не	1	1
673	к сожалению	1	1
674	в подлинном	1	1
675	человека но	1	1
676	более того	2	1
677	зависит от	1	1
678	однако и	1	1
679	приходится иметь	2	1
680	слово из	1	1
681	его как	2	1
682	слов и	3	1
683	человек в	6	1
684	отнюдь не	1	1
685	какой мере	1	1
686	на которые	1	1
687	в одно	2	1
688	то она	1	1
689	но как	2	1
690	понимание и	1	1
691	пушкина конечно	1	1
692	проникновения в	1	1
693	почву для	1	1
694	все более	1	1
695	я говорю	1	1
696	эти слова	2	1
697	языком как	1	1
698	эта идея	2	1
699	к его	2	1
700	философии языка	1	1
701	sui generis	1	1
702	к такому	1	1
703	он говорит	1	1
704	с некоторыми	1	1
705	применении к	1	1
706	быть только	1	1
707	да и	1	1
708	образом на	1	1
709	особенно важное	1	1
710	и стилистических	3	1
711	и там	3	1
712	мы сказали	2	1
713	только о	2	1
714	культур в	1	1
715	весь этот	1	1
716	выходят за	1	1
717	протестует против	1	1
718	еще раз	3	1
