N	2gram	Tiupa_Anal_1	KulturaY
1	и т	3	54
2	т п	3	41
3	и в	18	23
4	точки зрения	6	23
5	в том	27	22
6	не только	15	17
7	в этом	13	16
8	было бы	2	16
9	с точки	4	16
10	самом деле	2	14
11	может быть	29	14
12	в области	4	14
13	в самом	6	13
14	что в	5	13
15	не менее	1	12
16	потому что	2	12
17	для того	4	12
18	вопрос о	2	11
19	том что	12	11
20	того чтобы	3	11
21	в его	13	11
22	того что	4	11
23	а не	17	11
24	и не	21	10
25	еще не	3	9
26	таким образом	3	9
27	хотя бы	3	9
28	так как	2	9
29	прежде всего	6	9
30	лишь в	5	8
31	иными словами	1	8
32	зависимости от	1	8
33	если бы	3	8
34	в виду	1	8
35	уже не	4	8
36	до сих	1	8
37	сих пор	1	8
38	как это	1	7
39	в зависимости	1	7
40	все эти	2	7
41	в нашем	3	7
42	должно быть	2	7
43	речи в	1	7
44	те же	1	7
45	и что	1	7
46	с другой	4	7
47	или иной	6	7
48	на фоне	2	7
49	в данном	2	7
50	то же	9	6
51	в силу	3	6
52	только в	6	6
53	так и	4	6
54	при этом	12	6
55	и тем	1	6
56	с тем	1	6
57	в их	5	6
58	ничего не	1	6
59	связи с	1	6
60	не может	22	6
61	могут быть	4	6
62	по себе	4	6
63	о том	5	6
64	что и	3	6
65	тот же	1	6
66	что он	3	6
67	для этого	2	6
68	также и	2	5
69	и есть	3	5
70	в первом	2	5
71	как мы	2	5
72	я не	1	5
73	в чем	1	5
74	в рамках	3	5
75	независимо от	1	5
76	все же	4	5
77	хотя и	1	5
78	из этих	2	5
79	как бы	5	5
80	как и	13	5
81	не значит	1	5
82	не в	14	5
83	вовсе не	2	5
84	не могут	3	5
85	той или	6	5
86	и должно	1	5
87	слов и	1	5
88	далеко не	6	5
89	в связи	1	5
90	что же	2	5
91	тем более	2	5
92	но это	1	5
93	а в	9	5
94	совершенно не	1	5
95	того же	4	4
96	тех же	1	4
97	отношения между	1	4
98	в сущности	6	4
99	столь же	4	4
100	как в	1	4
101	только тогда	1	4
102	в целом	5	4
103	языка как	1	4
104	том случае	1	4
105	этого слова	7	4
106	в своей	6	4
107	не столько	2	4
108	которые в	2	4
109	том чтобы	7	4
110	тому что	1	4
111	тем самым	7	4
112	тогда когда	2	4
113	как раз	1	4
114	и о	2	4
115	в ее	1	4
116	данном случае	2	4
117	были бы	1	4
118	пор пока	1	4
119	для нас	1	4
120	а также	3	4
121	заключается в	1	4
122	между тем	5	4
123	язык есть	2	4
124	тех пор	1	4
125	один из	2	4
126	с одной	3	4
127	что не	3	4
128	о поэзии	1	4
129	слова в	1	4
130	не случайно	3	4
131	не было	1	4
132	одной стороны	3	4
133	в той	8	4
134	до тех	1	4
135	то что	6	4
136	в таком	3	4
137	речь идет	1	3
138	я и	6	3
139	на самом	2	3
140	то в	2	3
141	по преимуществу	1	3
142	той же	2	3
143	есть не	8	3
144	мы не	1	3
145	сам по	1	3
146	в ней	1	3
147	но не	10	3
148	то он	2	3
149	но как	1	3
150	по отношению	6	3
151	отношение к	2	3
152	отнюдь не	15	3
153	что именно	2	3
154	что как	3	3
155	и к	3	3
156	что это	1	3
157	бы не	2	3
158	тому же	4	3
159	он не	3	3
160	и с	2	3
161	с этой	1	3
162	не так	1	3
163	в которых	1	3
164	и более	4	3
165	в отношении	1	3
166	в то	9	3
167	на него	1	3
168	в процессе	2	3
169	должна быть	1	3
170	в каком	1	3
171	не есть	8	3
172	слово есть	1	3
173	в результате	1	3
174	на вопрос	4	3
175	но и	17	3
176	связь между	1	3
177	этих слов	1	3
178	это не	6	3
179	и только	1	3
180	может иметь	2	3
181	в какой	2	3
182	я в	3	3
183	вопроса о	3	3
184	в данной	1	3
185	языка но	1	3
186	ни в	4	3
187	могло бы	1	3
188	мы находим	1	3
189	ставит себе	1	3
190	именно в	4	3
191	а именно	3	3
192	а с	3	3
193	в ряду	2	3
194	того или	3	3
195	к тому	7	3
196	мы должны	1	3
197	другой стороны	2	3
198	или иного	3	3
199	по поводу	1	3
200	они не	1	3
201	смысле слова	1	2
202	таком случае	3	2
203	отношению к	5	2
204	собственном смысле	1	2
205	мы имеем	6	2
206	которую я	1	2
207	на себя	2	2
208	как я	1	2
209	быть в	1	2
210	здесь не	2	2
211	в различных	1	2
212	чем это	1	2
213	а тем	1	2
214	для обозначения	1	2
215	не все	2	2
216	отличие от	6	2
217	не просто	2	2
218	или иное	1	2
219	за пределы	2	2
220	связи и	1	2
221	языка и	1	2
222	более чем	4	2
223	как к	2	2
224	смысле этого	1	2
225	и как	5	2
226	более или	1	2
227	но в	8	2
228	а во-вторых	1	2
229	он в	1	2
230	есть вещь	2	2
231	учение о	1	2
232	в известном	1	2
233	и тот	1	2
234	как он	3	2
235	отношений между	1	2
236	свое время	2	2
237	состоит в	11	2
238	на этом	2	2
239	но все	1	2
240	что все	1	2
241	с целью	2	2
242	его в	1	2
