N	2gram	Bakhtin_Pr_1	Myslijsy
1	то есть	46	34
2	в слове	3	32
3	в том	8	32
4	и в	38	30
5	может быть	26	28
6	то же	5	23
7	не только	9	21
8	только в	13	21
9	для нас	1	20
10	но и	9	19
11	того что	2	18
12	том что	3	18
13	то что	8	18
14	не есть	6	17
15	что в	7	17
16	в себе	4	16
17	по себе	1	16
18	и проч	28	16
19	и не	42	15
20	не в	7	15
21	в сознании	1	15
22	а не	5	15
23	таким образом	10	14
24	что и	2	13
25	если бы	3	12
26	вместе с	1	12
27	а в	6	12
28	так и	5	11
29	что оно	2	11
30	этого слова	1	11
31	есть уже	1	11
32	как в	4	10
33	в этом	15	10
34	в душе	1	10
35	как и	7	10
36	в то	4	10
37	и что	2	10
38	в нем	15	9
39	было бы	8	9
40	между тем	7	9
41	для него	1	9
42	в ней	4	8
43	в самом	7	8
44	что не	4	8
45	что мы	1	8
46	только что	1	8
47	есть не	2	7
48	с одной	3	7
49	но не	12	7
50	с тем	1	7
51	и без	1	7
52	тем самым	4	7
53	тем что	2	7
54	как мы	7	7
55	слова в	7	7
56	вовсе не	2	7
57	с другой	7	7
58	смысле этого	1	7
59	к тому	1	7
60	например в	3	6
61	художественное произведение	8	6
62	с ним	5	6
63	не имеет	9	6
64	и теперь	1	6
65	что он	2	6
66	уже не	1	6
67	из них	1	6
68	но оно	1	6
69	не может	27	6
70	образ и	1	6
71	но это	3	6
72	человека и	1	5
73	художественного произведения	11	5
74	и т	14	5
75	еще не	7	5
76	по отношению	21	5
77	независимо от	13	5
78	в своем	5	5
79	и как	8	5
80	есть для	1	5
81	не следует	2	5
82	к одному	1	5
83	с другими	3	5
84	и тем	3	5
85	в них	5	5
86	что содержание	2	5
87	значение слова	4	5
88	же время	3	5
89	языка в	3	5
90	не могут	2	5
91	сравнительно с	1	5
92	это содержание	1	5
93	не менее	4	5
94	только по	4	5
95	есть только	2	5
96	тому как	1	5
97	отношению к	19	5
98	должно быть	5	5
99	слова и	3	5
100	сказать что	4	5
101	только как	6	5
102	в действительности	1	5
103	или же	1	4
104	в каждой	1	4
105	столь же	2	4
106	есть ни	1	4
107	не все	2	4
108	относится к	4	4
109	не было	2	4
110	что это	2	4
111	бы не	2	4
112	он не	3	4
113	перестает быть	4	4
114	не к	6	4
115	в один	1	4
116	и при	2	4
117	себе не	2	4
118	до слова	1	4
119	в котором	2	4
120	себе а	1	4
121	и его	16	4
122	до того	1	4
123	по поводу	2	4
124	для того	2	4
125	оно не	3	4
126	и это	3	4
127	то время	1	4
128	ли она	1	4
129	в его	43	4
130	все равно	1	4
131	далеко не	5	4
132	и между	1	4
133	себя и	3	4
134	быть только	5	4
135	и потому	4	4
136	со словом	5	4
137	для понимания	2	4
138	форма в	1	4
139	все это	3	4
140	в смысле	1	4
141	и от	3	4
142	мы должны	2	4
143	слово в	2	4
144	другой стороны	4	4
145	была бы	2	4
146	все что	3	4
147	и есть	2	3
148	в первом	1	3
149	действительности и	3	3
150	говорить о	3	3
151	бы ни	1	3
152	и на	3	3
153	в чем	2	3
154	а только	2	3
155	дает нам	2	3
156	не можем	2	3
157	в целом	3	3
158	имеет для	1	3
159	при этом	5	3
160	т д	1	3
161	образа и	1	3
162	в каждом	2	3
163	что все	2	3
164	чувственное восприятие	1	3
165	и может	1	3
166	его в	9	3
167	художественном произведении	5	3
168	этого не	1	3
169	как бы	22	3
170	место в	8	3
171	образом и	1	3
172	тем не	3	3
173	прибавить что	1	3
174	тому что	1	3
175	на него	3	3
176	образом в	1	3
177	того чтобы	2	3
178	есть к	1	3
179	могут быть	5	3
180	содержание в	7	3
181	слова с	2	3
182	свою очередь	1	3
183	представления и	1	3
184	в произведении	4	3
185	образа как	1	3
186	или в	2	3
187	том как	2	3
188	слово и	2	3
189	и вообще	2	3
190	искусства и	3	3
191	время в	1	3
192	можно сказать	2	3
193	это было	1	3
194	к нему	10	3
195	слова для	1	3
196	и следовательно	1	3
197	на которой	1	3
198	звук и	1	3
199	есть в	1	3
200	только на	1	3
201	в начале	2	3
202	к содержанию	17	3
203	прежде всего	13	3
204	друг друга	1	3
205	мы можем	6	3
206	до сих	1	3
207	именно в	1	3
208	такое же	1	3
209	одной стороны	3	3
210	человеческой жизни	1	3
211	там где	6	3
212	связь с	3	3
213	так же	1	3
214	том смысле	1	3
215	сих пор	1	3
216	все остальные	1	3
217	не существует	1	3
218	это можно	1	3
219	а к	2	3
220	и все	3	3
221	в свою	2	3
222	не говоря	1	3
223	не знает	3	3
224	в которой	1	3
225	в искусстве	12	3
226	как слово	1	3
227	к этому	2	3
228	в таком	3	3
229	а между	1	2
230	самом деле	6	2
231	это и	1	2
232	непосредственно не	1	2
233	в их	10	2
234	мы уже	1	2
235	предмета в	1	2
236	содержания в	4	2
237	что уже	1	2
238	слова имеет	1	2
239	мы ее	1	2
240	предметом и	2	2
241	то он	1	2
242	что язык	1	2
243	к слову	1	2
244	в новом	1	2
245	отношение к	10	2
246	за пределы	12	2
247	человек может	1	2
248	все же	6	2
249	целый ряд	1	2
250	что по	1	2
251	и внутреннюю	1	2
252	мы различаем	1	2
253	в этой	1	2
254	на то	2	2
255	не могла	1	2
256	и если	1	2
257	деятельность и	1	2
258	эта последняя	1	2
259	не как	1	2
260	почти то	1	2
261	есть понятие	1	2
262	подобно тому	1	2
263	этом последнем	1	2
264	могла бы	1	2
265	не дает	2	2
266	бы быть	1	2
267	художественный образ	1	2
268	входит в	8	2
269	без нее	1	2
270	ни в	11	2
271	отражается в	1	2
272	не всегда	6	2
273	несмотря на	3	2
274	именно то	1	2
275	точки зрения	8	2
276	в своей	7	2
277	а как	3	2
278	в которых	1	2
279	мысли и	1	2
280	поэтического произведения	3	2
281	бы мы	1	2
282	единство и	2	2
283	т п	13	2
284	том же	2	2
285	деятельность есть	1	2
286	что есть	1	2
287	с т	1	2
288	что эта	2	2
289	она не	2	2
290	что с	1	2
291	как о	1	2
292	иметь в	1	2
293	суждения не	1	2
294	этом отношении	2	2
295	ему не	1	2
296	его с	1	2
297	от нее	1	2
298	в области	11	2
299	так например	1	2
300	то или	2	2
301	со значением	1	2
302	и о	5	2
303	в ее	4	2
304	только при	2	2
305	языка и	1	2
306	произведения не	1	2
307	можно только	6	2
308	и с	17	2
309	при восприятии	2	2
310	каждый раз	1	2
311	о том	4	2
312	и содержание	3	2
313	от него	3	2
314	от них	2	2
315	природы и	3	2
316	в форме	4	2
317	может стать	3	2
318	и мы	1	2
319	например при	2	2
320	которое было	1	2
321	вне себя	4	2
322	одной из	3	2
323	в поэтическом	1	2
324	в какой	2	2
325	но как	2	2
326	на мир	2	2
327	к звуку	1	2
328	связи с	2	2
329	в виде	2	2
330	слова не	3	2
331	был бы	1	2
332	в одном	1	2
333	художника и	5	2
334	но что	1	2
335	есть выражение	2	2
336	значение только	1	2
337	в других	4	2
338	не были	1	2
339	и даже	3	2
340	только словом	1	2
341	только один	1	2
342	души и	2	2
343	предмет и	1	2
344	притом не	1	2
345	к своему	2	2
346	по своему	1	2
347	следует однако	1	2
348	слов в	1	2
349	быть не	1	2
350	каждое из	1	2
351	слова но	3	2
352	не подлежит	1	2
353	бы в	1	2
354	с понятием	1	2
355	и наконец	6	2
356	слове как	1	2
357	отношении к	1	2
358	всего человека	2	2
359	в свой	1	2
360	но этот	1	2
361	первом случае	1	2
362	в свое	1	2
363	есть то	1	2
364	жизни и	1	2
365	это в	1	2
366	которая не	1	2
367	чтобы осмыслить	1	1
368	содержание должно	2	1
369	отношения к	6	1
370	в сфере	1	1
371	в строгом	2	1
372	мы здесь	4	1
373	не остается	2	1
374	понятия относительные	1	1
375	все остальное	1	1
376	есть форма	3	1
377	на самом	4	1
378	тех же	1	1
379	и должны	2	1
380	ли мы	3	1
381	отношением в	1	1
382	чего не	1	1
383	так относится	1	1
384	из его	1	1
385	в нашу	1	1
386	противном случае	3	1
387	овладевает всеми	1	1
388	оно было	2	1
389	его связь	1	1
390	должна быть	4	1
391	едва ли	3	1
392	значение но	2	1
393	содержание художественного	2	1
394	не безразлично	1	1
395	его не	2	1
396	их и	2	1
397	из ничего	1	1
398	бы уже	1	1
399	нуждаются в	1	1
400	которую я	1	1
401	которую мы	3	1
402	эта деятельность	1	1
403	вопрос о	1	1
404	и язык	1	1
405	мы называем	1	1
406	который был	1	1
407	время как	1	1
408	но она	2	1
409	не вполне	2	1
410	и со	1	1
411	и он	2	1
412	всех сторон	2	1
413	значения в	1	1
414	собою и	1	1
415	начало и	3	1
416	на них	3	1
417	это возможно	1	1
418	без которой	1	1
419	говоря уже	1	1
420	здесь не	4	1
421	со словами	2	1
422	бы то	3	1
423	остались бы	1	1
424	без всякого	1	1
425	с его	2	1
426	общих чертах	1	1
427	следует прибавить	1	1
428	данном случае	4	1
429	он может	2	1
430	себя все	2	1
431	мы же	1	1
432	если в	1	1
433	его во	1	1
434	себе и	1	1
435	отличие от	5	1
436	нам право	1	1
437	нет и	3	1
438	бы ничего	2	1
439	эстетическое значение	1	1
440	только путем	1	1
441	которые не	1	1
442	и я	1	1
443	в истории	2	1
444	от содержания	2	1
445	стороны и	1	1
446	в художественном	20	1
447	не сделает	1	1
448	для науки	2	1
449	помнить что	3	1
450	в противном	3	1
451	нас за	3	1
452	хотя и	3	1
453	могли бы	1	1
454	может получить	1	1
455	было только	1	1
456	имеет в	1	1
457	определенные но	1	1
458	это определение	1	1
459	вносит в	1	1
460	но в	4	1
461	при чтении	1	1
462	то в	1	1
463	но эта	1	1
464	к чему	2	1
465	формы в	1	1
466	проч но	3	1
467	все эти	5	1
468	восприятия как	1	1
469	самым и	1	1
470	такое значение	1	1
471	бы только	1	1
472	как он	1	1
473	в наших	1	1
474	в единстве	12	1
475	как оно	1	1
476	в первых	1	1
477	к миру	3	1
478	но именно	1	1
479	единство в	1	1
480	в понимании	1	1
481	он должен	2	1
482	есть та	1	1
483	нам мало	1	1
484	в корне	2	1
485	слова которое	1	1
486	и вот	1	1
487	искусств а	1	1
488	предложения и	2	1
489	свое время	1	1
490	которое может	1	1
491	теперь еще	1	1
492	ними в	1	1
493	всего то	1	1
494	в нее	1	1
495	здесь мы	2	1
496	и природу	1	1
497	мыслью но	1	1
498	в совершенно	1	1
499	в мире	3	1
500	форма есть	6	1
501	как отношение	2	1
502	и навсегда	1	1
503	лишь в	2	1
504	поэзии с	1	1
505	искусства в	2	1
506	со всех	2	1
507	в глазах	1	1
508	это не	5	1
509	понять его	4	1
510	форму и	2	1
511	образом язык	1	1
512	содержание здесь	1	1
513	в предмете	4	1
514	в тот	1	1
515	она и	1	1
516	сказать и	3	1
517	в общей	1	1
518	форму в	5	1
519	и вне	1	1
520	нигде не	1	1
521	строгом смысле	2	1
522	ни с	2	1
523	от языка	1	1
524	то самое	1	1
525	потому и	1	1
526	нисколько не	1	1
527	себе все	1	1
528	но нигде	1	1
529	искусства может	1	1
530	в этих	2	1
531	отнесено к	2	1
532	места в	1	1
533	но если	1	1
534	или точнее	2	1
535	вещь как	1	1
536	с точки	6	1
537	другим как	1	1
538	его отношение	1	1
539	к познанию	1	1
540	не будем	3	1
541	которые в	1	1
542	но он	1	1
543	не звук	1	1
544	есть именно	1	1
545	и более	2	1
546	однако в	1	1
547	не должно	1	1
548	или если	1	1
549	и необходимость	1	1
550	таких случаях	1	1
551	себя не	1	1
552	проч а	1	1
553	это чувство	1	1
554	в таких	2	1
555	о значении	4	1
556	человека но	1	1
557	виду что	1	1
558	определенности и	3	1
559	в процессе	1	1
560	и именно	2	1
561	восприятии не	1	1
562	чем не	2	1
563	должны отказаться	1	1
564	отдельных актов	1	1
565	нам и	1	1
566	следовательно и	1	1
567	того и	1	1
568	области где	1	1
569	все свои	1	1
570	не имели	1	1
571	ничего не	6	1
572	под этим	1	1
573	что называют	1	1
574	к поэзии	2	1
575	во всем	2	1
576	и чувство	1	1
577	не нужен	1	1
578	в более	4	1
579	этого предмета	1	1
580	здесь же	2	1
581	себе это	1	1
582	и искусства	2	1
583	уже и	1	1
584	и внешнего	2	1
585	содержания как	2	1
586	представляется нам	2	1
587	уже о	1	1
588	поэтическом произведении	1	1
589	отличается от	2	1
590	же самое	2	1
591	для его	1	1
592	анализа в	1	1
593	говоря словами	1	1
594	но каким	1	1
595	должен быть	2	1
596	дало бы	1	1
597	то действительно	1	1
598	можем назвать	1	1
599	приходит к	1	1
600	из всего	1	1
601	и художественное	2	1
602	искусство на	1	1
603	в виду	4	1
604	связи со	1	1
605	в понятиях	1	1
606	она только	2	1
607	проч и	1	1
608	произведение и	3	1
609	предмета то	1	1
610	выражения и	1	1
611	на том	1	1
612	что у	1	1
613	на нее	1	1
614	не с	4	1
615	ясно что	3	1
616	было в	1	1
617	особенно в	2	1
618	с самим	2	1
