N	3gram	Losev_Dial_4	Hudozhes
1	в том что	9	11
2	о том что	1	7
3	подобно тому как	4	4
4	то же время	6	4
5	в то же	6	4
6	не может быть	6	3
7	для того чтобы	5	3
8	тем не менее	2	3
9	и не думал	1	2
10	что она не	1	2
11	а не в	1	2
12	о том как	2	2
13	и в этом	3	2
14	с точки зрения	9	2
15	и в то	2	2
16	хотя бы и	2	2
17	то что было	1	2
18	но тем не	1	2
19	в данном случае	1	2
20	все те же	1	2
21	не только не	1	2
22	не только в	1	2
23	и т д	15	2
24	в частности и	1	1
25	одних и тех	2	1
26	ни с какой	1	1
27	то что я	1	1
28	о себе в	1	1
29	той или иной	1	1
30	что если бы	1	1
31	дело в том	1	1
32	никак не удается	1	1
33	это было бы	1	1
34	да и все	1	1
35	же как и	1	1
36	никогда не будет	1	1
37	и то и	1	1
38	не в сфере	1	1
39	в том случае	1	1
40	и не будет	1	1
41	и тех же	2	1
42	точно так же	2	1
43	ведь от этого	1	1
44	и в сердце	1	1
45	то или иное	3	1
46	то и другое	2	1
47	к жизни и	1	1
48	только для того	1	1
49	и то что	1	1
50	том случае если	1	1
51	в это время	1	1
52	и все его	1	1
53	и при этом	1	1
54	а не как	1	1
55	так или иначе	1	1
56	в течение всей	1	1
57	том что сам	1	1
58	лишь в том	1	1
59	как одно из	1	1
60	я не могу	1	1
61	с другой стороны	1	1
62	содержит в себе	1	1
63	что же такое	1	1
64	личности с ее	3	1
65	никогда и не	1	1
66	собой один из	1	1
67	та или иная	2	1
68	в этом случае	1	1
69	но все же	1	1
70	можно сказать что	1	1
71	ни с чем	1	1
72	лежит в основе	3	1
73	друг от друга	1	1
74	в жизни и	1	1
75	в последней главе	1	1
76	как бы в	1	1
77	после того как	1	1
78	легко может быть	1	1
79	не понимают что	1	1
80	мы имеем дело	1	1
81	т д он	1	1
