N	2gram	Losev_Prob_1	Marksizm
1	точки зрения	3	34
2	может быть	14	26
3	и не	31	26
4	не может	8	24
5	с точки	3	20
6	и в	32	19
7	и его	3	19
8	таким образом	6	17
9	в этом	19	16
10	как бы	14	15
11	в процессе	1	14
12	как мы	7	13
13	прежде всего	10	13
14	как и	3	12
15	и пр	4	12
16	если мы	11	11
17	так и	12	11
18	связи с	5	11
19	и для	4	11
20	самом деле	6	10
21	в нем	13	10
22	ни было	1	10
23	в самом	6	10
24	лишь в	1	9
25	только в	7	9
26	для него	2	9
27	в результате	2	9
28	бы то	1	8
29	все же	1	8
30	не только	17	8
31	при этом	6	8
32	то ни	1	8
33	друг друга	1	8
34	до сих	3	8
35	но и	9	8
36	сих пор	3	8
37	то что	42	8
38	во всех	7	7
39	в ее	3	7
40	но в	14	7
41	все эти	8	7
42	и те	1	7
43	то же	10	7
44	в каждом	1	7
45	а не	15	7
46	в связи	4	7
47	так же	9	7
48	отнюдь не	10	6
49	кроме того	2	6
50	мы не	2	6
51	и того	2	6
52	в науке	2	6
53	ничего не	10	6
54	в пределах	1	6
55	и здесь	6	6
56	настоящее время	3	6
57	в его	6	6
58	на почве	1	6
59	в том	9	6
60	является не	2	6
61	в основном	1	6
62	в смысле	1	6
63	в настоящее	3	6
64	другой стороны	3	6
65	того же	3	6
66	знак и	1	5
67	конечно не	1	5
68	по преимуществу	2	5
69	знак не	1	5
70	входит в	4	5
71	может стать	1	5
72	одного и	2	5
73	не в	4	5
74	необходимо чтобы	3	5
75	того чтобы	9	5
76	ничего общего	11	5
77	как ее	1	5
78	и все	7	5
79	этот вопрос	1	5
80	ясно что	3	5
81	в начале	1	5
82	в конце	6	5
83	вовсе не	35	5
84	с другой	3	5
85	за пределы	6	5
86	именно в	4	5
87	настоящего времени	1	5
88	мы знаем	1	5
89	и потому	2	5
90	до настоящего	1	5
91	хотя бы	3	5
92	к этому	1	5
93	во всяком	7	5
94	переход от	1	4
95	вопрос о	1	4
96	и на	8	4
97	нет и	2	4
98	чем же	2	4
99	как в	4	4
100	не будем	2	4
101	выражение в	1	4
102	не будет	2	4
103	было бы	8	4
104	не менее	19	4
105	по себе	15	4
106	в отношении	3	4
107	не является	5	4
108	в языке	1	4
109	еще не	9	4
110	только на	4	4
111	от того	1	4
112	для того	8	4
113	далеко не	5	4
114	как же	3	4
115	с этим	3	4
116	в данном	9	4
117	что же	9	4
118	в условиях	1	4
119	тот же	1	4
120	а в	4	4
121	и эта	1	4
122	сказать что	13	4
123	что в	12	4
124	на самом	6	3
125	он может	1	3
126	и есть	6	3
127	не имеют	5	3
128	действительности и	5	3
129	в сущности	2	3
130	оно ни	1	3
131	в истории	4	3
132	общего с	8	3
133	и как	6	3
134	и к	1	3
135	в первом	2	3
136	в которой	2	3
137	действительности к	2	3
138	но все	3	3
139	его в	6	3
140	но именно	3	3
141	он не	3	3
142	он является	1	3
143	том что	12	3
144	эта последняя	1	3
145	в своей	8	3
146	и ее	8	3
147	в котором	5	3
148	мы говорили	4	3
149	место в	1	3
150	является в	2	3
151	войти в	1	3
152	в то	6	3
153	для всего	2	3
154	не имеет	2	3
155	на язык	1	3
156	действительности но	4	3
157	этом отношении	1	3
158	в области	2	3
159	не могут	2	3
160	же самое	9	3
161	должны быть	1	3
162	не есть	29	3
163	и это	9	3
164	не существует	6	3
165	в дальнейшем	4	3
166	сводится к	1	3
167	одного из	1	3
168	можно сказать	5	3
169	с другими	2	3
170	здесь в	3	3
171	и следовательно	3	3
172	конце концов	4	3
173	того что	7	3
174	быть и	3	3
175	между тем	2	3
176	сознания как	1	3
177	всякий знак	3	3
178	не дает	1	3
179	из них	3	3
180	в систему	1	3
181	в целях	2	3
182	момент в	2	3
183	или иной	5	3
184	в каком	3	3
185	не было	4	3
186	на этот	3	3
187	все это	7	3
188	к другой	1	3
189	xix века	1	3
190	слова и	1	3
191	этом случае	2	3
192	и от	1	3
193	нет ничего	10	3
194	сознания и	2	3
195	знак в	2	3
196	как такое	1	3
197	и при	2	3
198	совершенно не	6	3
199	мы должны	5	3
200	говорили о	1	2
201	ту же	1	2
202	одним из	1	2
203	же как	2	2
204	все остальное	1	2
205	в конкретном	2	2
