N	2gram	Voloshinov_1	Psycholo
1	и в	3	33
2	может быть	1	22
3	и не	1	13
4	и все	1	12
5	к тому	1	12
6	не может	4	10
7	если бы	1	10
8	в его	1	10
9	то же	1	9
10	не только	1	7
11	точки зрения	1	6
12	тому что	1	6
13	мы видим	1	6
14	а не	1	6
15	в ней	1	6
16	и на	1	5
17	смысл и	1	4
18	исходя из	1	4
19	его основе	1	4
20	с точки	1	4
21	событий и	1	3
22	в то	1	3
23	но и	1	3
24	же время	1	2
25	из этих	1	2
26	на нее	1	2
27	связи с	1	2
28	при анализе	1	2
29	один из	2	2
30	на примере	1	2
31	и форму	1	1
32	его от	1	1
33	может не	1	1
34	в особенности	1	1
35	если в	2	1
36	бы в	1	1
37	для него	1	1
38	и заставляет	1	1
39	во второй	1	1
40	персонажей и	1	1
41	бессилия и	1	1
42	художественного произведения	1	1
43	и событий	1	1
44	несмотря на	1	1
45	по своим	1	1
46	лежащие в	1	1
47	не из	1	1
