N	3gram	Vygotskiy__5	Literetu
1	в том что	11	11
2	состоит в том	3	5
3	в отличие от	2	5
4	в то же	1	5
5	в связи с	1	4
6	по аналогии с	1	3
7	с этой точки	4	3
8	этой точки зрения	4	3
9	в том же	1	3
10	по отношению к	12	2
11	подобно тому как	4	2
12	с точки зрения	9	2
13	только в том	1	2
14	в этом отношении	5	2
15	из того что	4	2
16	и то что	2	2
17	не могло быть	1	2
18	с одной стороны	3	2
19	но при этом	2	2
20	во всяком случае	1	2
21	о том что	4	2
22	и тем самым	1	2
23	тем не менее	1	2
24	в другом месте	4	1
25	не в состоянии	4	1
26	как например в	1	1
27	мы никогда не	1	1
28	знает что он	2	1
29	на самом деле	1	1
30	в этом последнем	1	1
31	как и во	1	1
32	есть альфа и	1	1
33	том что он	2	1
34	потому что я	1	1
35	но в силу	1	1
36	в зависимости от	2	1
37	для этой цели	1	1
38	в ходе исследования	1	1
39	к тому чтобы	4	1
40	несмотря на свою	1	1
41	можно было бы	3	1
42	в той мере	3	1
43	в лучшем случае	3	1
44	а во второй	1	1
45	то в чем	1	1
46	не столько в	1	1
47	характеризуется тем что	1	1
48	и в частности	2	1
49	в этой связи	1	1
50	на эту тему	1	1
51	а не только	1	1
52	обнаруживает в своем	1	1
53	еще и в	1	1
54	в самом деле	2	1
55	в себя и	1	1
56	а с другой	2	1
57	а не как	1	1
58	все более и	1	1
59	исходит из того	1	1
60	как нам представляется	1	1
61	в этом и	1	1
62	с другой стороны	2	1
63	не может быть	3	1
64	тем более не	1	1
65	ничего общего с	2	1
66	в себе поскольку	1	1
67	в свою очередь	3	1
68	подтверждают эту мысль	1	1
69	и того же	3	1
70	до сих пор	3	1
71	альфа и омега	1	1
72	с самого начала	5	1
73	более и более	1	1
74	но все же	2	1
75	одного и того	3	1
76	из прошлого в	1	1
77	оно было бы	1	1
78	в том числе	1	1
79	тех или иных	1	1
80	возникают прежде всего	1	1
81	в полной мере	1	1
82	не нуждается в	1	1
83	и тем более	2	1
84	в основе этой	2	1
85	что он в	1	1
86	программы при этом	1	1
87	в равной мере	1	1
88	том что для	1	1
