N	3gram	Bakhtin_Fr_1	Komedia
1	к тому же	1	10
2	в том что	6	5
3	для того чтобы	1	4
4	по отношению к	1	3
5	в том числе	10	3
6	тому же в	1	3
7	в связи с	1	3
8	то же время	1	3
9	в то же	1	3
10	чуть ли не	1	2
11	до сих пор	4	2
12	в отличие от	4	2
13	в это время	2	2
14	с одной стороны	2	2
15	в самом начале	1	2
16	во всяком случае	1	2
17	друг с другом	1	2
18	в так называемой	1	1
19	античного мира в	1	1
20	сводится к тому	1	1
21	в какой мере	1	1
22	протяжении всего средневековья	2	1
23	в самом деле	1	1
24	так и не	3	1
25	с точки зрения	3	1
26	на первый план	1	1
27	и еще более	1	1
28	имеет в виду	1	1
29	потому что по	1	1
30	но и в	2	1
31	дошедших до нас	2	1
32	том числе и	7	1
33	основе его лежит	1	1
34	могла бы быть	1	1
35	и вовсе не	2	1
36	так как он	1	1
37	к нему же	1	1
38	той или иной	5	1
39	этого нет и	1	1
40	в начале нашего	1	1
41	в чем же	1	1
42	вместе со своим	1	1
43	так и на	1	1
44	в разной степени	2	1
45	в целом ряде	1	1
46	с другой стороны	1	1
47	до нас дошли	1	1
48	и в том	2	1
49	не может быть	1	1
50	в своем роде	1	1
51	в основе его	2	1
52	так и в	2	1
53	тирсо де молина	1	1
54	на протяжении всего	2	1
55	мы встретим в	1	1
56	не только в	1	1
57	но все же	2	1
58	во второй половине	2	1
59	друг от друга	1	1
60	и в литературе	2	1
61	в большинстве случаев	2	1
62	его от всех	1	1
63	и мира в	1	1
