N	2gram	Medvedev_V_1	Komedia
1	и в	26	22
2	т е	18	13
3	том что	8	12
4	но и	10	11
5	в том	15	11
6	не только	25	10
7	в то	6	10
8	из них	9	10
9	и т	23	9
10	как и	7	9
11	может быть	22	9
12	таким образом	31	8
13	о том	10	8
14	и его	6	8
15	в одном	4	8
16	и не	19	8
17	в этой	4	7
18	и других	1	7
19	то же	10	6
20	тому же	1	6
21	и по	3	6
22	не в	6	6
23	ни в	1	6
24	в конце	3	6
25	что он	4	6
26	к тому	4	6
27	а в	3	6
28	в которой	2	6
29	что в	10	6
30	до нас	2	5
31	в истории	1	5
32	как в	1	5
33	то время	1	5
34	на его	1	5
35	войны и	2	5
36	во время	3	5
37	потому что	1	5
38	со своим	2	5
39	так и	5	5
40	еще в	1	5
41	и даже	2	5
42	между тем	5	5
43	один из	5	5
44	уже в	1	5
45	в его	14	5
46	прежде всего	13	5
47	т п	9	5
48	с другой	11	5
49	все это	10	5
50	другой стороны	8	5
51	из его	3	4
52	время как	1	4
53	что они	3	4
54	но в	2	4
55	в нем	6	4
56	т д	14	4
57	в другом	2	4
58	на протяжении	1	4
59	несмотря на	1	4
60	точки зрения	3	4
61	в котором	3	4
62	в их	5	4
63	одном из	3	4
64	как мы	1	4
65	на него	1	4
66	же время	5	4
67	ли не	2	4
68	в в	1	4
69	а также	1	4
70	что и	3	4
71	действующих лиц	5	4
72	в качестве	11	4
73	тем что	1	4
74	именно в	2	4
75	и особенно	1	4
76	в результате	5	4
77	конце концов	2	4
78	же в	6	4
79	по поводу	2	4
80	к этому	9	4
81	новое время	1	3
82	речь идет	1	3
83	же как	2	3
84	в году	6	3
85	в последних	1	3
86	в чем	2	3
87	с одной	2	3
88	в этом	26	3
89	все же	5	3
90	хотя и	2	3
91	и как	3	3
92	в целом	4	3
93	на то	1	3
94	главным образом	7	3
95	да и	1	3
96	он не	2	3
97	и еще	1	3
98	его в	3	3
99	в них	4	3
100	на основании	8	3
101	и ее	4	3
102	вопрос о	1	3
103	не менее	2	3
104	включая сюда	1	3
105	даже в	5	3
106	по отношению	7	3
107	того как	1	3
108	к этим	2	3
109	казалось бы	1	3
110	в сознании	4	3
111	этом отношении	13	3
112	у нас	2	3
113	могут быть	5	3
114	и сам	1	3
115	на море	1	3
116	после того	1	3
117	в частности	11	3
118	в образе	2	3
119	одной из	1	3
120	только в	7	3
121	и у	2	3
122	в виде	1	3
123	в начале	1	3
124	отношение к	1	3
125	у него	6	3
126	каждый из	1	3
127	как раз	3	3
128	в свои	1	3
129	в гг	1	3
130	дошедших до	1	3
131	так же	3	3
132	как это	12	3
133	их к	1	3
134	по своему	1	3
135	одной стороны	2	3
136	в течение	2	3
137	в более	1	3
138	его творчества	1	3
139	и все	1	3
140	отношению к	7	3
141	как известно	2	2
142	ту же	2	2
143	видеть в	2	2
144	на себя	1	2
145	в большом	1	2
146	это время	1	2
147	он был	1	2
148	за пределы	1	2
149	к сожалению	2	2
150	относится к	2	2
151	чем же	4	2
152	от до	2	2
153	что по	1	2
154	в противоположность	3	2
155	в самом	4	2
156	меньшей мере	1	2
157	в известном	1	2
158	в себе	6	2
159	не следует	8	2
160	время и	1	2
161	если они	1	2
162	в силу	11	2
163	на этом	1	2
164	для характеристики	1	2
165	художественный образ	5	2
166	было бы	7	2
167	в новое	1	2
168	для них	1	2
169	из действующих	1	2
170	ни одной	1	2
171	эти годы	1	2
172	как видно	1	2
173	этим и	1	2
174	мы видели	3	2
175	или менее	6	2
176	его герои	1	2
177	и без	1	2
178	всяком случае	1	2
179	почти не	1	2
180	но он	1	2
181	одна из	4	2
182	по меньшей	1	2
183	судя по	1	2
184	нельзя не	1	2
185	при всем	3	2
186	к ней	1	2
187	с достаточной	1	2
188	как будто	1	2
189	в области	2	2
190	ли это	2	2
191	уже о	1	2
192	же самое	2	2
193	с ее	1	2
194	всего этого	1	2
195	что у	2	2
196	для этого	1	2
197	образом в	3	2
198	аналогии с	1	2
199	затем в	1	2
200	и во	1	2
201	под именем	1	2
202	от них	2	2
203	в форме	3	2
204	быть даже	1	2
205	и мир	3	2
206	указывает что	1	2
207	еще не	2	2
208	который в	1	2
209	платона в	1	2
210	из которых	2	2
211	мы знаем	3	2
212	вовсе не	3	2
213	даже не	2	2
214	и из	1	2
215	до сих	1	2
216	вслед за	2	2
217	еще и	2	2
218	из наиболее	1	2
219	в действии	1	2
220	не может	17	2
221	вместе с	7	2
222	но не	2	2
223	говоря уже	1	2
224	в состоянии	1	2
225	и формы	2	2
226	сих пор	1	2
227	но это	1	2
228	между прочим	2	2
229	или в	3	2
230	видно из	3	2
231	а к	1	2
232	будто бы	2	2
233	только что	4	2
234	то что	6	2
235	е в	2	2
236	не говоря	1	2
237	в свою	1	2
238	по одному	2	2
239	ее в	4	2
240	в своих	2	2
241	во всяком	1	2
242	а между	1	1
243	можно говорить	1	1
244	в применении	1	1
245	также и	2	1
246	чтобы не	2	1
247	сам по	1	1
248	во-вторых поскольку	1	1
249	богатстве и	1	1
250	в основании	1	1
251	в действие	1	1
252	только очень	2	1
253	в зависимости	6	1
254	уже по	2	1
255	по его	2	1
256	одним из	5	1
257	со всех	1	1
258	оставалось только	1	1
259	вполне основательно	4	1
260	ответить на	1	1
261	из своих	2	1
262	духовной и	1	1
263	счел возможным	1	1
264	эстетики и	1	1
265	из того	1	1
266	то это	2	1
267	по замыслу	1	1
268	похожи на	1	1
269	зависимости от	5	1
270	и он	2	1
271	всех сторон	1	1
272	замысла в	3	1
273	в ней	2	1
274	проявляется в	1	1
275	и противоречиво	1	1
276	от всей	1	1
277	собой в	1	1
278	работы в	1	1
279	ответа на	1	1
280	быть в	1	1
281	а только	1	1
282	служит для	1	1
283	во всех	6	1
284	как у	2	1
285	он может	2	1
286	это видно	2	1
287	не все	1	1
288	силу этого	4	1
289	ответ на	1	1
290	очевидно что	7	1
291	а и	1	1
292	а всего	3	1
293	вмешивается в	1	1
294	отнюдь не	3	1
295	в м	1	1
296	что во	1	1
297	с этим	3	1
298	мира в	1	1
299	искусстве и	2	1
300	в своем	8	1
301	когда он	3	1
302	целый ряд	1	1
303	говорит что	1	1
304	мысль в	1	1
305	не являются	1	1
306	и к	3	1
307	более или	6	1
308	то в	1	1
309	жизни к	1	1
310	заимствован из	1	1
311	тенденции к	1	1
312	всего лишь	3	1
313	не приходится	2	1
314	мы получаем	1	1
315	так или	1	1
316	он в	1	1
317	платон в	1	1
318	чуть ли	2	1
319	тут и	1	1
320	бы не	2	1
321	только два	1	1
322	из этих	7	1
323	сущности и	1	1
324	определена как	1	1
325	приводит к	5	1
326	только на	1	1
327	роль в	4	1
328	наконец ряд	1	1
329	ее как	2	1
330	как он	2	1
331	в братьях	1	1
332	не обходится	3	1
333	когда писал	2	1
334	е из	1	1
335	что эти	1	1
336	в передней	1	1
337	идей и	3	1
338	было сделано	1	1
339	его стихи	1	1
340	оно в	1	1
341	понятий и	1	1
342	многочисленных свидетельств	1	1
343	по существу	3	1
344	сказал что	1	1
345	из него	1	1
346	его от	2	1
347	около двух	1	1
348	подобно тому	2	1
349	что она	2	1
350	действительности на	2	1
351	человека в	2	1
352	поэтической деятельности	1	1
353	наконец последний	1	1
354	что все	3	1
355	же не	1	1
356	они должны	2	1
357	им как	2	1
358	об этом	9	1
359	свойств и	1	1
360	то есть	1	1
361	зрения на	1	1
362	говорить не	3	1
363	это было	1	1
364	художника как	2	1
365	эту же	2	1
366	эти высказывания	1	1
367	и отдельные	2	1
368	перед нами	4	1
369	всю его	1	1
370	после этого	2	1
371	в жизни	2	1
372	в ораторском	1	1
373	соответствии с	1	1
374	как об	2	1
375	в наследство	1	1
376	с тем	3	1
377	которой он	1	1
378	не заметить	1	1
379	представление как	1	1
380	ясно из	1	1
381	как целое	1	1
382	года и	2	1
383	пародия на	2	1
384	слова и	1	1
385	себе все	1	1
386	в этих	1	1
387	отрыве от	1	1
388	в ходе	1	1
389	никаких оснований	2	1
390	войну и	1	1
391	а как	2	1
392	этому же	1	1
393	превратилась в	1	1
394	в которых	3	1
395	его т	1	1
396	которые в	2	1
397	отношении представляет	1	1
398	друг другу	1	1
399	и эти	1	1
400	том же	6	1
401	пока в	1	1
402	по себе	2	1
403	это особенно	2	1
404	тому что	6	1
405	этой области	3	1
406	степень его	1	1
407	вплоть до	2	1
408	у платона	1	1
409	самого начала	1	1
410	если в	2	1
411	что их	1	1
412	на себе	1	1
413	из мира	1	1
414	индивидуального начала	1	1
415	не по	2	1
416	также что	2	1
417	в самых	2	1
418	того чтобы	3	1
419	связанное с	2	1
420	в науке	2	1
421	творческих сил	6	1
422	п в	3	1
423	так например	2	1
424	мы бы	1	1
425	следует отметить	1	1
426	следует что	1	1
427	из вариантов	1	1
428	не столь	3	1
429	представлений в	1	1
430	мы и	1	1
431	что на	1	1
432	и для	2	1
433	один раз	1	1
434	составная часть	1	1
435	к сфере	1	1
436	его обычно	1	1
437	не могут	7	1
438	часть в	1	1
439	мало чем	1	1
440	основной материал	1	1
441	даже и	3	1
442	слова с	1	1
443	наконец что	1	1
444	в каждом	2	1
445	соединяются и	1	1
446	и это	1	1
447	в театре	1	1
448	же так	1	1
449	это только	4	1
450	как один	1	1
451	данном случае	1	1
452	говорить о	2	1
453	в дальнейшем	1	1
454	по аналогии	1	1
455	можно было	2	1
456	в нескольких	1	1
457	почти каждый	1	1
458	это вовсе	1	1
459	каждого из	1	1
460	по ее	1	1
461	мира и	3	1
462	жизнь и	1	1
463	и трудно	1	1
464	реального и	1	1
465	и популярных	1	1
466	от начала	1	1
467	с ним	1	1
468	свидетельствуют о	2	1
469	в каждой	1	1
470	них не	4	1
471	поэты и	1	1
472	о нем	1	1
473	познания и	4	1
474	в порядке	5	1
475	в пользу	2	1
476	на вопрос	2	1
477	не означает	1	1
478	и что	1	1
479	в глаза	1	1
480	к действительности	1	1
481	утверждает что	3	1
482	все его	2	1
483	с целью	1	1
484	в значительной	3	1
485	как было	1	1
486	распространение в	1	1
487	связанной с	1	1
488	таких же	1	1
489	отметить что	2	1
490	говорит он	1	1
491	богатство и	1	1
492	как художественное	1	1
493	даже для	1	1
494	наконец в	1	1
495	если это	1	1
496	места и	1	1
497	того что	3	1
498	большей или	3	1
499	если теперь	1	1
500	толстого и	1	1
501	почти все	1	1
502	доходит до	1	1
503	социальной направленности	1	1
504	взят из	1	1
505	им было	1	1
506	всего не	2	1
507	популярных в	1	1
508	дело с	1	1
509	явления в	2	1
510	но ни	1	1
511	хотя бы	19	1
512	в стороне	1	1
513	самые разнообразные	1	1
514	во времени	1	1
515	стихи из	1	1
516	об их	1	1
517	человеческой личности	1	1
518	можно на	1	1
519	и насколько	1	1
520	ни одного	2	1
