N	2gram	Tiupa_Hudo_1	Marksizm
1	точки зрения	5	34
2	может быть	5	26
3	и не	2	26
4	не может	7	24
5	с точки	3	20
6	и в	14	19
7	и его	5	19
8	в этом	11	16
9	как бы	7	15
10	как мы	3	13
11	прежде всего	11	13
12	как и	9	12
13	так и	13	11
14	связи с	4	11
15	и для	3	11
16	самом деле	5	10
17	в нем	3	10
18	в слове	1	10
19	и т.п	1	10
20	в самом	4	10
21	лишь в	3	9
22	только в	5	9
23	для него	10	9
24	в результате	2	9
25	все же	3	8
26	не только	12	8
27	при этом	12	8
28	то ни	1	8
29	друг друга	5	8
30	до сих	2	8
31	но и	5	8
32	в контексте	1	8
33	сих пор	2	8
34	то что	8	8
35	во всех	1	7
36	в ее	3	7
37	но в	5	7
38	все эти	3	7
39	то же	9	7
40	слова как	2	7
41	а не	12	7
42	в связи	3	7
43	отнюдь не	3	6
44	так сказать	2	6
45	мы не	2	6
46	и того	1	6
47	в науке	1	6
48	ничего не	8	6
49	в пределах	3	6
50	в его	8	6
51	в том	12	6
52	является не	1	6
53	в смысле	1	6
54	отличие от	1	5
55	по преимуществу	3	5
56	входит в	1	5
57	может стать	1	5
58	рядом с	1	5
59	в отличие	1	5
60	не в	7	5
61	того чтобы	3	5
62	ничего общего	1	5
63	и все	4	5
64	ясно что	2	5
65	в начале	2	5
66	в конце	4	5
67	вовсе не	1	5
68	с другой	1	5
69	именно в	7	5
70	до конца	2	5
71	мы знаем	2	5
72	и потому	2	5
73	хотя бы	1	5
74	во всяком	1	5
75	вопрос о	2	4
76	и на	3	4
77	нет и	1	4
78	чем же	1	4
79	как в	8	4
80	не будем	1	4
81	и тот	1	4
82	к одному	1	4
83	было бы	6	4
84	не столько	2	4
85	мысли и	1	4
86	не менее	5	4
87	по себе	2	4
88	в отношении	1	4
89	самого начала	1	4
90	внутренней жизни	2	4
91	в ней	4	4
92	с самого	1	4
93	в рамки	1	4
94	еще не	7	4
95	только на	2	4
96	далеко не	1	4
97	с этим	3	4
98	в данном	1	4
99	что же	2	4
100	тот же	1	4
101	а в	7	4
102	жизни в	6	4
103	и эта	1	4
104	сказать что	1	4
105	что в	6	4
106	формы и	1	3
107	на самом	2	3
108	не имеют	3	3
109	высшей степени	1	3
110	а как	1	3
111	в сущности	1	3
112	по отношению	8	3
113	один и	1	3
114	общего с	1	3
115	и как	1	3
116	и к	4	3
117	в первом	1	3
118	в которой	1	3
119	к другому	4	3
120	но все	1	3
121	различие между	1	3
122	его в	3	3
123	но именно	1	3
124	он не	4	3
125	в высшей	1	3
126	том что	16	3
127	места в	1	3
128	в своей	10	3
129	и ее	1	3
130	место в	1	3
131	в то	8	3
132	для всего	2	3
133	не имеет	2	3
134	же время	8	3
135	науке о	1	3
136	этом отношении	3	3
137	не могут	1	3
138	же самое	1	3
139	и это	4	3
140	в дальнейшем	1	3
141	сводится к	1	3
142	одного из	1	3
143	можно сказать	4	3
144	конце концов	1	3
145	того что	4	3
146	одной из	2	3
147	в какой	1	3
148	между тем	8	3
149	не дает	1	3
150	из них	4	3
151	в целях	1	3
152	не было	4	3
153	все это	2	3
154	xix века	1	3
155	и от	4	3
156	нет ничего	2	3
157	мы должны	1	3
158	первом случае	1	3
159	это и	1	3
160	говорили о	1	2
161	же как	2	2
162	связана с	1	2
163	внутренний мир	1	2
164	мы уже	4	2
165	той же	2	2
166	таком случае	1	2
167	и он	5	2
168	свою очередь	1	2
169	но при	1	2
170	в чем	1	2
171	явлений и	1	2
172	для других	2	2
173	не все	1	2
174	себе и	2	2
175	в одной	2	2
176	как к	3	2
177	в своем	4	2
178	однако не	1	2
179	переживания и	1	2
180	понять и	1	2
181	в действительности	4	2
182	исторические корни	1	2
183	глава вторая	1	2
184	от этого	1	2
185	то в	4	2
186	из этих	1	2
187	в себе	11	2
188	как он	2	2
189	тем не	4	2
190	в узком	1	2
191	не как	1	2
192	можно было	5	2
193	человека в	6	2
194	от нее	1	2
195	что все	1	2
196	в другом	2	2
197	и с	4	2
198	бы в	1	2
199	на этой	1	2
200	в данной	2	2
201	этом смысле	1	2
202	ни в	5	2
203	для них	1	2
204	от него	3	2
205	как вещь	1	2
206	должно быть	2	2
207	лучше всего	1	2
208	на первый	1	2
209	общества и	1	2
