N	2gram	Bakhtin_Fr_2	slovoVRo
1	и в	49	41
2	в нем	9	30
3	то есть	32	26
4	в романе	9	21
5	могут быть	2	19
6	во всех	6	17
7	не только	17	16
8	и не	15	16
9	точки зрения	6	16
10	но и	13	16
11	а не	1	15
12	то же	7	14
13	и на	17	14
14	в то	6	14
15	и его	17	14
16	в пределах	2	14
17	может быть	5	14
18	и др	9	14
19	не может	7	14
20	в сущности	8	13
21	в его	18	13
22	в этом	15	12
23	до конца	2	12
24	же время	6	12
25	языка и	1	12
26	как бы	11	12
27	так и	6	11
28	в большинстве	1	10
29	все эти	7	9
30	таким образом	7	9
31	точка зрения	3	8
32	как в	1	8
33	но в	4	8
34	на его	2	8
35	с точки	5	8
36	как мы	7	8
37	в особенности	5	8
38	слова в	1	8
39	прежде всего	19	8
40	отношение к	8	7
41	все же	7	7
42	в своей	5	7
43	не в	1	7
44	вовсе не	10	7
45	с ним	4	7
46	зрения на	2	7
47	и следовательно	2	7
48	всех его	1	7
49	они могут	1	7
50	на фоне	2	7
51	все они	1	7
52	во всяком	2	7
53	того же	1	6
54	при этом	5	6
55	в плане	3	6
56	это не	1	6
57	в них	13	6
58	к своему	1	6
59	в отношении	2	6
60	оно не	1	6
61	только в	13	6
62	большинстве случаев	1	6
63	и даже	2	6
64	по своим	1	6
65	а в	4	6
66	и к	4	5
67	в самом	3	5
68	он в	1	5
69	так сказать	1	5
70	далеко не	3	5
71	всяком случае	2	5
72	в кавычки	1	5
73	все это	9	5
74	не на	1	5
75	к нему	3	5
76	с другой	4	5
77	еще более	1	5
78	почти вовсе	1	5
79	на своем	1	5
80	одним из	2	4
81	по преимуществу	2	4
82	на мир	2	4
83	в ней	2	4
84	меньшей степени	3	4
85	еще не	2	4
86	с его	5	4
87	за пределы	2	4
88	перед нами	1	4
89	и наконец	1	4
90	в которой	1	4
91	но именно	3	4
92	всех этих	3	4
93	связанных с	3	4
94	и с	6	4
95	лишь в	4	4
96	входит в	1	4
97	как и	11	4
98	автора и	2	4
99	в их	2	4
100	том же	1	4
101	преимущественно в	1	4
102	и для	1	4
103	с ее	3	4
104	ничего не	2	4
105	о нем	1	4
106	большей или	3	4
107	один из	7	4
108	с одной	3	4
109	рядом с	6	4
110	или меньшей	3	4
111	одной стороны	3	4
112	и все	3	4
113	там где	4	4
114	и потому	5	4
115	мы сказали	2	4
116	и от	1	4
117	и единственного	1	4
118	в смысле	2	4
119	здесь в	6	4
120	известной степени	1	4
121	и часто	1	4
122	другой стороны	3	4
123	его моментах	1	4
124	также и	3	3
125	единство и	1	3
126	в своем	5	3
127	из этих	5	3
128	выражение в	5	3
129	в себе	4	3
130	связанные с	2	3
131	и сам	1	3
132	и почти	1	3
133	его в	1	3
134	было бы	3	3
135	он не	1	3
136	в понимании	2	3
137	и ее	1	3
138	точку зрения	2	3
139	а иногда	1	3
140	она не	1	3
141	никогда не	5	3
142	в разных	1	3
143	и здесь	1	3
144	не могут	1	3
145	к тому	1	3
146	смысле в	1	3
147	романе в	1	3
148	образом в	1	3
149	но здесь	3	3
150	о том	3	3
151	и во	4	3
152	у рабле	6	3
153	в него	2	3
154	того что	1	3
155	в том	3	3
156	поэтому и	1	3
157	в качестве	2	3
158	конечно не	1	3
159	и чисто	4	3
160	и других	3	3
161	из них	3	3
162	всех сферах	1	3
163	для него	9	3
164	так как	6	3
165	у него	2	3
166	речь и	2	3
167	выходит за	1	3
168	именно в	6	3
169	в свою	1	3
170	романа в	1	3
171	смысла и	2	3
172	не было	4	3
173	более того	1	3
174	в истории	6	3
175	но оно	1	3
176	не были	2	3
177	как сказано	1	3
178	и там	1	3
179	есть как	1	3
180	по существу	2	3
181	с этой	1	3
182	в основном	5	3
183	форм и	2	3
184	формах и	2	3
185	лишь как	2	3
186	в большей	3	3
187	из существеннейших	1	3
188	хотя бы	1	3
189	одной из	2	3
190	с ними	1	3
191	в свое	4	3
192	но эти	3	3
193	например в	1	2
194	связана с	3	2
195	на самом	2	2
196	к своей	1	2
197	них как	1	2
198	в котором	1	2
199	оно было	1	2
200	мы уже	6	2
