N	2gram	Nazirov_Tv_1	Marksizm
1	может быть	5	26
2	и не	7	26
3	не может	4	24
4	и в	21	19
5	и его	6	19
6	таким образом	5	17
7	в этом	6	16
8	как бы	17	15
9	в процессе	1	14
10	прежде всего	4	13
11	как и	12	12
12	если мы	1	11
13	так и	2	11
14	связи с	1	11
15	самом деле	2	10
16	в нем	3	10
17	ни было	1	10
18	в самом	3	10
19	только в	5	9
20	для него	6	9
21	бы то	1	8
22	все же	5	8
23	не только	7	8
24	при этом	7	8
25	то ни	1	8
26	до сих	1	8
27	но и	3	8
28	сих пор	1	8
29	то что	8	8
30	во всех	1	7
31	в ее	1	7
32	но в	7	7
33	все эти	1	7
34	и те	1	7
35	то же	13	7
36	в каждом	3	7
37	а не	5	7
38	в связи	1	7
39	так же	3	7
40	в направлении	2	7
41	отнюдь не	5	6
42	кроме того	1	6
43	так сказать	2	6
44	и того	2	6
45	в разрезе	1	6
46	и здесь	1	6
47	настоящее время	2	6
48	в его	13	6
49	в том	7	6
50	с помощью	1	6
51	в основном	4	6
52	в смысле	1	6
53	в настоящее	1	6
54	другой стороны	1	6
55	того же	2	6
56	отличие от	2	5
57	по преимуществу	2	5
58	одного и	1	5
59	в отличие	2	5
60	не в	2	5
61	и все	6	5
62	этот вопрос	1	5
63	в конце	1	5
64	вовсе не	5	5
65	с другой	3	5
66	именно в	2	5
67	до конца	2	5
68	мы знаем	1	5
69	хотя бы	5	5
70	к этому	2	5
71	переход от	1	4
72	и на	7	4
73	как в	8	4
74	к одному	1	4
75	здесь мы	2	4
76	не будет	2	4
77	было бы	1	4
78	не столько	2	4
79	мысли и	4	4
80	не менее	6	4
81	по себе	1	4
82	в отношении	1	4
83	самого начала	3	4
84	в ней	2	4
85	с самого	3	4
86	язык в	1	4
87	еще не	1	4
88	только на	2	4
89	этой проблемы	2	4
90	далеко не	3	4
91	с этим	1	4
92	в данном	2	4
93	что же	1	4
94	вне его	1	4
95	форм и	1	4
96	тот же	2	4
97	а в	6	4
98	отношении к	1	4
99	жизни в	6	4
100	сказать что	2	4
101	что в	12	4
102	на самом	3	3
103	и есть	1	3
104	не имеют	4	3
105	действительности и	2	3
106	а как	2	3
107	в сущности	1	3
108	внутри этой	1	3
109	по отношению	1	3
110	в истории	1	3
111	целый ряд	1	3
112	и как	4	3
113	и к	1	3
114	в первом	2	3
115	в которой	3	3
116	но все	1	3
117	его в	1	3
118	он не	8	3
119	том что	11	3
120	места в	1	3
121	в своей	4	3
122	и ее	1	3
123	в котором	6	3
124	место в	3	3
125	в то	15	3
126	к этим	1	3
127	все без	1	3
128	для всего	1	3
129	не имеет	1	3
130	действительности но	1	3
131	же время	12	3
132	в области	1	3
133	не могут	1	3
134	же самое	1	3
135	не есть	1	3
136	и это	1	3
137	не существует	3	3
138	в дальнейшем	3	3
139	одного из	2	3
140	можно сказать	2	3
141	каких бы	2	3
142	конце концов	1	3
143	того что	3	3
144	одной из	4	3
145	нуждается в	1	3
146	в какой	1	3
147	и действительно	1	3
148	между тем	1	3
149	по законам	1	3
150	из них	2	3
151	в целях	1	3
152	не было	1	3
153	на этот	1	3
154	все это	10	3
155	xix века	6	3
156	нашу задачу	1	3
157	слова и	1	3
158	и от	4	3
159	мы должны	1	3
160	это и	3	3
161	говорили о	1	2
162	ту же	3	2
163	одним из	4	2
164	же как	1	2
165	связана с	1	2
166	мы уже	1	2
167	той же	3	2
168	и он	2	2
169	свою очередь	1	2
170	но при	1	2
171	в чем	2	2
172	одним словом	1	2
173	не все	1	2
174	в одной	2	2
175	как к	2	2
176	в своем	4	2
177	его к	1	2
178	в действительности	1	2
179	то в	2	2
180	друга в	1	2
181	бы и	1	2
182	формы в	1	2
183	в себе	2	2
184	как он	1	2
185	если он	1	2
186	тем не	2	2
187	он ни	3	2
188	первой части	3	2
189	человека в	6	2
190	что все	3	2
191	и с	3	2
192	на этой	1	2
193	действительности в	2	2
194	ни в	1	2
195	для них	1	2
196	от него	1	2
197	жизни но	1	2
198	на первый	1	2
199	имеет место	1	2
200	и диалектика	2	2
201	времени не	1	2
202	в философии	1	2
203	и более	1	2
204	тому что	1	2
205	эта мысль	1	2
206	в русской	5	2
207	что такое	1	2
208	в основе	2	2
209	одна из	2	2
210	эта ситуация	1	2
211	иными словами	2	2
212	как она	1	2
213	у нас	1	2
214	нет ни	2	2
215	могут быть	2	2
216	во все	1	2
217	является одним	2	2
218	к тому	2	2
219	темы и	1	2
220	она не	1	2
221	с ее	3	2
222	в виду	2	2
223	и та	2	2
224	они существуют	1	2
225	нет никакой	1	2
226	культуры и	1	2
227	никогда не	3	2
228	с первым	1	2
229	между собой	1	2
230	и даже	3	2
231	по мере	1	2
232	к языку	1	2
233	о том	6	2
234	этот момент	1	2
235	что и	2	2
236	в литературе	2	2
237	в двух	2	2
238	что он	6	2
239	в качестве	2	2
240	характерной для	1	2
241	это является	1	2
242	и других	3	2
243	глаза и	1	2
244	школы и	1	2
245	и их	1	2
246	так как	3	2
247	как раз	1	2
248	тем что	1	2
249	самом же	1	2
250	без всякой	1	2
251	степень их	1	2
252	что не	2	2
253	вот в	2	2
254	зависит от	2	2
255	есть лишь	1	2
256	в частности	2	2
257	установкой на	1	2
258	для всех	1	2
259	и этот	1	2
260	его концепции	1	2
261	в первой	2	2
262	с этой	1	2
263	в эти	1	2
264	или в	2	2
265	с установкой	1	2
266	же деле	1	2
267	в свою	7	2
268	но если	3	2
269	в романе	10	2
270	на смену	2	2
271	не знает	2	2
272	к его	1	2
273	отношению к	1	2
274	же и	2	2
275	вся история	2	2
276	жизни и	3	2
277	к этой	1	2
278	в своих	5	2
279	именно здесь	1	2
280	в таком	1	2
281	от этой	1	1
282	также и	1	1
283	этом она	1	1
284	через которые	1	1
285	отметим что	1	1
286	проблемы в	2	1
287	не что	1	1
288	на историю	1	1
289	от своей	1	1
290	мировоззрения и	2	1
291	и до	1	1
292	этого в	1	1
293	исходит из	1	1
294	оно было	1	1
295	его не	1	1
296	из всех	4	1
297	субъективное переживание	2	1
298	бы что	1	1
299	среды и	3	1
300	индивидуален и	1	1
301	говорить о	1	1
302	принадлежит к	1	1
303	философия жизни	1	1
304	становится объектом	1	1
305	в целом	4	1
306	жизни это	1	1
307	и самого	1	1
308	он сам	6	1
309	столь же	1	1
310	с его	11	1
311	чуть ли	1	1
312	иного рода	1	1
313	совсем не	1	1
314	в голове	1	1
315	со всеми	3	1
316	морали и	1	1
317	а и	1	1
318	то такой	1	1
319	и будет	2	1
320	как говорит	1	1
321	более и	1	1
322	это был	1	1
323	хотя и	3	1
324	и наконец	2	1
325	это тоже	1	1
326	этой цели	1	1
327	искусство и	1	1
328	добро и	1	1
329	или иную	1	1
330	для которого	1	1
331	со своей	1	1
332	лежит на	1	1
333	та же	4	1
334	что это	1	1
335	вовсе нет	1	1
336	деле этот	1	1
337	в этой	5	1
338	в известном	1	1
339	не вошли	1	1
340	в интересах	1	1
341	эпохи и	1	1
342	вследствие этого	1	1
343	и если	1	1
344	все другие	1	1
345	а просто	1	1
346	перестает быть	1	1
347	этих основных	1	1
348	всех этих	1	1
349	не значит	1	1
350	и вот	1	1
351	в россии	3	1
352	у пушкина	2	1
353	в плане	1	1
354	как от	1	1
355	способен на	1	1
356	и по	3	1
357	в образе	1	1
358	человек с	1	1
359	в нее	1	1
360	его до	1	1
361	подход к	1	1
362	укладываются в	1	1
363	этого вопроса	1	1
364	же не	1	1
365	значение в	1	1
366	и энгельса	1	1
367	в школе	1	1
368	а по	2	1
369	на все	1	1
370	это не	4	1
371	то все	1	1
372	лишь на	1	1
373	и тем	2	1
374	за ней	1	1
375	в душах	1	1
376	с тем	1	1
377	одна и	1	1
378	лишних людей	1	1
379	отказаться от	2	1
380	смысле с	1	1
381	еще в	2	1
382	в один	2	1
383	в других	1	1
