N	3gram	Voloshinov_1	SlovoVZh
1	не может быть	3	7
2	можно сказать что	3	5
3	дело в том	1	4
4	в том что	1	4
5	бы то ни	1	3
6	этой точки зрения	1	3
7	до сих пор	3	3
8	то ни было	1	3
9	смысл и значение	1	2
10	зависит от того	1	2
11	имеем в виду	1	2
12	на самом деле	4	2
13	то же самое	1	2
14	с точки зрения	6	2
15	конечно не может	1	2
16	мы можем сказать	2	2
17	но отнюдь не	2	2
18	лежит на границе	1	2
19	в каком отношении	1	2
20	в данном случае	1	2
21	с одной стороны	1	2
22	каких бы то	1	1
23	и в этом	2	1
24	в чем не	3	1
25	само нуждается в	1	1
26	только и делает	1	1
27	имеем дело с	1	1
28	на это мы	1	1
29	на один шаг	1	1
30	протяжении всей жизни	2	1
31	бы оно ни	1	1
32	уже не может	1	1
33	во всяком случае	3	1
34	одна и та	1	1
35	и она не	1	1
36	в самом деле	2	1
37	совершенно своеобразно и	1	1
38	в этом смысле	3	1
39	нам кажется что	2	1
40	нуждается в особом	1	1
41	самом деле в	1	1
42	как это делает	1	1
43	же как и	1	1
44	герой нашего времени	1	1
45	в нем и	1	1
46	и таким образом	1	1
47	можно определить как	2	1
48	оно ни было	1	1
49	ни в чем	3	1
50	в особом объяснении	1	1
51	ни в коем	1	1
52	на ранних ступенях	2	1
53	таким образом к	1	1
54	в них и	1	1
55	и та же	1	1
56	и др и	1	1
57	о том что	2	1
58	в этом отношении	1	1
59	но несмотря на	1	1
60	по аналогии с	2	1
61	с самого начала	4	1
62	то что я	1	1
63	в конечном счете	2	1
64	несмотря на это	1	1
65	и прежде всего	1	1
66	можно было бы	1	1
67	подобно тому как	1	1
68	мы имеем в	1	1
69	даже тогда когда	1	1
70	на протяжении всей	2	1
71	со всех сторон	1	1
72	может быть только	1	1
73	по крайней мере	3	1
74	в коем случае	1	1
75	в каком направлении	1	1
76	тесной зависимости от	1	1
77	так же как	2	1
78	каком направлении может	1	1
79	того в каком	1	1
80	мы увидим что	1	1
81	коем случае нельзя	1	1
82	в высшей степени	1	1
