N	2gram	Voloshinov_1	Komedia
1	и в	13	22
2	и не	8	21
3	том что	2	13
4	таким образом	6	12
5	в том	2	12
6	так как	3	11
7	потому что	1	10
8	в самом	2	9
9	вместе с	1	9
10	в этом	2	8
11	его в	1	8
12	в своем	1	8
13	если бы	2	8
14	в его	7	8
15	что он	1	8
16	едва ли	1	7
17	то же	4	7
18	при этом	2	7
19	об этом	1	7
20	в конце	1	7
21	только что	1	7
22	а в	2	7
23	того же	1	6
24	самом деле	3	6
25	еще не	1	6
26	в то	1	6
27	и его	12	6
28	к тому	2	6
29	того чтобы	1	6
30	и что	1	6
31	для того	1	6
32	может быть	8	6
33	к этому	1	6
34	отношение к	1	5
35	но в	4	5
36	не только	6	5
37	в своей	4	5
38	в которых	1	5
39	то это	1	5
40	не менее	2	5
41	же время	1	5
42	связи с	1	5
43	к нему	1	5
44	что в	3	5
45	по отношению	3	5
46	тем что	2	5
47	прежде всего	9	5
48	как это	1	5
49	все это	4	5
50	на себя	1	4
51	в ней	2	4
52	с другой	2	4
53	тут же	1	4
54	нет и	1	4
55	и речи	1	4
56	отнюдь не	1	4
57	все же	5	4
58	то что	6	4
59	что к	1	4
60	в себе	3	4
61	что она	1	4
62	несмотря на	2	4
63	точки зрения	7	4
64	не в	3	4
65	в отношении	2	4
66	самого начала	2	4
67	и здесь	1	4
68	с самого	2	4
69	так и	3	4
70	здесь нет	1	4
71	с помощью	2	4
72	вовсе не	2	4
73	само собой	1	4
74	но и	3	4
75	до конца	1	4
76	а не	2	4
77	в связи	2	4
78	не является	4	4
79	и для	3	4
80	бы в	2	4
81	тем более	1	4
82	хотя бы	5	4
83	так же	2	4
84	который в	1	3
85	говорить о	3	3
86	из того	1	3
87	столь же	1	3
88	с его	1	3
89	в ее	3	3
90	с этим	3	3
91	и к	2	3
92	в которой	3	3
93	в этой	1	3
94	и тот	1	3
95	на то	1	3
96	в нем	2	3
97	было бы	4	3
98	в них	2	3
99	все равно	1	3
100	далеко не	1	3
101	как и	3	3
102	но если	1	3
103	себе в	1	3
104	с точки	5	3
105	тем не	1	3
106	их в	1	3
107	не имеет	2	3
108	никогда не	3	3
109	же самое	1	3
110	должно было	1	3
111	не зная	1	3
112	тех пор	4	3
113	в двух	4	3
114	одной из	1	3
115	с одной	2	3
116	в начале	1	3
117	мы можем	4	3
118	отношению к	3	3
119	один из	1	3
120	если не	1	3
121	не может	8	3
122	конечно не	1	3
123	одной стороны	2	3
124	в течение	2	3
125	как бы	6	3
126	с этой	2	3
127	в целом	2	3
128	до тех	4	3
129	не знает	1	3
130	человека и	1	2
131	здесь и	1	2
132	г в	3	2
133	мы не	4	2
134	представление о	1	2
135	не совсем	1	2
136	и он	1	2
137	но при	1	2
138	он говорит	1	2
139	конечном счете	1	2
140	отличие от	1	2
141	за пределы	3	2
142	что они	2	2
143	как в	2	2
144	что касается	1	2
145	правда он	1	2
146	не приходится	1	2
147	если он	1	2
148	и если	1	2
149	состоит в	1	2
150	людей и	1	2
151	в мире	1	2
152	а как	2	2
153	еще одно	1	2
154	не мог	2	2
155	мало что	1	2
156	которую он	1	2
157	в г	2	2
158	в их	3	2
159	в одном	3	2
160	что эта	2	2
161	тому что	1	2
162	вплоть до	1	2
163	в основе	1	2
164	бы по	1	2
165	в области	2	2
166	одним из	1	2
167	он называет	1	2
168	ли не	1	2
169	и это	1	2
170	и о	1	2
171	в виду	1	2
172	роль в	2	2
173	в образе	1	2
174	можно было	1	2
175	разумеется что	2	2
176	в эпоху	1	2
177	а также	2	2
178	в другом	2	2
179	в конечном	1	2
180	между тем	2	2
181	нуждается в	2	2
182	все время	1	2
183	как из	1	2
184	не как	3	2
185	тот же	2	2
186	и ее	2	2
187	же автора	1	2
188	уже в	2	2
189	до того	1	2
190	этом отношении	1	2
191	собой разумеется	1	2
192	себя и	1	2
193	не было	1	2
194	а на	1	2
195	что мы	1	2
196	он и	1	2
197	и особенно	1	2
198	его на	2	2
199	в пределах	3	2
200	для понимания	1	2
201	нет ничего	2	2
202	и все	3	2
203	другой стороны	2	2
204	равно как	1	2
205	в своих	2	2
206	и наиболее	2	1
207	формы и	1	1
208	не думает	1	1
209	например в	1	1
210	поэтической речи	3	1
211	за которым	1	1
212	к другому	1	1
213	подробно на	1	1
214	и до	1	1
215	особенно часто	1	1
216	в зависимости	2	1
217	мы имеем	1	1
218	вопрос о	1	1
219	ему в	1	1
220	если говорить	1	1
221	зависимости от	2	1
222	все эти	2	1
