N	3gram	Bakhtin_Fr_6	TeoriaLi
1	по отношению к	1	8
2	в том что	2	6
3	то же время	5	6
4	в то же	5	6
5	в данном случае	2	5
6	более или менее	1	4
7	с другой стороны	2	3
8	можно сказать что	1	3
9	той или иной	1	3
10	и того же	1	2
11	с точки зрения	2	2
12	с одной стороны	4	2
13	а с другой	1	2
14	одного и того	1	2
15	не может быть	1	2
16	том что в	1	1
17	в той или	1	1
18	есть как бы	1	1
19	дело в том	1	1
20	только в искусстве	1	1
21	существенное значение в	1	1
22	в настоящее время	1	1
23	никак не может	2	1
24	со всех сторон	1	1
25	в одной из	1	1
26	и др так	1	1
27	или иной мере	1	1
28	в целом ряде	1	1
29	только то что	1	1
30	из того что	1	1
31	между собой и	1	1
32	в основе своей	1	1
33	и др в	1	1
34	именно в этом	1	1
35	бы в точке	1	1
36	как раз в	1	1
37	до известной степени	1	1
38	в значительной степени	1	1
39	не совпадает с	1	1
40	между вещами и	1	1
41	в первом случае	3	1
42	и строго отграниченная	1	1
43	и по отношению	1	1
44	и в этой	1	1
45	и как бы	1	1
46	нового времени в	1	1
47	в связи с	1	1
48	в первой главе	1	1
49	как бы в	1	1
50	а в ее	1	1
51	в следующей главе	6	1
52	в то время	1	1
53	пространственных и временных	1	1
54	во внешнем мире	1	1
55	о том что	5	1
56	в себе самом	1	1
57	и прежде всего	2	1
58	но в то	1	1
59	в большинстве случаев	4	1
60	та или иная	1	1
61	для того чтобы	1	1
62	том что он	1	1
63	человека и его	1	1
