N	2gram	Losev_Vlad_2	Formalny
1	и в	30	38
2	в этом	20	27
3	может быть	7	23
4	и его	6	21
5	таким образом	3	20
6	и не	18	20
7	в самом	2	16
8	не в	9	15
9	прежде всего	6	15
10	и т	1	14
11	не может	9	14
12	в нем	4	13
13	связи с	8	13
14	но и	8	13
15	с его	4	11
16	с тем	2	11
17	в том	18	11
18	вовсе не	4	11
19	в его	11	10
20	в связи	8	10
21	не только	12	9
22	при этом	5	9
23	и с	14	9
24	как и	5	9
25	т п	1	9
26	самом деле	1	8
27	все же	9	8
28	точки зрения	7	8
29	так и	5	8
30	что и	3	8
31	тем что	1	8
32	как мы	11	7
33	лишь в	1	7
34	по себе	5	7
35	для него	9	7
36	в своей	5	7
37	с точки	3	7
38	язык и	1	7
39	во втором	1	7
40	уже не	3	7
41	этом отношении	1	7
42	не могут	1	7
43	по существу	3	7
44	что в	12	7
45	и ее	1	6
46	в ней	4	6
47	все эти	5	6
48	в этой	4	6
49	то же	4	6
50	было бы	9	6
51	он не	4	6
52	в их	2	6
53	для понимания	1	6
54	только в	6	6
55	то что	20	6
56	не было	10	6
57	вместе с	8	6
58	а не	7	6
59	как раз	1	6
60	в результате	5	6
61	хотя бы	3	6
62	а в	11	6
63	по преимуществу	1	5
64	в первый	1	5
65	говорить о	1	5
66	во всех	3	5
67	в общем	2	5
68	т д	1	5
69	в то	9	5
70	же время	3	5
71	ни о	1	5
72	если бы	1	5
73	сводится к	1	5
74	и должно	1	5
75	говорит в	1	5
76	что он	13	5
77	всяком случае	6	5
78	если мы	1	5
79	именно в	4	5
80	с этим	5	5
81	что же	8	5
82	и для	3	5
83	еще более	3	5
84	во всяком	6	5
85	высшей степени	1	4
86	в сущности	2	4
87	литературы и	1	4
88	что они	1	4
89	независимо от	1	4
90	как в	3	4
91	и наконец	4	4
92	и к	6	4
93	в статье	2	4
94	его от	1	4
95	от нее	1	4
96	в высшей	1	4
97	и поэтического	1	4
98	мы видели	2	4
99	не столько	3	4
100	раз и	2	4
101	как о	1	4
102	ничего не	2	4
103	к тому	2	4
104	здесь не	4	4
105	в дальнейшем	5	4
106	в теории	2	4
107	но в	8	4
108	чем он	1	4
109	языка у	1	4
110	что не	2	4
111	из них	1	4
112	так как	5	4
113	не о	2	4
114	даже и	3	4
115	и даже	10	4
116	как бы	5	4
117	известной степени	1	4
118	к этому	6	4
119	они не	1	4
120	например в	1	3
121	и отчасти	1	3
122	сам по	2	3
123	и до	2	3
124	а как	1	3
125	мы не	2	3
126	то это	4	3
127	и на	4	3
128	если в	1	3
129	чем же	1	3
130	как к	2	3
131	хотя и	6	3
132	и как	3	3
133	что это	4	3
134	в целом	4	3
135	из этих	3	3
136	только на	1	3
137	так сказать	1	3
138	время и	1	3
139	всех этих	3	3
140	главным образом	1	3
141	и может	2	3
142	его в	4	3
143	это было	4	3
144	для них	1	3
145	он и	3	3
146	такой же	1	3
147	следует что	1	3
148	место в	1	3
149	до известной	1	3
150	только и	3	3
151	следует отметить	1	3
152	в области	3	3
153	но все	2	3
154	не есть	4	3
155	можно и	2	3
156	своего развития	1	3
157	того чтобы	2	3
158	так в	1	3
159	особенно в	1	3
160	по теории	1	3
161	все дело	1	3
162	и здесь	1	3
163	к нему	2	3
164	того что	5	3
165	в какой	1	3
166	то и	1	3
167	менее всего	1	3
168	мы знаем	4	3
169	и их	1	3
170	каждый из	1	3
171	для того	2	3
172	и прежде	2	3
173	и др	1	3
174	не то	3	3
175	быть и	1	3
176	все это	5	3
177	и все	7	3
178	была бы	1	3
179	жизни и	6	3
180	можно говорить	3	2
181	еще можно	1	2
182	в такой	1	2
183	и то	5	2
184	между двумя	1	2
185	едва ли	3	2
186	был и	3	2
187	было и	1	2
188	его не	2	2
189	ясности и	1	2
190	этой статье	1	2
191	это время	4	2
192	он был	6	2
193	первый план	2	2
194	и л	1	2
195	совсем не	4	2
196	но не	3	2
197	но как	1	2
198	а только	1	2
199	отношение к	4	2
200	он пишет	2	2
201	нужно понимать	2	2
202	если действительно	1	2
203	отличие от	3	2
204	что именно	1	2
205	перед нами	1	2
206	кроме того	9	2
207	то в	5	2
208	со своей	2	2
209	та же	1	2
210	в которой	4	2
211	уже в	3	2
212	он в	1	2
213	же это	2	2
214	не к	1	2
215	и философской	1	2
216	или вовсе	1	2
217	и по	2	2
218	на этом	2	2
219	то ни	1	2
220	для нее	1	2
221	должен был	3	2
222	и тем	1	2
223	ни в	7	2
224	от него	1	2
225	должно быть	3	2
226	слишком часто	1	2
227	лучше всего	1	2
228	том что	12	2
229	на первый	2	2
230	нужно было	1	2
231	в этих	4	2
232	не так	1	2
233	во второй	2	2
234	представление о	1	2
235	в отличие	3	2
236	их в	2	2
237	не могли	3	2
238	для этого	1	2
239	даже в	2	2
240	она не	2	2
241	с теми	1	2
242	самого начала	1	2
243	не имеет	2	2
244	никогда не	7	2
245	на котором	2	2
246	правда в	2	2
247	этих двух	1	2
248	и лишь	1	2
249	наоборот он	1	2
250	есть только	1	2
251	произведений в	1	2
252	и это	3	2
253	тем и	1	2
254	и о	4	2
255	в в	1	2
256	ни стало	1	2
257	и от	2	2
258	с самого	1	2
259	и совершенно	1	2
260	времени и	1	2
261	сам он	1	2
262	с ним	5	2
263	в виду	2	2
264	и нужно	2	2
265	произведения как	1	2
266	борьба с	2	2
267	это не	2	2
268	если это	1	2
269	этих элементов	1	2
270	этом смысле	1	2
271	этот вопрос	1	2
272	здесь с	1	2
273	по этому	1	2
274	не будет	1	2
275	потому что	9	2
276	в качестве	1	2
277	же и	2	2
278	с нею	1	2
279	или даже	1	2
280	при помощи	1	2
281	и других	1	2
282	характерно что	1	2
283	в котором	5	2
284	в конце	13	2
285	не просто	1	2
286	смысла и	1	2
287	имеет значение	1	2
288	со стороны	4	2
289	даже не	1	2
290	а именно	6	2
291	в каких	2	2
292	между ними	1	2
293	что для	2	2
294	его из	1	2
295	до конца	7	2
296	ничем не	1	2
297	конце концов	3	2
298	его как	1	2
299	и многие	1	2
300	все более	1	2
301	ни на	1	2
302	к его	2	2
303	как это	7	2
304	в той	2	2
305	перехода от	1	2
306	в тех	1	2
307	из этого	5	2
308	как например	1	2
309	является для	1	2
310	но это	4	2
311	в чем	2	2
312	отца с	1	2
313	а к	2	2
314	от всякого	1	2
315	в целях	1	2
316	сказать что	11	2
317	от всех	1	2
318	равно как	1	2
319	какой мере	1	2
320	ее в	1	2
321	и другие	1	2
322	именно здесь	1	2
323	в таком	3	2
324	как известно	1	1
325	от этой	1	1
326	говоря о	3	1
327	до него	1	1
328	и хотя	2	1
329	того же	5	1
330	и без	1	1
331	но тогда	1	1
332	но тем	2	1
333	нам кажется	3	1
334	в чисто	2	1
335	из его	2	1
336	некоторых теоретических	1	1
337	собственном смысле	1	1
338	и больше	3	1
339	и этот	1	1
340	поэзии и	1	1
341	той же	4	1
342	есть не	1	1
343	могла быть	1	1
344	мы имеем	1	1
