N	3gram	Vygotskiy__3	Literetu
1	в том что	17	11
2	так или иначе	1	8
3	состоит в том	3	5
4	в отличие от	6	5
5	в данном случае	1	4
6	не только в	1	4
7	в связи с	5	4
8	по аналогии с	1	3
9	с этой точки	2	3
10	не сводится к	1	3
11	этой точки зрения	2	3
12	по отношению к	2	2
13	подобно тому как	1	2
14	с точки зрения	1	2
15	только в том	2	2
16	в этом отношении	3	2
17	из того что	1	2
18	все же в	2	2
19	и то что	2	2
20	ту или иную	1	2
21	в виду не	1	2
22	с одной стороны	5	2
23	во всяком случае	4	2
24	в целом но	1	2
25	о том что	3	2
26	тем не менее	5	2
27	в другом месте	1	1
28	не в состоянии	1	1
29	том что при	1	1
30	только потому что	2	1
31	другой стороны он	1	1
32	в последнее время	3	1
33	а отнюдь не	1	1
34	мы никогда не	2	1
35	теми или иными	2	1
36	одним и тем	1	1
37	что перед нами	3	1
38	на то что	3	1
39	во многих случаях	1	1
40	решающую роль в	1	1
41	но в силу	1	1
42	никогда не можем	1	1
43	в зависимости от	5	1
44	по отношению ко	1	1
45	бы то ни	1	1
46	между тем как	1	1
47	к тому чтобы	1	1
48	можно было бы	5	1
49	том или ином	1	1
50	могли бы быть	1	1
51	тот или иной	1	1
52	он не мог	1	1
53	по этому поводу	1	1
54	того что они	3	1
55	не приводит к	2	1
56	в значительной степени	1	1
57	а как бы	1	1
58	которые могли бы	1	1
59	восприятия а как	1	1
60	и тем же	1	1
61	и в этом	2	1
62	с тем же	1	1
63	а с другой	3	1
64	все более и	1	1
65	но только в	1	1
66	в этом и	2	1
67	с другой стороны	3	1
68	не может быть	2	1
69	не мог бы	3	1
70	ничего общего с	1	1
71	всяком случае в	1	1
72	того же слова	1	1
73	в свою очередь	2	1
74	и того же	4	1
75	до сих пор	1	1
76	с самого начала	6	1
77	более и более	1	1
78	то ни было	1	1
79	не выходит за	1	1
80	себе как бы	1	1
81	одного и того	4	1
82	идя по этому	1	1
83	в том числе	1	1
84	здесь как и	1	1
85	что он в	1	1
86	но по своей	1	1
87	с такой же	1	1
