N	3gram	Propp_Isto_7	slovoVRo
1	и т п	1	33
2	не может быть	3	15
3	в этом случае	1	6
4	с одной стороны	4	5
5	в большинстве случаев	1	5
6	по отношению к	1	4
7	в зависимости от	1	4
8	но все же	2	4
9	в том что	4	4
10	с точки зрения	1	3
11	сама по себе	1	3
12	так и в	2	3
13	более или менее	1	2
14	и в особенности	1	2
15	до сих пор	2	2
16	у него нет	1	2
17	не только в	5	2
18	во франции в	1	2
19	в связи с	1	2
20	как мы уже	1	2
21	и т д	16	2
22	даже там где	2	1
23	и может быть	1	1
24	хотя и не	1	1
25	и не в	1	1
26	от него и	1	1
27	и как он	1	1
28	а не с	1	1
29	в этих случаях	10	1
30	для наших целей	1	1
31	уже не в	1	1
32	он не только	1	1
33	дело не только	1	1
34	из самых распространенных	1	1
35	создает благоприятную почву	1	1
36	благоприятную почву для	1	1
37	но все это	1	1
38	говорит о том	1	1
39	связанные с этим	1	1
40	не можем здесь	1	1
41	но и в	2	1
42	того что говорят	1	1
43	если он остается	1	1
44	именно так как	1	1
45	можем здесь входить	1	1
46	конечно не в	1	1
47	что он не	1	1
48	при этом на	1	1
49	таким образом на	1	1
50	а не в	1	1
51	с другой стороны	8	1
52	мы видели что	1	1
53	тем не менее	4	1
54	человек и т	1	1
55	о том что	5	1
56	а в том	2	1
57	во всех этих	6	1
58	не в качестве	1	1
59	мы не можем	2	1
60	как и в	2	1
61	до xix века	1	1
62	одна из форм	1	1
63	зависимости от эпохи	1	1
64	не может и	1	1
65	в них не	1	1
66	всех этих случаях	6	1
67	все это не	1	1
68	она не может	1	1
69	мы увидим что	2	1
70	как мы видели	1	1
