N	3gram	Vygotskiy__1	TeoriaLi
1	в отличие от	3	7
2	в том что	9	6
3	состоит в том	2	4
4	более или менее	2	4
5	в конечном счете	3	4
6	с другой стороны	5	3
7	тем не менее	2	3
8	можно сказать что	1	3
9	в свою очередь	1	3
10	в этом смысле	2	3
11	и того же	1	2
12	мы имеем дело	1	2
13	с точки зрения	2	2
14	с одной стороны	5	2
15	и то же	1	2
16	одно и то	1	2
17	что они хотят	1	2
18	не только не	3	2
19	одного и того	1	2
20	тех или иных	2	2
21	сама по себе	2	2
22	не может быть	8	2
23	как и в	4	2
24	но прежде всего	1	1
25	и в сущности	1	1
26	который может быть	1	1
27	мы видим в	1	1
28	к автору и	1	1
29	этой точки зрения	5	1
30	есть как бы	1	1
31	дело в том	1	1
32	коем случае не	1	1
33	подобно тому как	5	1
34	в настоящее время	2	1
35	может быть признано	1	1
36	в том числе	1	1
37	никак не может	2	1
38	роль в лирическом	1	1
39	и состоит чтобы	1	1
40	что он должен	1	1
41	в таком случае	2	1
42	в целом ряде	2	1
43	ни в коем	1	1
44	только то что	1	1
45	в области искусства	2	1
46	том числе и	1	1
47	точно так же	3	1
48	во всей его	1	1
49	в основе своей	1	1
50	в коем случае	1	1
51	то или иное	2	1
52	в том случае	2	1
53	том случае если	1	1
54	том и состоит	2	1
55	едва ли не	1	1
56	и не дает	1	1
57	не принадлежит к	1	1
58	в первом случае	1	1
59	в художественном произведении	3	1
60	и не быть	1	1
61	в себя и	1	1
62	в известном смысле	1	1
63	в произведении искусства	2	1
64	не могут быть	1	1
65	в евгении онегине	2	1
66	это имеет место	1	1
67	в связи с	1	1
68	эстетических отношений и	1	1
69	делает то что	2	1
70	так же точно	3	1
71	как бы в	1	1
72	так же как	4	1
73	себе а в	1	1
74	тем или иным	2	1
75	только о том	1	1
76	на вопрос о	1	1
77	его чувства и	1	1
78	в то время	5	1
79	а в том	2	1
80	только при условии	1	1
81	что даже в	1	1
82	искусство в том	1	1
83	с этой точки	4	1
84	это и есть	1	1
85	а не ее	1	1
86	не принадлежат к	1	1
87	о том что	7	1
88	эта внутренняя форма	2	1
89	включает в себя	1	1
90	именно потому что	1	1
91	ту или иную	1	1
92	что все люди	1	1
93	всякое произведение искусства	2	1
94	мере в какой	1	1
95	больше и больше	1	1
96	та или иная	1	1
97	в том и	2	1
98	той мере в	1	1
99	в той мере	1	1
100	дело не в	1	1
101	для того чтобы	5	1
102	том что он	1	1
103	же точно и	1	1
104	к тому же	1	1
105	по себе а	2	1
106	принципиальное различие между	1	1
107	он не только	2	1
108	подход к изучению	1	1
109	к изучению искусства	1	1
