N	2gram	Bakhtin_fo_1	StatiiOP
1	и в	50	25
2	в этом	25	24
3	в том	9	20
4	что он	1	19
5	может быть	11	19
6	тем что	2	19
7	что в	5	19
8	что это	1	16
9	том что	4	15
10	в этой	1	14
11	не только	9	12
12	в его	13	12
13	то что	6	12
14	в этих	3	11
15	так что	1	11
16	таким образом	11	10
17	прежде всего	15	10
18	и не	14	10
19	у него	6	9
20	но и	8	9
21	и т	8	8
22	все это	4	8
23	о том	1	8
24	это было	1	8
25	в своих	1	8
26	с этим	6	7
27	это не	6	7
28	было бы	2	7
29	в то	9	7
30	не может	6	7
31	что касается	1	7
32	точки зрения	5	7
33	место в	2	6
34	и на	8	6
35	как в	6	6
36	из этих	1	6
37	не в	5	6
38	в трагедии	2	6
39	только в	4	6
40	т п	8	6
41	в конце	9	6
42	как бы	2	6
43	а в	3	6
44	то же	11	5
45	независимо от	1	5
46	но в	10	5
47	на то	1	5
48	он не	5	5
49	об этом	2	5
50	на почве	2	5
51	ни в	8	5
52	мы имеем	1	5
53	в котором	4	5
54	потому что	4	5
55	и это	4	5
56	так и	12	5
57	в них	4	5
58	с другой	2	5
59	а не	3	5
60	того что	2	5
61	например в	6	4
62	в которой	2	4
63	время как	5	4
64	из которых	1	4
65	в чем	2	4
66	точка зрения	1	4
67	в центре	2	4
68	все же	6	4
69	не было	7	4
70	и к	2	4
71	в целом	2	4
72	в каждом	1	4
73	мировой литературе	2	4
74	лишь в	6	4
75	на протяжении	1	4
76	в жизни	6	4
77	с тем	3	4
78	как и	8	4
79	в эту	1	4
80	а как	3	4
81	у нас	1	4
82	с точки	2	4
83	ничего не	9	4
84	к ней	2	4
85	этом отношении	3	4
86	в каком	2	4
87	связана с	1	4
88	отличается от	1	4
89	в ней	4	4
90	и с	4	4
91	если бы	5	4
92	а также	2	4
93	мы видим	3	4
94	всего в	1	4
95	в качестве	3	4
96	и др	9	4
97	в начале	3	4
98	всяком случае	1	4
99	отношение к	2	4
100	то время	4	4
101	в особенности	9	4
102	действующих лиц	1	4
103	в течение	2	4
104	и для	4	4
105	в отдельных	1	4
106	сказать что	3	4
107	была бы	2	4
108	в своей	2	4
109	можно назвать	2	4
110	во всяком	3	4
111	я и	1	3
112	он был	1	3
113	трудно найти	1	3
114	с его	9	3
115	своего рода	1	3
116	кроме того	4	3
117	и наконец	1	3
118	все эти	9	3
119	всех этих	5	3
120	что этот	1	3
121	в другом	1	3
122	нет в	2	3
123	о которых	1	3
124	попадает в	2	3
125	нет никакого	1	3
126	в их	6	3
127	но он	2	3
128	и более	1	3
129	во время	1	3
130	же время	9	3
131	это слово	1	3
132	связи с	6	3
133	и здесь	1	3
134	что все	2	3
135	в словах	1	3
136	по этому	1	3
137	у которого	1	3
138	и его	16	3
139	тесно связана	1	3
140	уже не	2	3
141	уже в	2	3
142	для него	2	3
143	так как	6	3
144	в некоторых	2	3
145	как раз	13	3
146	не является	2	3
147	связан с	1	3
148	одной стороны	2	3
149	до конца	4	3
150	с которым	1	3
151	что мы	2	3
152	бы совершенно	2	3
153	в связи	5	3
154	между прочим	1	3
155	в мировой	2	3
156	тем более	1	3
157	все они	1	3
158	к этому	3	3
159	это произведение	1	3
160	xvii века	2	2
161	самом деле	1	2
162	он может	1	2
