N	3gram	Vygotskiy__3	Literetu
1	не может быть	1	7
2	с одной стороны	5	6
3	в том что	11	5
4	состоит в том	1	4
5	с другой стороны	5	4
6	с точки зрения	9	3
7	в этом отношении	1	3
8	в данном случае	2	3
9	в том чтобы	1	3
10	речь идет о	3	3
11	о том что	3	2
12	подобно тому как	1	2
13	и т п	5	2
14	одно и то	2	2
15	и то же	2	2
16	в разговоре с	1	2
17	не так как	1	2
18	и в сущности	1	1
19	такой же мере	1	1
20	то с другой	1	1
21	но и не	1	1
22	в русской поэзии	2	1
23	то же самое	8	1
24	в зависимость от	1	1
25	и в полном	1	1
26	он не может	1	1
27	на себя как	1	1
28	еще при жизни	1	1
29	вместе с тем	2	1
30	что он не	1	1
31	в отличие от	1	1
32	только то что	2	1
33	в сущности говоря	7	1
34	можно было бы	1	1
35	в основе своей	1	1
36	с этой точки	1	1
37	и то что	3	1
38	в себя и	1	1
39	что едва ли	1	1
40	не только как	1	1
41	в такой же	1	1
42	не в том	2	1
43	я не могу	2	1
44	в целом ряде	1	1
45	все то что	6	1
46	с тем чтобы	1	1
47	кто из них	1	1
48	не мог бы	1	1
49	этой точки зрения	1	1
50	а в том	1	1
51	мы не можем	2	1
52	имел в виду	1	1
53	в свою очередь	2	1
54	что в ней	1	1
55	на самом деле	2	1
56	в жизни а	1	1
57	жизни а не	1	1
58	не только не	1	1
59	о мире и	1	1
60	так как у	1	1
61	есть не более	1	1
62	с другой из	1	1
63	нет у нас	1	1
64	а с другой	1	1
65	к тому что	2	1
66	вовсе не является	1	1
67	для того чтобы	8	1
68	в стихах и	1	1
69	как мы видели	2	1
