N	3gram	Vinokur_St_2	Marksizm
1	с точки зрения	2	20
2	в самом деле	2	9
3	до сих пор	5	8
4	бы то ни	2	8
5	то ни было	2	8
6	в связи с	1	7
7	в настоящее время	1	6
8	в отличие от	2	5
9	одни и те	1	5
10	с другой стороны	3	5
11	и те же	1	5
12	с самого начала	3	4
13	в отношении к	1	4
14	в этом случае	1	3
15	в этом отношении	9	3
16	на этот вопрос	1	3
17	и пр в	1	3
18	в высшей степени	1	3
19	в конце концов	1	3
20	каких бы то	1	3
21	то же время	1	3
22	но все же	2	3
23	в то же	1	3
24	для того чтобы	5	3
25	в том что	16	3
26	в чем же	1	2
27	в том числе	1	2
28	так же как	3	2
29	себе отчет в	1	2
30	во всяком случае	3	2
31	вопрос о том	3	2
32	по отношению к	1	2
33	совершенно независимо от	1	2
34	в свою очередь	1	2
35	в этом вопросе	1	2
36	в этом смысле	1	2
37	тем не менее	2	2
38	свое выражение в	2	2
39	ничего общего с	1	2
40	но кроме того	1	1
41	о том каким	1	1
42	точка зрения на	1	1
43	пр но и	1	1
44	с громадным трудом	1	1
45	и пр но	1	1
46	одним и тем	1	1
47	между прочим и	1	1
48	и для самого	1	1
49	с их точки	1	1
50	том что он	5	1
51	а между тем	1	1
52	как бы ни	1	1
53	с этим не	1	1
54	что же касается	1	1
55	их точки зрения	1	1
56	в одной из	2	1
57	бы ни была	1	1
58	сами по себе	2	1
59	в котором мы	1	1
60	совершенно так же	2	1
61	быть не могло	1	1
62	почти ничего не	1	1
63	так или иначе	1	1
64	что почти все	1	1
65	в значительной степени	2	1
66	и тем же	1	1
67	иначе и быть	1	1
68	все это и	1	1
69	следует сказать что	1	1
70	слово должно было	1	1
71	тем что в	1	1
72	вместо того чтобы	1	1
73	духе как он	1	1
74	более или менее	2	1
75	таким образом в	1	1
76	так и в	2	1
77	что и для	1	1
78	с тем что	2	1
79	не только не	2	1
80	не могло в	1	1
81	ни о каком	1	1
82	и в результате	1	1
83	в данном отношении	1	1
84	и быть не	1	1
85	к тому что	5	1
86	тем же языком	1	1
87	и вся история	1	1
88	на самом деле	1	1
89	и речи о	1	1
90	как мы видели	1	1
91	и в другом	1	1
