N	2gram	Losev_Vlad_1	Myslijsy
1	потому что	11	46
2	то есть	3	34
3	в том	11	32
4	и в	31	30
5	может быть	6	28
6	то же	6	23
7	не только	24	21
8	только в	9	21
9	для нас	4	20
10	но и	19	19
11	того что	2	18
12	том что	14	18
13	то что	18	18
14	не есть	1	17
15	что в	14	17
16	в себе	4	16
17	и не	17	15
18	не в	5	15
19	а не	1	15
20	таким образом	3	14
21	что и	5	13
22	так как	8	13
23	если бы	1	12
24	вместе с	3	12
25	а в	9	12
26	так и	6	11
27	этого слова	1	11
28	как в	3	10
29	в этом	14	10
30	как и	4	10
31	в то	8	10
32	и что	6	10
33	мы не	1	9
34	из этих	2	9
35	в нем	4	9
36	было бы	2	9
37	для него	7	9
38	и то	10	8
39	в ней	1	8
40	в самом	2	8
41	от того	1	8
42	что не	1	8
43	что мы	2	8
44	только что	2	8
45	есть не	1	7
46	с одной	1	7
47	но не	3	7
48	с тем	2	7
49	и без	1	7
50	тем самым	2	7
51	тем что	2	7
52	как мы	9	7
53	так что	10	7
54	вовсе не	5	7
55	с другой	3	7
56	смысле этого	1	7
57	к тому	3	7
58	же с	11	6
59	с ним	5	6
60	и теперь	4	6
61	указывает на	2	6
62	те же	1	6
63	там же	13	6
64	что он	12	6
65	уже не	3	6
66	то и	2	6
67	из них	2	6
68	не может	6	6
69	но это	3	6
70	и т	2	5
71	еще не	2	5
72	по отношению	1	5
73	в своем	4	5
74	и как	4	5
75	не следует	1	5
76	одно и	1	5
77	с другими	1	5
78	и тем	1	5
79	в них	2	5
80	что я	2	5
81	же время	4	5
82	к ней	4	5
83	как на	2	5
84	в каком	2	5
85	не могут	1	5
86	не менее	2	5
87	мысль о	1	5
88	уже в	7	5
89	одно из	1	5
90	есть только	1	5
91	сказать что	7	5
92	мысли а	1	4
93	столь же	1	4
94	относится к	1	4
95	не было	5	4
96	он не	10	4
97	не к	1	4
98	одной и	1	4
99	и по	8	4
100	себе не	1	4
101	в котором	6	4
102	для меня	4	4
103	есть нечто	1	4
104	и его	7	4
105	до того	1	4
106	по поводу	12	4
107	для того	2	4
108	на это	2	4
109	и это	2	4
110	об отношении	1	4
111	то время	2	4
112	в его	12	4
113	один из	4	4
114	что даже	1	4
115	а и	1	4
116	далеко не	1	4
117	себя и	1	4
118	что для	4	4
119	если не	3	4
120	и потому	6	4
121	все это	5	4
122	и от	5	4
123	тем более	2	4
124	мы должны	2	4
125	другой стороны	3	4
126	все что	2	4
127	только потому	1	3
128	и есть	1	3
129	и на	3	3
130	в чем	2	3
131	ответ на	2	3
132	дает нам	1	3
133	более или	3	3
134	в целом	3	3
135	что она	2	3
136	при этом	2	3
137	т д	2	3
138	в силу	1	3
139	в каждом	1	3
140	не будет	1	3
141	что все	2	3
142	и тогда	1	3
143	или менее	3	3
144	место в	2	3
145	и понятия	1	3
146	тем не	2	3
147	прибавить что	2	3
148	тому что	1	3
149	на него	3	3
150	с и	2	3
151	образом в	2	3
152	того чтобы	2	3
153	заметить что	1	3
154	слова с	1	3
155	для себя	2	3
156	свою очередь	1	3
157	в произведении	1	3
158	или в	1	3
159	и вообще	4	3
160	со стороны	2	3
161	искусства и	1	3
162	никак не	4	3
163	можно сказать	6	3
164	это было	6	3
165	к нему	4	3
166	на которой	1	3
167	только на	3	3
168	в начале	3	3
169	прежде всего	1	3
170	друг друга	1	3
171	мы можем	1	3
172	и вместе	1	3
173	именно в	1	3
174	от другого	1	3
175	одной стороны	1	3
176	человеческой жизни	1	3
177	связь с	1	3
178	так же	1	3
