N	2gram	Propp_Isto_6	RusskieA
1	и в	26	36
2	не только	10	22
3	том что	10	19
4	что в	12	19
5	в том	12	17
6	т е	22	17
7	но и	9	16
8	так как	18	15
9	и м	1	14
10	и другие	3	13
11	в этом	12	12
12	этот обычай	1	11
13	в других	4	11
14	и т	10	10
15	и на	12	10
16	в этот	1	10
17	это не	4	10
18	как и	5	10
19	как мы	4	10
20	вместе с	8	10
21	потому что	13	10
22	т д	8	9
23	об этом	1	9
24	а в	3	9
25	и по	4	8
26	с тем	4	8
27	у нас	5	8
28	о том	7	8
29	один из	3	8
30	может быть	11	8
31	как это	5	8
32	е в	2	8
33	что они	2	7
34	так и	5	7
35	между тем	1	7
36	что и	4	7
37	и других	3	7
38	мы не	6	6
39	в виде	6	6
40	так например	3	6
41	таким образом	12	6
42	при этом	3	6
43	видно что	2	6
44	не имеет	2	6
45	уже не	7	6
46	в них	3	6
47	и не	10	6
48	все это	1	6
49	для нас	2	6
50	будто бы	1	6
51	то что	6	6
52	иногда и	1	5
53	как в	6	5
54	все же	8	5
55	показывает что	3	5
56	при изучении	1	5
57	в которых	2	5
58	того как	3	5
59	как будто	3	5
60	некоторые другие	2	5
61	там же	3	5
62	с ними	2	5
63	одно из	1	5
64	как бы	4	5
65	этом случае	6	5
66	на севере	1	5
67	мы имеем	14	4
68	не совсем	1	4
69	еще не	9	4
70	во всех	1	4
71	следующим образом	1	4
72	представляет собой	2	4
73	после этого	4	4
74	с собой	2	4
75	их на	1	4
76	из этих	4	4
77	что этот	2	4
78	тому что	1	4
79	а иногда	1	4
80	одна из	2	4
81	что на	1	4
82	к тому	2	4
83	его с	3	4
84	так в	6	4
85	еще в	3	4
86	и что	5	4
87	сообщает что	2	4
88	тем что	5	4
89	а с	2	4
90	и др	2	4
91	в некоторых	2	4
92	в тех	3	4
93	того что	2	4
94	по существу	1	4
95	но это	4	4
96	в связи	1	4
97	как уже	1	4
98	не может	6	4
99	только в	5	4
100	к этому	3	4
101	этот обряд	3	3
102	представление о	9	3
103	как правило	1	3
104	своего рода	2	3
105	которые не	1	3
106	в своем	2	3
107	что это	2	3
108	и те	2	3
109	под землей	4	3
110	связанные с	1	3
111	на этом	1	3
112	то же	5	3
113	но все	2	3
114	чаще всего	5	3
115	он же	1	3
116	далеко не	3	3
117	несмотря на	1	3
118	в этих	2	3
119	точки зрения	1	3
120	таким же	3	3
121	она в	2	3
122	тем не	1	3
123	на небо	8	3
124	их в	3	3
125	не менее	1	3
126	этого момента	1	3
127	окно и	2	3
128	этого обряда	1	3
129	ничего не	2	3
130	говорится что	1	3
131	приводит к	1	3
132	не с	1	3
133	других местах	1	3
134	начиная с	1	3
135	то есть	1	3
136	или на	1	3
137	а также	4	3
138	от них	1	3
139	связаны с	5	3
140	в середине	1	3
141	также в	1	3
142	по этому	1	3
143	в качестве	3	3
144	в одном	3	3
145	к ним	1	3
146	в древнем	1	3
147	из приведенных	1	3
148	в области	1	3
149	и из	1	3
150	на этот	1	3
151	о чем	2	3
152	так же	2	3
153	других случаях	1	3
154	по содержанию	1	3
155	в уже	2	3
156	в это	4	3
157	этого слова	1	3
158	и некоторые	2	3
159	не будем	2	3
160	уже указывалось	1	3
161	и к	1	3
162	в свою	1	3
163	но эти	2	3
164	например в	7	2
165	между двумя	1	2
166	к другому	1	2
