N	2gram	Tiupa_Hudo_2	Russkaja
1	не может	4	22
2	и не	18	19
3	в том	15	17
4	в этом	13	17
5	и в	28	14
6	то что	6	13
7	самим собой	1	12
8	то же	6	11
9	точки зрения	2	11
10	в то	6	10
11	же время	4	10
12	но и	9	10
13	в себе	9	9
14	не только	11	9
15	том что	19	9
16	с точки	2	9
17	может быть	8	9
18	церкви и	1	9
19	того чтобы	4	8
20	прежде всего	3	8
21	как на	2	8
22	самом деле	3	7
23	отнюдь не	2	7
24	к богу	1	7
25	и с	6	7
26	в данном	2	7
27	к тому	7	7
28	не будет	2	7
29	о том	12	7
30	к которой	1	6
31	если в	2	6
32	в своем	5	6
33	и к	2	6
34	в своих	1	6
35	и при	1	6
36	признать что	1	6
37	если бы	6	6
38	все это	3	6
39	и для	2	6
40	для того	4	6
41	что он	8	6
42	для всех	1	6
43	для него	5	6
44	а между	4	5
45	и на	3	5
46	между собой	1	5
47	во всех	1	5
48	в нем	3	5
49	при этом	11	5
50	он не	4	5
51	было бы	3	5
52	в своей	6	5
53	никогда не	5	5
54	потому что	2	5
55	между тем	8	5
56	и только	2	5
57	только в	4	5
58	хотя бы	2	5
59	или иной	2	5
60	до сих	2	5
61	себя и	2	5
62	по существу	1	5
63	сих пор	2	5
64	а в	6	5
65	жизни в	7	5
66	и то	2	4
67	бы то	1	4
68	но не	4	4
69	себе и	1	4
70	себя в	8	4
71	все же	2	4
72	не в	13	4
73	в этой	5	4
74	в корне	1	4
75	на земле	1	4
76	то ни	1	4
77	том случае	1	4
78	его в	2	4
79	как и	11	4
80	которой он	1	4
81	а лишь	1	4
82	от того	1	4
83	приводит к	2	4
84	в мире	7	4
85	можно было	3	4
86	и т.д	2	4
87	путь к	1	4
88	в его	11	4
89	церквей и	1	4
90	так как	1	4
91	со стороны	3	4
92	вместе с	2	4
93	он будет	2	4
94	что же	2	4
95	как бы	5	4
96	жизни и	6	4
97	что в	5	4
98	к этой	1	4
99	все что	3	4
100	и т	4	3
101	то в	4	3
102	говорить о	2	3
103	в будущем	1	3
104	еще не	3	3
105	он сам	2	3
106	из этих	2	3
107	что они	4	3
108	во что	1	3
109	в самом	5	3
110	что это	5	3
111	ни одна	1	3
112	на том	1	3
113	в другом	2	3
114	лишь в	2	3
115	о которых	2	3
116	несмотря на	3	3
117	таким же	1	3
118	знаем что	1	3
119	том чтобы	1	3
120	одна из	2	3
121	той или	1	3
122	приходит к	2	3
123	что все	3	3
124	данном случае	2	3
125	ни стало	1	3
126	собой и	1	3
127	сводится к	6	3
128	но мы	1	3
129	в значительной	1	3
130	борьбе с	1	3
131	что и	4	3
132	что бы	1	3
133	того что	1	3
134	одной из	3	3
135	в качестве	4	3
136	с нею	3	3
137	в виде	2	3
138	из них	2	3
139	в конце	1	3
140	тем что	6	3
141	именно в	2	3
142	не было	6	3
143	и потому	1	3
144	да и	5	3
145	этом случае	1	3
146	она может	2	3
147	или в	3	3
148	ибо в	2	3
149	все они	3	3
150	из этого	1	3
151	случае если	1	3
152	бы для	1	2
153	от своей	1	2
154	на себя	3	2
155	в ней	3	2
156	в таком	1	2
157	взгляде на	1	2
158	именно на	2	2
159	по отношению	7	2
160	тогда как	7	2
161	не просто	1	2
162	друг от	1	2
163	по воле	1	2
164	но в	2	2
165	самобытности и	1	2
166	все эти	1	2
167	и тот	1	2
168	состоит в	7	2
169	так часто	1	2
170	мы уже	3	2
171	того или	2	2
172	в глазах	6	2
173	по себе	1	2
174	и тем	1	2
175	участие в	1	2
176	этого не	1	2
177	ему по	1	2
178	и тогда	2	2
179	в этих	3	2
180	во время	1	2
181	в котором	6	2
182	место в	2	2
183	с уверенностью	1	2
184	в силу	1	2
185	другом и	1	2
186	это разумеется	1	2
187	и более	1	2
188	лежит не	1	2
189	их в	1	2
190	том же	1	2
191	для нее	4	2
192	любовь к	1	2
193	тому что	4	2
194	она не	5	2
195	только для	2	2
196	каждого отдельного	1	2
197	что с	1	2
198	для нас	3	2
199	у него	5	2
200	в противоречие	1	2
201	людей и	1	2
202	как будто	4	2
203	в области	1	2
204	к себе	3	2
205	всю свою	1	2
206	отличается от	1	2
207	для себя	6	2
208	и о	4	2
209	от друга	1	2
210	жизни своего	1	2
211	или нескольких	1	2
212	с самим	2	2
213	это только	1	2
214	настоящее время	1	2
215	и что	1	2
216	были бы	1	2
217	любви к	2	2
218	к нему	3	2
219	это в	1	2
220	быть и	1	2
221	время когда	1	2
222	согласиться с	1	2
223	совершенно не	1	2
224	так что	1	2
225	уже не	10	2
226	только на	5	2
227	в начале	1	2
228	его и	2	2
229	будет не	1	2
230	представить себе	1	2
231	не о	1	2
232	к той	2	2
233	в других	4	2
234	и даже	1	2
235	а с	3	2
236	этой роли	1	2
237	а не	14	2
238	в частности	7	2
239	так же	3	2
240	противоречие с	3	2
241	всех людей	1	2
242	в течение	1	2
243	или иного	2	2
244	отношения к	1	2
245	есть и	3	2
246	но это	1	2
247	этом и	3	2
248	стоит только	1	2
249	от нас	1	2
250	но для	1	2
251	и от	2	2
252	в настоящее	1	2
253	с ним	7	2
254	отношении к	1	2
255	бы его	1	2
256	на это	1	2
257	и состоит	3	2
258	тем самым	2	2
259	точно так	1	2
260	в сфере	1	1
261	личности для	1	1
262	тех же	1	1
263	это и	1	1
264	на деле	1	1
265	показать что	1	1
266	не меняется	1	1
267	со своей	2	1
268	также и	1	1
269	не случайны	1	1
270	людей от	1	1
271	мы не	1	1
272	же как	2	1
273	не во	2	1
274	у себя	1	1
275	не была	1	1
276	в сущности	1	1
277	они были	2	1
278	при переходе	1	1
279	будущее он	1	1
280	а другие	1	1
281	разумеется не	1	1
282	он был	1	1
283	на них	1	1
284	именно этого	1	1
285	люди всегда	1	1
286	упускать из	1	1
287	столь же	3	1
288	именно тем	1	1
289	картина меняется	1	1
290	к этому	1	1
291	но как	1	1
292	точка зрения	1	1
293	только тогда	1	1
294	к самобытной	1	1
295	в общем	1	1
296	в одной	1	1
297	внутри себя	2	1
298	перед нами	11	1
299	это отнюдь	1	1
300	в полном	1	1
301	когда он	1	1
302	имеет в	1	1
303	от этого	1	1
304	котором она	1	1
305	в которой	1	1
306	ни один	1	1
307	бы не	3	1
308	но ведь	1	1
309	то и	4	1
310	к человеческому	1	1
311	тому же	2	1
312	в жертву	1	1
313	в общении	1	1
314	не могла	5	1
315	не следует	1	1
316	тем не	4	1
317	от которого	2	1
318	о которой	2	1
319	остальное время	1	1
320	которой на	1	1
321	же это	1	1
322	в принципе	2	1
323	надежда на	1	1
324	пор мы	1	1
325	общей для	1	1
326	постольку поскольку	1	1
327	лишь с	1	1
328	и заключается	1	1
329	но все	1	1
330	значительной степени	1	1
331	здесь мы	1	1
332	могла бы	2	1
333	тем в	1	1
334	об этом	7	1
335	а по	2	1
336	то есть	1	1
337	в будущее	1	1
338	или даже	1	1
339	заключается в	1	1
340	не умеет	1	1
341	с другими	3	1
342	его личности	1	1
343	это не	6	1
344	которая как	1	1
345	то все	1	1
346	остановиться на	1	1
347	в жизни	8	1
348	и рядом	1	1
349	она и	1	1
350	ли может	1	1
351	не всегда	1	1
352	для чего	1	1
353	благодаря такому	1	1
354	жизни но	1	1
355	нет и	1	1
356	еще одну	1	1
357	иначе говоря	1	1
358	в один	1	1
359	от своего	2	1
360	где мы	1	1
361	нельзя упускать	1	1
362	не столько	2	1
363	на свою	1	1
364	собой не	1	1
365	и другого	1	1
366	стало быть	1	1
367	нельзя было	2	1
368	ней поэтому	1	1
369	теми же	1	1
370	вовсе не	2	1
371	даже в	1	1
372	же мы	1	1
373	освободиться от	1	1
374	нее все	1	1
375	не менее	5	1
376	из нас	2	1
377	она могла	1	1
378	и другое	1	1
379	самого начала	1	1
380	и всегда	1	1
381	дело в	1	1
382	ее с	1	1
383	на себе	1	1
384	на него	3	1
385	не по	2	1
386	приносится в	1	1
387	в основе	2	1
388	не вызывает	1	1
389	образом в	1	1
390	конкретные формы	1	1
391	та или	1	1
392	себе самом	1	1
393	это же	1	1
394	только не	2	1
395	однако если	1	1
396	найти в	1	1
397	казалось бы	6	1
398	в разных	1	1
399	это то	1	1
400	к ней	2	1
401	и теперь	1	1
402	и сама	4	1
403	хочет быть	1	1
404	было не	1	1
405	этом отношении	1	1
406	что на	3	1
407	однако это	1	1
408	по нашему	1	1
409	в духе	2	1
410	ведь даже	1	1
411	есть только	1	1
412	жизнь каждого	1	1
413	похож на	1	1
414	человека в	4	1
415	как только	3	1
416	слова но	1	1
417	однако для	1	1
418	же самое	3	1
419	всего в	1	1
420	страдает и	1	1
421	а ее	1	1
422	от которой	1	1
423	и это	3	1
424	как мы	2	1
425	но по	1	1
426	с ее	5	1
427	но при	3	1
428	людей в	2	1
429	в ее	18	1
430	не могло	1	1
431	дала бы	1	1
432	мысль о	2	1
433	в себя	1	1
434	с самого	1	1
435	самое себя	1	1
