N	3gram	Tiupa_Teor_1	Dialekti
1	с точки зрения	3	12
2	сама по себе	1	8
3	в том что	8	7
4	то же время	5	4
5	по крайней мере	1	4
6	одно и то	1	4
7	и то же	1	4
8	с другой стороны	5	4
9	в то же	5	4
10	более или менее	2	3
11	в этом смысле	2	3
12	только то что	1	3
13	может быть и	2	3
14	иметь в виду	1	3
15	не может быть	4	3
16	содержит в себе	1	3
17	та или иная	1	3
18	можно сказать что	2	3
19	внутреннее и внешнее	1	3
20	той или иной	1	3
21	– все это	1	2
22	я никогда не	1	2
23	в себе самом	1	2
24	и в то	1	2
25	точно так же	1	2
26	то или иное	1	2
27	как более или	1	2
28	с одной стороны	2	2
29	как один из	1	2
30	о том что	1	2
31	к тому что	2	2
32	один из видов	1	2
33	это уже не	1	1
34	а между тем	1	1
35	в той или	1	1
36	в себе никаких	1	1
37	отнюдь не в	1	1
38	в данный момент	2	1
39	что в основе	2	1
40	своего объекта и	1	1
41	мы имеем дело	2	1
42	а не с	1	1
43	дело в том	1	1
44	в виду что	1	1
45	имеет место в	1	1
46	это было бы	1	1
47	так или иначе	4	1
48	объективно и не	1	1
49	те и другие	1	1
50	отчет в том	1	1
51	– один из	1	1
52	до известной степени	2	1
53	ни в коем	2	1
54	можно говорить о	1	1
55	из того что	1	1
56	точки зрения не	1	1
57	в коем случае	2	1
58	если бы для	1	1
59	даже если она	1	1
60	но в то	1	1
61	к своему собственному	1	1
62	в то время	1	1
63	отношении к нему	1	1
64	тех кто его	1	1
65	в отношении к	1	1
66	по большей части	1	1
67	в связи с	1	1
68	не в самом	2	1
69	или ином отношении	1	1
70	таким образом и	1	1
71	а в том	1	1
72	есть не что	1	1
73	форма может быть	1	1
74	коем случае не	2	1
75	а не ее	1	1
76	между тем в	1	1
77	всегда так или	1	1
78	или иное логическое	1	1
79	что иное как	1	1
80	друг от друга	1	1
81	хома брут не	1	1
82	в этих случаях	1	1
83	в полной мере	1	1
84	больше и больше	1	1
85	никогда не бывает	1	1
86	не что иное	1	1
87	тех или иных	3	1
88	тем не менее	3	1
89	в сравнении с	1	1
90	дело не в	1	1
91	для того чтобы	1	1
92	том или ином	1	1
93	на первый взгляд	1	1
94	то же самое	1	1
