N	4gram	Bakhtin_Pr_1	SlovoVZh
1	дело в том что	1	4
2	бы то ни было	2	3
3	с одной стороны и	1	2
4	как в нашем примере	1	2
5	позицию по отношению к	3	1
6	мы имеем дело с	1	1
7	относится не к материалу	1	1
8	в то время как	1	1
9	художественную форму как форму	1	1
10	так называемый формальный метод	1	1
11	по отношению к содержанию	3	1
12	с помощью определенного материала	2	1
13	все моменты произведения в	1	1
14	должна быть понята и	1	1
15	бы они ни были	1	1
16	но в то же	1	1
17	ни в коем случае	2	1
18	контекста в котором слово	1	1
19	и проч все эти	2	1
20	и не может быть	1	1
21	на самом же деле	1	1
22	в то же время	3	1
23	форма должна быть понята	1	1
24	с первого же взгляда	1	1
25	и независимо от него	1	1
26	в художественном произведении как	2	1
27	если бы не было	1	1
28	по отношению к материалу	4	1
29	формы дело в том	1	1
30	по отношению к которому	1	1
31	ни в чем не	2	1
32	отнюдь не совпадает с	1	1
