N	3gram	Tiupa_Anal_2	Komedia
1	в том что	6	9
2	с другой стороны	2	5
3	к тому же	4	5
4	то же время	2	4
5	в то же	2	4
6	по отношению к	4	3
7	в этом отношении	3	3
8	тому же в	1	3
9	речь идет о	1	3
10	с одной стороны	4	3
11	едва ли не	2	3
12	о том что	6	3
13	не в состоянии	1	2
14	во второй половине	1	2
15	то же самое	1	2
16	но и в	1	2
17	в первую очередь	1	2
18	и тем что	1	2
19	как и в	3	2
20	внешней и внутренней	1	2
21	на то что	2	2
22	что иное как	1	1
23	но и не	1	1
24	состоит в том	4	1
25	на себя внимание	3	1
26	более или менее	1	1
27	на этом фоне	1	1
28	и даже не	1	1
29	подобно тому как	3	1
30	в ответ на	2	1
31	в соответствии с	2	1
32	от которого он	1	1
33	а между тем	1	1
34	и что же?	1	1
35	с этой точки	1	1
36	во времени и	1	1
37	в обоих случаях	2	1
38	далеко за пределы	1	1
39	можно было бы	2	1
40	не следует упускать	1	1
41	одна из них	1	1
42	героя нашего времени	3	1
43	со всех сторон	1	1
44	в литературе нового	1	1
45	тому же не	1	1
46	мы узнаем о	1	1
47	в значительной степени	2	1
48	в применении к	1	1
49	в самом начале	3	1
50	в данном случае	5	1
51	обращает на себя	3	1
52	не только в	2	1
53	на этот раз	1	1
54	жизни но и	1	1
55	поводу того что	1	1
56	в отличие от	2	1
57	выходит далеко за	1	1
58	так или иначе	1	1
59	из них не	1	1
60	в наибольшей степени	1	1
61	ли не в	1	1
62	этой точки зрения	1	1
63	в тех случаях	1	1
64	по поводу того	1	1
65	в борьбе с	2	1
66	и особенно в	1	1
67	как один из	1	1
68	не что иное	1	1
69	которые могут быть	1	1
70	тех случаях когда	1	1
71	литературе нового времени	1	1
72	следует упускать из	1	1
73	к тому что	1	1
74	в отношении к	1	1
75	тем не менее	3	1
76	именно к этому	1	1
77	из того же	1	1
78	но и все	1	1
79	и тот же	1	1
