N	3gram	Vinokur_Ku_1	Komedia
1	до сих пор	4	9
2	в том что	15	9
3	в самом деле	7	6
4	для того чтобы	15	6
5	в свою очередь	3	6
6	в то же	2	4
7	лет тому назад	1	4
8	о том что	5	4
9	то же время	2	4
10	если бы он	1	3
11	по отношению к	8	3
12	о том как	3	3
13	с точки зрения	9	3
14	и т п	18	3
15	вместе с тем	3	3
16	в связи с	3	3
17	во всяком случае	5	3
18	и в самом	2	3
19	речь идет о	2	3
20	с одной стороны	1	3
21	тем не менее	4	3
22	в какой мере	1	2
23	состоит в том	3	2
24	так или иначе	2	2
25	в этом случае	2	2
26	в этом отношении	5	2
27	вместе с ним	1	2
28	только для того	1	2
29	и с этой	1	2
30	т е в	2	2
31	с другой стороны	6	2
32	то обстоятельство что	8	2
33	но все же	2	2
34	на этот раз	1	2
35	что и в	1	2
36	том что она	1	1
37	таким образом если	1	1
38	потому что он	1	1
39	я мог бы	1	1
40	в силу этого	1	1
41	чуть ли не	2	1
42	более или менее	3	1
43	имеем в виду	1	1
44	не говоря уже	1	1
45	в соответствии с	3	1
46	так и не	1	1
47	и таким путем	1	1
48	себе в этом	1	1
49	по существу не	1	1
50	и в то	1	1
51	в зависимости от	5	1
52	в отличие от	1	1
53	он должен быть	1	1
54	в первую очередь	2	1
55	и если бы	1	1
56	отнюдь не является	1	1
57	на то что	2	1
58	на то обстоятельство	2	1
59	с этой точки	1	1
60	по крайней мере	5	1
61	на мой взгляд	2	1
62	и его современники	1	1
63	едва ли не	1	1
64	в настоящее время	1	1
65	в том чтобы	8	1
66	далеко не всегда	1	1
67	в первом случае	1	1
68	трудно было бы	2	1
69	из той же	1	1
70	к мысли что	1	1
71	и в силу	1	1
72	в случае с	1	1
73	об этом и	1	1
74	следует остановиться подробнее	1	1
75	этой точки зрения	2	1
76	того чтобы в	1	1
77	но не это	1	1
78	как с помощью	2	1
79	так и в	2	1
80	было ясно что	1	1
81	ничего общего с	1	1
82	идет о его	1	1
83	у целого ряда	1	1
84	мы имеем в	1	1
85	после того как	1	1
86	как раз эта	1	1
87	к тому что	2	1
88	в каждом из	2	1
89	друг от друга	1	1
90	т е о	2	1
91	если тем не	2	1
92	и в его	1	1
93	лицом к лицу	1	1
94	и с его	1	1
95	и т д	14	1
96	в свое время	2	1
