N	3gram	Vinokur_Ku_3	StatiiOP
1	в том что	8	11
2	и т п	41	6
3	не может быть	3	5
4	то обстоятельство что	3	5
5	в этом смысле	1	4
6	по крайней мере	1	4
7	с точки зрения	16	4
8	во всяком случае	1	4
9	с другой стороны	3	4
10	о том что	3	4
11	в то время	1	4
12	прежде всего в	1	3
13	с тем что	1	3
14	не в том	2	3
15	в связи с	4	3
16	то же время	1	3
17	не только в	3	3
18	в то же	1	3
19	потому что он	1	2
20	но и в	1	2
21	и тем не	3	2
22	до сих пор	8	2
23	что если бы	1	2
24	в том чтобы	3	2
25	с одной стороны	4	2
26	и в этом	4	2
27	тем что в	1	2
28	заключается в том	1	2
29	по этому поводу	1	2
30	но все же	1	2
31	только тогда когда	4	2
32	мы имеем в	1	2
33	тем более что	2	2
34	в каком смысле	1	2
35	к тому что	1	2
36	а с другой	3	2
37	в том смысле	1	2
38	тем не менее	9	2
39	и т д	8	2
40	у пушкина но	1	1
41	одной стороны а	1	1
42	это относится к	1	1
43	русского литературного языка	1	1
44	одних и тех	1	1
45	потому что в	2	1
46	на себя внимание	2	1
47	со стороны ее	1	1
48	и той же	1	1
49	более или менее	2	1
50	в те же	1	1
51	на самом деле	3	1
52	в самом деле	11	1
53	является не только	1	1
54	в одной из	1	1
55	что же касается	1	1
56	то же самое	1	1
57	принять во внимание	2	1
58	не только важнейшим	1	1
59	этой своего рода	1	1
60	тот или иной	2	1
61	говоря уже о	2	1
62	сам по себе	3	1
63	вместе с тем	1	1
64	на вопрос о	1	1
65	параллельно тому как	1	1
66	в собственном смысле	1	1
67	и если бы	1	1
68	и тех же	1	1
69	можно было бы	10	1
70	ни в какой	2	1
71	а то и	1	1
72	том что не	2	1
73	как оно дано	1	1
74	как на язык	1	1
75	с этой точки	1	1
76	т п но	3	1
77	а кроме того	1	1
78	в своей статье	2	1
79	на мой взгляд	3	1
80	я и начну	1	1
81	обращает на себя	1	1
82	не потому что	1	1
83	только отметить что	1	1
84	как нельзя более	1	1
85	не стал бы	1	1
86	точки зрения ее	1	1
87	на пушкина в	1	1
88	в чем же	1	1
89	в общем смысле	1	1
90	все эти отдельные	1	1
91	в известном смысле	2	1
92	е как бы	1	1
93	то что он	1	1
94	ответить на вопрос	1	1
95	и пр ср	1	1
96	тем или иным	1	1
97	в той или	2	1
98	к этим темам	1	1
99	я имею в	2	1
100	зрения согласно которой	1	1
101	в том отношении	1	1
102	т е как	3	1
103	независимо от их	1	1
104	в свое время	2	1
105	такая точка зрения	1	1
106	этой точки зрения	1	1
107	самом деле может	1	1
108	собственном смысле этого	1	1
109	может быть не	1	1
110	имею в виду	2	1
111	из этих форм	1	1
112	от того что	2	1
113	том смысле что	1	1
114	мы видели уже	1	1
115	в свою очередь	1	1
116	том что один	1	1
117	стороны а с	1	1
118	в одном из	1	1
119	и в самом	4	1
120	не только не	1	1
121	т п в	3	1
122	судить по тому	1	1
123	той или иной	5	1
124	тогда когда мы	1	1
125	том отношении что	1	1
126	в данном отношении	1	1
127	и именно поэтому	1	1
128	между прочим гласит	1	1
129	писать и говорить	1	1
130	точка зрения согласно	1	1
131	одной и той	1	1
132	становится очевидным что	1	1
133	себе дело так	1	1
134	пр ср также	1	1
135	сплошь да рядом	2	1
136	самого последнего времени	1	1
137	для того чтобы	11	1
138	что в ней	1	1
139	дело не в	2	1
140	как мы видели	2	1
141	до самого последнего	1	1
142	не заметить что	1	1
143	не говоря уже	2	1
