N	3gram	Vygotskiy__7	formyVre
1	как мы уже	1	8
2	в то же	1	6
3	для того чтобы	18	5
4	как раз в	2	4
5	в том числе	1	4
6	по отношению к	5	3
7	до сих пор	3	3
8	в этом отношении	3	3
9	одно и то	3	3
10	в одно и	1	3
11	мы уже говорили	1	3
12	не может быть	4	3
13	в то время	2	3
14	и то же	3	3
15	но все же	1	2
16	как и для	1	2
17	понятно что в	1	2
18	также и в	1	2
19	в соответствии с	1	2
20	и до конца	1	2
21	одной стороны и	3	2
22	же как и	2	2
23	как раз и	1	2
24	с точки зрения	21	2
25	в отличие от	2	2
26	друг на друга	1	2
27	том числе и	1	2
28	вместе с тем	4	2
29	то время как	2	2
30	так же как	7	2
31	не только в	1	2
32	с одной стороны	5	2
33	по сравнению с	7	2
34	друг к другу	1	2
35	но для того	1	2
36	с самого начала	7	2
37	той или иной	1	2
38	в том что	13	2
39	как и в	3	2
40	по своей природе	4	1
41	в своей структуре	1	1
42	а следовательно и	1	1
43	мы видим в	1	1
44	остается тем же	1	1
45	и во всех	1	1
46	том что в	2	1
47	одном и том	1	1
48	прежде всего на	1	1
49	прежде всего в	2	1
50	и во всяком	1	1
51	друг другу и	1	1
52	самого начала не	1	1
53	в самом деле	4	1
54	что мы и	1	1
55	в том же	1	1
56	так и во	1	1
57	которых мы говорили	2	1
58	потому что не	1	1
59	что это развитие	1	1
60	мы находим в	2	1
61	в сущности все	1	1
62	в зависимости от	1	1
63	и речи в	2	1
64	в той же	2	1
65	как мы увидим	1	1
66	в этом ее	1	1
67	друг друга то	1	1
68	и ничего не	1	1
69	связанных между собой	2	1
70	включает в себя	1	1
71	неразрывно связана с	1	1
72	в момент его	1	1
73	в самом начале	3	1
74	имеет место слияние	1	1
75	в данном случае	5	1
76	у нас и	1	1
77	этим объясняется и	1	1
78	могут быть названы	1	1
79	тот факт что	1	1
80	смысле этого слова	3	1
81	и том же	1	1
82	в определенном направлении	1	1
83	так и в	1	1
84	и в этом	1	1
85	не могут быть	1	1
86	к изменению и	1	1
87	не связанных между	1	1
88	но вместе с	1	1
89	ее отличиями от	1	1
90	для себя и	2	1
91	во всяком случае	1	1
92	в этом и	2	1
93	здесь как мы	1	1
94	как и сами	1	1
95	во всех этих	1	1
96	таким образом все	1	1
97	в свою очередь	2	1
98	в этом случае	14	1
99	о том что	4	1
100	к выводу что	2	1
101	не оставляет никаких	1	1
102	данный момент в	1	1
103	и ту же	1	1
104	о которых мы	2	1
105	сама по себе	1	1
106	друг с другом	2	1
107	то новое что	1	1
108	в высшей степени	1	1
109	здесь как и	1	1
110	конца так как	2	1
111	в котором совершается	1	1
112	до конца так	2	1
113	одну и ту	1	1
