N	3gram	Vygotskiy__6	Literetu
1	не может быть	2	7
2	с одной стороны	1	6
3	в том что	19	5
4	с другой стороны	2	4
5	едва ли не	1	4
6	состоит в том	2	4
7	но с другой	1	3
8	по отношению к	10	3
9	в этом отношении	3	3
10	в данном случае	1	3
11	с точки зрения	10	3
12	подобно тому как	1	2
13	в том числе	1	2
14	в этом случае	2	2
15	в первый раз	1	2
16	тем не менее	1	2
17	мы не можем	1	1
18	том что в	1	1
19	приводит к тому	1	1
20	из того же	1	1
21	в действительности же	1	1
22	не только не	2	1
23	принципиальное различие между	1	1
24	сила и слабость	1	1
25	в конце концов	1	1
26	нет и не	1	1
27	тех или иных	1	1
28	для того чтобы	8	1
29	является одним из	1	1
30	из того что	3	1
31	имеем дело с	1	1
32	после того как	1	1
33	к тому что	7	1
34	ничего общего с	1	1
35	то же самое	6	1
36	и не может	2	1
37	что он не	1	1
38	как мы видели	4	1
39	этой точки зрения	1	1
40	можно было бы	5	1
41	если б мы	1	1
42	на самом деле	1	1
43	и то что	2	1
44	по тем же	1	1
45	в свою очередь	1	1
46	в отличие от	1	1
47	он не может	1	1
48	нам остается только	1	1
49	той или иной	1	1
50	только то что	2	1
51	не могут быть	2	1
52	в известном отношении	1	1
53	в равной мере	1	1
54	вместе с тем	2	1
55	в самом начале	4	1
56	в сущности говоря	4	1
57	том числе и	1	1
58	этот путь не	1	1
59	друг друга а	1	1
60	мы имеем дело	2	1
61	исходит из того	1	1
62	и иного рода	1	1
63	и т.д и	1	1
64	с этой точки	1	1
