N	4gram	Potebnia_M_1	Dialekti
1	не что иное как	2	3
2	в том смысле что	1	3
3	в то же время	3	3
4	д и т д	1	2
5	или по крайней мере	1	2
6	и т д не	1	2
7	не говоря уже о	1	2
8	с одной стороны и	1	1
9	что бы то ни	1	1
10	от того будет ли	1	1
11	и то и другое	1	1
12	точно так же как	1	1
13	не только в смысле	1	1
14	по мере того как	3	1
15	не в том что	2	1
16	тем не менее в	1	1
17	и т д в	1	1
18	что несмотря на все	1	1
19	во что бы то	1	1
20	и в том и	1	1
21	заключается в том что	1	1
22	сказать несколько слов об	1	1
23	бы то ни стало	1	1
24	в том что именно	1	1
25	все более и более	2	1
26	что не только в	1	1
