N	3gram	Vygotskiy__6	Stilisti
1	в зависимости от	5	7
2	для того чтобы	8	7
3	с точки зрения	10	5
4	и т.д и	1	5
5	то же самое	6	4
6	то что мы	2	4
7	в свою очередь	1	4
8	с самого начала	7	4
9	той или иной	1	4
10	на самом деле	1	3
11	в этом случае	2	3
12	не только в	1	3
13	в конце концов	1	3
14	которое может быть	1	3
15	и тем самым	5	3
16	как мы видели	4	3
17	и той же	3	2
18	мы не имеем	1	2
19	вместе с тем	2	2
20	в этом отношении	3	2
21	может быть понято	1	2
22	смысле этого слова	1	2
23	зависимости от того	1	2
24	как бы в	1	2
25	не может быть	2	2
26	есть не что	1	2
27	и как бы	1	2
28	не что иное	1	2
29	связи с этим	1	2
30	что иное как	1	2
31	можно сказать что	6	2
32	с тем и	2	2
33	того что оно	1	2
34	в связи с	2	2
35	к тому что	7	2
36	одной и той	3	2
37	тех или иных	1	2
38	мы видели что	3	2
39	и того же	4	1
40	из главнейших предметов	1	1
41	нет и не	1	1
42	за собой мы	1	1
43	в иной ситуации	1	1
44	теми или иными	1	1
45	по отношению к	10	1
46	в самом деле	1	1
47	имеет первостепенное значение	1	1
48	и в отношении	1	1
49	сравнению с его	1	1
50	гораздо большей степени	1	1
51	в одной и	2	1
52	как раз и	1	1
53	одним из главнейших	1	1
54	и перейти к	1	1
55	и т.д то	1	1
56	противоречащих друг другу	1	1
57	до сих пор	3	1
58	и во всех	1	1
59	на поставленный нами	1	1
60	по самой своей	4	1
61	мы как бы	1	1
62	что представляет собой	1	1
63	сказать что у	1	1
64	независимо от того	2	1
65	то явление которое	1	1
66	в собственном смысле	1	1
67	не иначе как	4	1
68	можно было бы	5	1
69	на этот вопрос	2	1
70	значений в зависимости	1	1
71	одном и том	2	1
72	вместе с развитием	1	1
73	и в развитии	1	1
74	в своем развитии	4	1
75	влияние на развитие	1	1
76	которые существуют между	2	1
77	является как бы	2	1
78	того времени когда	1	1
79	в процессе развития	1	1
80	что мы не	1	1
81	первостепенное значение для	1	1
82	ни на один	1	1
83	самого начала своего	1	1
84	как по отношению	1	1
85	и том же	2	1
86	и не могут	1	1
87	все же попытаемся	1	1
88	и в этом	1	1
89	по сравнению с	14	1
90	тем не менее	1	1
91	что относится к	1	1
92	до того времени	1	1
93	но вместе с	1	1
94	другой стороны развитие	1	1
95	собственном смысле слова	1	1
96	которой как мы	1	1
97	заключать в себе	1	1
98	тем самым не	1	1
99	того что я	1	1
100	содержит в себе	1	1
101	мы говорили что	1	1
102	но и вообще	1	1
103	и все же	1	1
104	мы не можем	1	1
105	таким образом мы	2	1
106	не может не	1	1
107	эту точку зрения	2	1
108	не только не	2	1
109	и не может	2	1
110	вопрос о том	1	1
111	один шаг чтобы	1	1
112	является необходимым условием	1	1
113	тогда когда мы	1	1
114	только тогда когда	1	1
115	с другой стороны	2	1
116	только в том	1	1
117	одного и того	4	1
118	к установлению которого	1	1
119	это и является	1	1
120	и ту же	1	1
121	в гораздо большей	1	1
122	и о связи	1	1
123	не совпадает со	1	1
124	в том что	19	1
125	именно потому что	2	1
126	как и в	1	1
127	если б мы	1	1
128	к одному и	1	1
129	что при этом	1	1
130	как бы заключительным	1	1
131	во второй стадии	1	1
132	в пределах одного	1	1
133	тот факт что	1	1
