N	2gram	Losev_Dial_3	RusskieA
1	и в	24	29
2	т е	48	24
3	том что	8	22
4	в том	5	22
5	что в	7	22
6	как бы	3	18
7	в других	1	15
8	так как	6	13
9	может быть	13	13
10	во время	1	12
11	в этом	8	11
12	как и	7	11
13	одна из	3	11
14	в этот	1	10
15	не только	23	10
16	и с	6	10
17	е в	4	10
18	все это	6	10
19	во многих	1	9
20	о том	6	9
21	в некоторых	1	9
22	на части	1	9
23	а в	2	9
24	его в	1	8
25	показывает что	2	8
26	или на	1	8
27	но и	9	8
28	ее в	2	8
29	данном случае	1	7
30	или в	2	7
31	мы имеем	1	6
32	мы не	5	6
33	еще не	2	6
34	и на	3	6
35	при этом	2	6
36	таким образом	13	6
37	для нас	2	6
38	для того	3	6
39	вместе с	1	6
40	в данном	2	6
41	же в	2	6
42	и т	24	5
43	но не	2	5
44	но в	2	5
45	это не	4	5
46	т д	23	5
47	не может	19	5
48	представление о	1	5
49	потому что	7	5
50	для этого	2	5
51	и что	15	5
52	или же	3	5
53	то что	14	5
54	же как	2	4
55	то же	6	4
56	вопрос о	5	4
57	на них	2	4
58	уже не	5	4
59	их в	2	4
60	в них	5	4
61	далеко не	1	4
62	не в	3	4
63	тогда когда	5	4
64	у нас	4	4
65	как объяснить	2	4
66	к нему	3	4
67	так что	8	4
68	то и	3	4
69	в виде	8	4
70	из них	3	4
71	именно в	2	4
72	а не	26	4
73	о чем	1	4
74	так же	4	4
75	как это	5	4
76	по существу	2	4
77	и все	6	4
78	или вообще	1	4
79	в таком	14	4
80	и о	3	3
81	в ее	1	3
82	только тогда	3	3
83	что это	12	3
84	все эти	3	3
85	что она	9	3
86	подобно тому	4	3
87	и по	2	3
88	на этом	2	3
89	не всегда	1	3
90	на первый	4	3
91	в этих	1	3
92	в котором	1	3
93	выше мы	1	3
94	но он	1	3
95	она не	3	3
96	не имеет	11	3
97	как мы	2	3
98	о воскресении	1	3
99	нас к	2	3
100	во всех	1	3
101	а именно	2	3
102	того что	12	3
103	как например	2	3
104	в качестве	1	3
105	связь с	1	3
106	руки и	2	3
107	друг друга	3	3
108	где есть	2	3
109	тем что	3	3
110	в природе	2	3
111	что для	5	3
112	а наоборот	1	3
113	или с	1	3
114	тому как	4	3
115	и от	3	3
116	было бы	5	3
117	но если	6	3
118	и то	4	2
119	на самом	1	2
120	это и	7	2
121	так чтобы	2	2
122	но она	3	2
123	что иное	6	2
124	на себя	3	2
125	иное как	6	2
126	не говорится	1	2
127	природы и	2	2
128	с одной	3	2
129	тогда как	1	2
130	иногда и	1	2
131	с этим	3	2
132	все же	3	2
133	и как	8	2
134	не было	3	2
135	них как	1	2
136	не можем	2	2
137	та же	1	2
138	в которой	1	2
139	из этих	2	2
140	право на	1	2
141	если он	1	2
142	после этого	1	2
143	не к	1	2
