N	3gram	Voloshinov_1	KulturaY
1	с точки зрения	2	16
2	в самом деле	1	11
3	можно было бы	1	10
4	тем не менее	3	9
5	до сих пор	3	8
6	в том что	4	8
7	в зависимости от	2	7
8	в данном случае	2	4
9	с одной стороны	2	4
10	и в этом	1	4
11	зависимости от того	1	3
12	на самом деле	2	3
13	сам по себе	1	3
14	с другой стороны	2	3
15	не может быть	7	3
16	о том что	1	3
17	одним и тем	1	2
18	и тем же	1	2
19	по отношению к	11	2
20	один и тот	1	2
21	только то что	1	2
22	совершенно ясно что	1	2
23	ни в какой	1	2
24	в двух направлениях	1	2
25	и тот же	1	2
26	более или менее	1	2
27	если бы не	1	2
28	сама по себе	1	2
29	к тому же	1	2
30	формы и содержания	2	2
31	и в поэзии	1	1
32	иной точки зрения	1	1
33	следует отметить что	1	1
34	точки зрения как	1	1
35	еще раз подчеркнуть	1	1
36	ровно ничего не	1	1
37	сказать то что	1	1
38	раз подчеркнуть что	1	1
39	строгой зависимости от	1	1
40	в этом смысле	1	1
41	то же самое	2	1
42	же важна здесь	1	1
43	плоть и кровь	1	1
44	и не может	3	1
45	то что мы	1	1
46	ни в коем	1	1
47	для этого нам	1	1
48	бы то ни	3	1
49	но и в	1	1
50	лингвистической точки зрения	1	1
51	тогда когда он	1	1
52	по крайней мере	1	1
53	имеет в виду	3	1
54	здесь же мы	1	1
55	он имеет в	1	1
56	в плоть и	1	1
57	может быть и	3	1
58	в коем случае	1	1
59	ясно что слово	1	1
60	коем случае нельзя	1	1
61	в то время	1	1
62	так же как	1	1
63	в виду не	1	1
64	еще не исчерпывает	1	1
65	с другими формами	1	1
66	как на самом	1	1
67	они как бы	1	1
68	как уже сказано	1	1
69	как и слово	1	1
70	в противном случае	1	1
71	во всяком случае	1	1
72	не должно быть	1	1
73	не должна быть	1	1
74	хотя и здесь	1	1
75	самом деле в	1	1
76	этой точки зрения	3	1
77	от того в	1	1
78	то же время	1	1
79	в строгой зависимости	1	1
80	но для этого	1	1
81	в свою очередь	1	1
82	и независимо от	1	1
83	в конечном счете	1	1
84	но это же	1	1
85	и прежде всего	1	1
86	но все же	1	1
87	мы имеем в	1	1
88	в то же	1	1
89	написанного или напечатанного	1	1
90	тех или иных	1	1
91	бы не было	1	1
92	мы увидим что	1	1
93	точек зрения и	1	1
