N	2gram	Vinokur_Ku_2	Problema
1	в его	5	43
2	и не	16	42
3	и в	23	38
4	не может	9	27
5	может быть	15	26
6	как бы	4	22
7	по отношению	1	21
8	отнюдь не	4	19
9	и с	7	17
10	и его	3	16
11	в этом	18	15
12	в нем	4	15
13	и т	39	14
14	только в	5	13
15	т п	24	13
16	прежде всего	8	13
17	независимо от	1	13
18	но не	6	12
19	в искусстве	1	12
20	в области	11	11
21	ни в	4	11
22	и для	2	11
23	отношение к	1	10
24	таким образом	5	10
25	в их	2	10
26	к нему	2	10
27	не только	20	9
28	в поэзии	1	9
29	не имеет	4	9
30	имеет дело	1	9
31	но и	7	9
32	и как	1	8
33	было бы	15	8
34	точки зрения	14	8
35	место в	1	8
36	для нее	1	8
37	в том	19	8
38	и др	1	8
39	то что	9	8
40	еще не	5	7
41	в самом	12	7
42	вообще не	1	7
43	как и	2	7
44	и становится	1	7
45	не в	8	7
46	как мы	3	7
47	с другой	8	7
48	между тем	6	7
49	отметить что	1	7
50	слова в	6	7
51	с помощью	7	7
52	совершенно не	3	7
53	в своей	2	7
54	что в	10	7
55	отношения к	2	6
56	самом деле	9	6
57	на основе	1	6
58	там где	5	6
59	в пределах	4	6
60	не всегда	2	6
61	с точки	8	6
62	не есть	1	6
63	ничего не	4	6
64	дело с	1	6
65	содержания и	1	6
66	мы можем	1	6
67	произведение в	1	6
68	все же	7	6
69	а в	3	6
70	только как	2	6
71	отличие от	2	5
72	в своем	2	5
73	все эти	12	5
74	при этом	2	5
75	то же	6	5
76	это не	6	5
77	в них	4	5
78	рядом с	2	5
79	далеко не	1	5
80	в отличие	2	5
81	творчества и	1	5
82	так и	4	5
83	и о	4	5
84	никогда не	2	5
85	может иметь	1	5
86	и прежде	1	5
87	конечно не	2	5
88	большинстве случаев	2	5
89	в большинстве	1	5
90	не на	2	5
91	а не	10	5
92	могут быть	4	5
93	быть только	2	5
94	должно быть	4	5
95	все они	2	5
96	имеет место	1	5
97	на самом	2	4
98	должна быть	5	4
99	конечно и	2	4
100	в виду	3	4
101	в ней	3	4
102	но конечно	1	4
103	конечном счете	2	4
104	относится к	1	4
105	как в	3	4
106	но в	11	4
107	в нашем	7	4
108	в себе	1	4
109	перестает быть	1	4
110	в данном	4	4
111	не менее	7	4
112	тем самым	2	4
113	о значении	2	4
114	в то	4	4
115	представлять себе	1	4
116	должны быть	2	4
117	здесь не	3	4
118	в ее	1	4
119	данном случае	2	4
120	можно было	9	4
121	не с	1	4
122	о том	1	4
123	в конечном	2	4
124	которых мы	2	4
125	с ними	2	4
126	в других	1	4
127	в форме	3	4
128	и только	1	4
129	что не	6	4
130	более того	1	4
131	не способна	1	4
132	и потому	2	4
133	лишь как	1	4
134	хотя бы	9	4
135	может и	1	4
136	между ними	1	4
137	сказать что	4	4
138	другой стороны	7	4
139	также и	5	3
140	противном случае	1	3
141	едва ли	1	3
142	contradictio in	1	3
143	in adjecto	1	3
144	говорить о	4	3
145	на них	1	3
146	бы то	1	3
147	сказать и	1	3
148	мы будем	2	3
149	нет и	1	3
150	значение для	1	3
151	помнить что	1	3
152	кроме того	1	3
153	и к	1	3
154	в целом	1	3
155	он не	3	3
156	то ни	1	3
157	а как	1	3
158	и тем	5	3
159	в слове	1	3
160	несмотря на	5	3
161	том что	11	3
162	тем не	6	3
163	в противном	1	3
164	же время	3	3
165	языка в	3	3
166	как только	1	3
167	слова но	1	3
168	и это	3	3
169	хотя и	4	3
170	и от	2	3
171	вещественное значение	1	3
172	приводит к	5	3
173	ясно что	5	3
174	мы в	2	3
175	если бы	12	3
176	но здесь	2	3
177	и содержание	1	3
178	на почве	1	3
179	иных случаях	1	3
180	этом смысле	5	3
181	но с	1	3
182	одной из	1	3
183	с одной	2	3
184	вопроса о	6	3
185	слова не	3	3
186	как такового	1	3
187	в чувстве	1	3
188	и даже	2	3
189	оно не	2	3
190	одной стороны	1	3
191	на фоне	3	3
192	связь с	1	3
193	в иных	2	3
194	в область	1	3
195	и на	6	3
196	здесь совершенно	1	3
197	да и	6	3
198	слова и	5	3
199	но это	3	3
200	все это	5	3
201	она может	1	3
202	и все	2	3
203	ни было	1	3
204	не знает	3	3
