N	3gram	Bakhtin_Fr_1	KulturaY
1	с точки зрения	3	16
2	в самом деле	1	11
3	для того чтобы	1	11
4	до сих пор	4	8
5	в том что	6	8
6	той или иной	5	5
7	с одной стороны	2	4
8	в связи с	1	4
9	на самом деле	2	3
10	сих пор еще	3	3
11	и в области	1	3
12	можно говорить о	1	3
13	не только в	1	3
14	с другой стороны	1	3
15	не может быть	1	3
16	так и в	2	3
17	в той или	5	2
18	в какой мере	1	2
19	по отношению к	1	2
20	в том числе	10	2
21	как раз и	2	2
22	в отличие от	4	2
23	при этом что	1	2
24	точки зрения на	1	2
25	в известном смысле	1	2
26	не могут быть	1	2
27	беда в том	1	2
28	так как он	1	2
29	то или иное	1	2
30	к тому же	1	2
31	в свое время	2	2
32	литературного языка но	1	1
33	потому что он	1	1
34	на этот вопрос	2	1
35	в целом ряде	1	1
36	еще раз подчеркнуть	1	1
37	в чем же	1	1
38	этот вопрос мы	2	1
39	раз подчеркнуть что	1	1
40	чуть ли не	1	1
41	они ничего не	1	1
42	в таких образах	1	1
43	свое значение и	1	1
44	на тех же	1	1
45	и не может	1	1
46	то что мы	1	1
47	но и в	2	1
48	в сущности первая	1	1
49	в собственном смысле	1	1
50	имеет в виду	1	1
51	это вовсе не	1	1
52	или иной степени	1	1
53	в противоположность этому	1	1
54	от нас и	1	1
55	в наши дни	1	1
56	между прочим в	1	1
57	в известной мере	3	1
58	на время в	1	1
59	не потому что	1	1
60	мы наблюдаем в	1	1
61	они как бы	1	1
62	или иной форме	4	1
63	во всяком случае	1	1
64	он не знает	1	1
65	и пр и	1	1
66	слова и выражения	1	1
67	то же время	1	1
68	вовсе не в	2	1
69	как и всякая	1	1
70	никогда не может	1	1
71	искусства и литературы	4	1
72	есть еще и	1	1
73	обычно совершенно не	1	1
74	и прежде всего	3	1
75	выходит за пределы	3	1
76	особо нужно отметить	1	1
77	но все же	2	1
78	тех же основаниях	1	1
79	мы имеем в	1	1
80	которых можно говорить	1	1
81	можно говорить как	1	1
82	не собираемся решать	1	1
83	известном смысле может	1	1
84	в то же	1	1
85	в вопросе о	1	1
86	в одном из	1	1
87	для нас в	1	1
88	все подобного рода	1	1
89	друг от друга	1	1
90	тех или иных	1	1
91	пр и пр	1	1
92	есть между прочим	1	1
93	от друга в	1	1
94	именно потому что	1	1
