N	3gram	Bakhtin_fo_2	Problemy
1	с точки зрения	8	9
2	до сих пор	2	8
3	не может быть	1	8
4	в большинстве случаев	3	8
5	то же время	4	5
6	в то же	4	5
7	друг с другом	4	5
8	в том числе	3	4
9	как и все	1	4
10	то есть в	1	4
11	к себе самому	3	3
12	в отличие от	1	3
13	как мы увидим	1	3
14	том числе и	2	3
15	с самим собою	1	3
16	имеем в виду	3	3
17	с другой стороны	1	3
18	как бы в	1	3
19	мы имеем в	2	3
20	как и в	1	3
21	и в сущности	1	2
22	а следовательно и	2	2
23	мы уже сказали	3	2
24	сами по себе	2	2
25	но и в	3	2
26	это вовсе не	1	2
27	в том что	3	2
28	но в то	1	2
29	и в большинстве	1	2
30	друг на друга	2	2
31	о том что	1	2
32	можно сказать что	1	2
33	в одном из	1	2
34	той или иной	1	2
35	как мы уже	4	2
36	конечно не в	1	2
37	в себе самом	1	2
38	каждая из этих	1	1
39	себя как бы	1	1
40	и в поэзии	2	1
41	его художественного мира	1	1
42	не может не	1	1
43	как то что	1	1
44	пространстве и времени	2	1
45	в той или	1	1
46	в эпоху возрождения	3	1
47	а вовсе не	1	1
48	прежде всего в	2	1
49	и наконец в	1	1
50	характерно что и	1	1
51	в котором он	1	1
52	и так сказать	1	1
53	также и в	1	1
54	в средние века	3	1
55	том что он	1	1
56	в том же	4	1
57	в этом случае	2	1
58	пространства и времени	2	1
59	с установкой на	1	1
60	как необходимый момент	2	1
61	со всеми ее	1	1
62	и во всех	2	1
63	они вовсе не	1	1
64	и в то	3	1
65	между тем как	1	1
66	рано или поздно	1	1
67	может быть или	1	1
68	так сказать в	1	1
69	те же явления	1	1
70	взгляд может показаться	1	1
71	может быть и	2	1
72	из уст в	1	1
73	одно и то	1	1
74	же относится и	1	1
75	к себе и	1	1
76	мы увидим дальше	1	1
77	века и в	1	1
78	проявляется прежде всего	1	1
79	жизнь до конца	1	1
80	в данном случае	1	1
81	у рабле в	2	1
82	с одной стороны	1	1
83	в конце концов	1	1
84	и то же	1	1
85	но при этом	1	1
86	мы будем говорить	1	1
87	по сравнению с	1	1
88	до некоторой степени	1	1
89	и в нем	1	1
90	и в их	1	1
91	в связи с	7	1
92	в виду что	1	1
93	но только в	1	1
94	в точном смысле	1	1
95	таким образом и	1	1
96	себе самом и	1	1
97	о которых мы	1	1
98	уст в уста	1	1
99	вместо того чтобы	1	1
100	что до сих	1	1
101	в широком смысле	1	1
102	тон и стиль	2	1
103	же характер носит	1	1
104	анализы не являются	1	1
105	из того же	1	1
106	его жизни и	1	1
107	и вместе с	1	1
108	и чувствует себя	1	1
109	специфической логикой в	1	1
110	с самого начала	1	1
111	имеет еще довольно	1	1
112	не только в	5	1
113	но в этом	1	1
114	между ними нет	1	1
115	выходит за пределы	1	1
116	но все же	1	1
117	средние века и	2	1
118	сюда же относится	1	1
119	все они как	1	1
120	друг от друга	2	1
121	все что ему	1	1
122	не только тон	1	1
123	только тон и	1	1
124	есть прежде всего	1	1
125	и во всем	1	1
126	к тому что	1	1
127	такой же характер	1	1
128	бы не было	1	1
129	одна из самых	1	1
130	мы будем рассматривать	1	1
