N	3gram	Tiupa_Anal_1	FransuaR
1	то же время	6	9
2	в то же	8	9
3	для того чтобы	3	6
4	в том что	9	6
5	в этом отношении	2	5
6	но в то	2	5
7	в связи с	1	5
8	в том числе	3	4
9	до сих пор	1	3
10	то же самое	2	2
11	как и во	1	2
12	с точки зрения	4	2
13	и внешнее и	1	2
14	в отличие от	6	2
15	том числе и	1	2
16	и не в	4	2
17	внешнее и внутреннее	1	2
18	о том как	1	2
19	в данном случае	2	2
20	и не могут	1	2
21	не может быть	16	2
22	друг с другом	1	2
23	здесь как и	1	2
24	к тому же	4	2
25	в отрыве от	2	2
26	также и в	1	2
27	и того же	2	1
28	что иное как	5	1
29	да и в	1	1
30	в той или	3	1
31	и той же	1	1
32	далеко не все	1	1
33	по отношению к	5	1
34	в самом деле	2	1
35	же время он	1	1
36	как раз и	1	1
37	ни в коем	2	1
38	всех и каждого	1	1
39	и та же	1	1
40	по своему содержанию	1	1
41	между тем как	1	1
42	на самом же	1	1
43	как может показаться	1	1
44	в частности к	1	1
45	в основе своей	2	1
46	вместе с тем	1	1
47	только для того	1	1
48	в коем случае	2	1
49	пролог и эпилог	1	1
50	и в частности	1	1
51	в себе в	1	1
52	что в качестве	1	1
53	одним из первых	1	1
54	или иной форме	1	1
55	своей полноте и	1	1
56	самом же деле	1	1
57	и таким образом	1	1
58	одной и той	1	1
59	есть не что	3	1
60	жизни прежде всего	2	1
61	не что иное	4	1
62	как и в	1	1
63	в свою очередь	1	1
64	одна и та	1	1
65	и на все	1	1
66	о том что	3	1
67	в конечном счете	4	1
68	и в самом	1	1
69	включает в себя	1	1
70	о мире и	1	1
71	в течение всего	1	1
72	той или иной	6	1
73	но и не	4	1
74	одного и того	2	1
75	в какой-то степени	1	1
76	в полной мере	3	1
77	только тогда когда	1	1
