N	2gram	Medvedev_V_1	Problema
1	то есть	1	39
2	то что	6	38
3	вовсе не	3	37
4	и не	19	37
5	и в	26	35
6	не только	25	24
7	сказать что	5	24
8	том что	8	19
9	что такое	2	18
10	у нас	2	18
11	даже и	3	18
12	о том	10	18
13	может быть	22	18
14	в этом	26	17
15	но и	10	16
16	что мы	2	14
17	только в	7	14
18	не менее	2	13
19	потому что	1	13
20	не может	17	13
21	и что	1	13
22	во всяком	1	13
23	также и	2	12
24	того что	3	12
25	в том	15	12
26	хотя бы	19	12
27	никак не	1	11
28	значения и	1	11
29	и даже	2	11
30	прежде всего	13	11
31	что в	10	11
32	в таком	1	11
33	таком случае	1	10
34	и то	1	10
35	говорить о	2	10
36	еще не	2	10
37	всяком случае	1	10
38	а не	7	10
39	в данном	1	10
40	да и	1	10
41	в этой	4	9
42	пока еще	2	9
43	только на	1	9
44	для нас	1	9
45	значение и	1	8
46	все же	5	8
47	по себе	2	8
48	в виду	4	8
49	было бы	7	8
50	уже не	1	8
51	при помощи	3	8
52	как раз	3	8
53	только о	2	8
54	смысле слова	2	7
55	бы и	6	7
56	все эти	6	7
57	того или	2	7
58	те или	1	7
59	и значения	1	7
60	не имеет	1	7
61	не является	5	7
62	в конце	3	7
63	так и	5	7
64	казалось бы	1	7
65	в его	14	7
66	конце концов	2	7
67	и т	23	6
68	мы и	1	6
69	с другой	11	6
70	но как	3	6
71	а только	1	6
72	к сожалению	2	6
73	относится к	2	6
74	но в	2	6
75	так или	1	6
76	на то	1	6
77	т д	14	6
78	что все	3	6
79	по крайней	2	6
80	можно ли	2	6
81	не о	2	6
82	как будто	1	6
83	крайней мере	2	6
84	же самое	2	6
85	можно сказать	4	6
86	в виде	1	6
87	ни в	1	6
88	в области	2	6
89	или иначе	1	6
90	а именно	1	6
91	о чем	2	6
92	но это	1	6
93	и для	2	6
94	в то	6	6
95	то же	10	5
96	между собой	1	5
97	по своему	1	5
98	отнюдь не	3	5
99	с этим	3	5
100	в самом	4	5
101	в себе	6	5
102	с другими	2	5
103	этом смысле	1	5
104	как и	7	5
105	и без	1	5
106	что всякий	1	5
107	это то	1	5
108	связи с	4	5
109	к сфере	1	5
110	будто бы	2	5
111	той или	1	5
112	и это	1	5
113	как мы	1	5
114	данном случае	1	5
115	можно было	2	5
116	без всякой	1	5
117	тот или	1	5
118	с одной	2	5
119	содержания и	1	5
120	одной стороны	2	5
121	или иной	2	5
122	еще и	2	5
123	своего собственного	1	5
124	что не	3	5
125	другой стороны	8	5
126	в частности	11	5
127	так же	3	5
128	кроме того	1	5
129	в связи	3	5
130	и все	1	5
131	или иного	1	5
132	есть то	1	5
133	самом деле	1	4
134	и есть	5	4
135	что если	1	4
136	не вполне	2	4
137	не был	1	4
138	но не	2	4
139	не все	1	4
140	в общем	2	4
141	сама по	1	4
142	в своем	8	4
143	и той	1	4
144	и как	3	4
145	более или	6	4
146	что она	2	4
147	всех этих	2	4
148	их в	6	4
149	таким образом	31	4
150	каждый знак	1	4
151	заключается в	2	4
152	далеко не	2	4
153	которой он	1	4
154	между собою	2	4
155	или менее	6	4
156	в этих	1	4
157	или вообще	1	4
158	до сих	1	4
159	но только	1	4
160	что на	1	4
161	в каком	1	4
162	уже о	1	4
163	стороны и	2	4
164	не могут	7	4
165	что при	2	4
166	говоря уже	1	4
167	если бы	3	4
168	в математике	1	4
169	значит что	2	4
170	что он	4	4
171	есть в	1	4
172	представить себе	2	4
173	как же	1	4
174	тем что	1	4
175	и самый	1	4
176	если не	1	4
177	эта теория	2	4
178	мы говорим	1	4
179	подобного рода	1	4
180	как бы	5	4
181	это значит	1	4
182	слова и	1	4
183	сих пор	1	4
184	все это	10	4
185	в результате	5	4
186	а в	3	4
187	не говоря	1	4
188	можно говорить	1	3
189	это и	6	3
190	и этот	2	3
191	в их	5	3
192	обойтись без	1	3
193	вопрос о	1	3
194	но даже	3	3
195	то это	2	3
196	не отличается	1	3
197	только тогда	1	3
198	нет и	3	3
199	и речи	1	3
200	что они	3	3
201	в истории	1	3
202	соотношение между	1	3
203	хотя и	2	3
204	не было	7	3
205	не являются	1	3
206	и к	3	3
207	в каком-то	1	3
208	только то	2	3
209	в целом	4	3
210	бы не	2	3
211	из этих	7	3
212	но ведь	1	3
213	и по	3	3
214	лишь в	2	3
215	его в	3	3
216	для них	1	3
217	с тем	3	3
218	в слове	3	3
219	несмотря на	1	3
220	в чистом	1	3
221	или точнее	1	3
222	является только	1	3
223	тому что	6	3
224	этой области	3	3
225	в таких	1	3
226	о значении	1	3
227	с которой	1	3
228	как о	2	3
229	тогда когда	2	3
230	одна из	4	3
231	в науке	2	3
232	в основе	1	3
233	только не	2	3
234	мы бы	1	3
235	анализа и	1	3
236	если же	1	3
237	она не	3	3
238	ничего общего	1	3
239	значительной мере	3	3
240	то или	1	3
241	это только	4	3
242	мы в	1	3
243	он сам	2	3
244	для этого	1	3
245	внимание на	1	3
246	в значительной	3	3
247	или иные	1	3
248	том или	1	3
249	в свете	1	3
250	и наконец	2	3
251	один из	5	3
252	по этому	9	3
253	уже в	1	3
254	в нашей	4	3
255	или даже	1	3
256	и их	3	3
257	для того	3	3
258	даже не	2	3
259	говорим о	1	3
260	же о	2	3
261	что для	3	3
262	и если	1	3
263	относятся к	1	3
264	тому как	2	3
265	структура и	1	3
266	к тому	4	3
267	и от	3	3
268	о котором	1	3
269	бы в	3	3
270	и ни	1	3
271	от всего	1	3
272	существует ли	1	3
273	одновременно и	1	3
274	в своих	2	3
275	речь идет	1	2
276	является для	1	2
277	чтобы не	2	2
278	в зависимости	6	2
279	конструктивных элементов	1	2
280	модель для	1	2
281	из которых	2	2
282	эти термины	1	2
283	зависимости от	5	2
284	на некоторые	1	2
285	в ней	2	2
286	здесь не	1	2
287	во всех	6	2
288	от его	2	2
289	впасть в	1	2
290	себе и	2	2
291	оно является	2	2
292	или иное	1	2
293	которые не	1	2
294	в той	1	2
295	общего с	1	2
296	перед нами	4	2
297	и свою	1	2
298	не очень	1	2
299	необходимо для	1	2
300	наше сознание	1	2
301	тут и	1	2
302	роль в	4	2
303	имеем в	1	2
304	что без	2	2
305	время и	1	2
306	он не	2	2
307	не значит	1	2
308	в понимании	1	2
309	в плане	5	2
310	его от	2	2
311	подобно тому	2	2
312	и ее	4	2
313	однако все	1	2
314	об этом	9	2
315	знает что	1	2
316	входит в	1	2
317	это вовсе	1	2
318	или другого	1	2
319	не существуют	1	2
320	в них	4	2
321	должно быть	2	2
322	точки зрения	3	2
323	имеет ничего	1	2
324	и при	5	2
325	предмета в	1	2
326	что до	1	2
327	которые в	2	2
328	не в	6	2
329	что многие	2	2
330	даже в	5	2
331	для определения	1	2
332	самого начала	1	2
333	что их	1	2
334	на него	1	2
335	значит ли	1	2
336	того чтобы	3	2
337	та или	1	2
338	или как	1	2
339	или иная	1	2
340	как на	3	2
341	не столь	3	2
342	точном смысле	2	2
343	ли это	2	2
344	отличается от	2	2
345	числе и	2	2
346	что оно	3	2
347	что может	1	2
348	утверждать что	4	2
349	на это	2	2
350	в в	1	2
351	мысль о	2	2
352	и сам	1	2
353	без того	1	2
354	том случае	1	2
355	еще в	1	2
356	является в	1	2
357	сводится к	3	2
358	о нем	1	2
359	и поэтому	1	2
360	а также	1	2
361	это было	1	2
362	свести все	1	2
363	этому поводу	7	2
364	что и	3	2
365	вообще и	2	2
366	из моментов	1	2
367	если это	1	2
368	говорить только	1	2
369	может иметь	1	2
370	в него	1	2
371	быть и	1	2
372	как нечто	1	2
373	этих теорий	1	2
374	не имеющих	1	2
375	между этими	1	2
376	сам собой	1	2
377	или в	3	2
378	в качестве	11	2
379	же и	2	2
380	конечно не	1	2
381	с нею	2	2
382	является не	4	2
383	ни просто	1	2
384	мышления и	1	2
385	это обстоятельство	1	2
386	себе в	1	2
387	ведь это	1	2
388	сами по	1	2
389	только с	2	2
390	каждый из	1	2
391	в состоянии	1	2
392	или ином	1	2
393	были бы	1	2
394	это необходимо	1	2
395	и др	9	2
396	принцип этот	1	2
397	смысла и	1	2
398	и многие	1	2
399	что из	1	2
400	совершенно не	1	2
401	нет ничего	1	2
402	вместе с	7	2
403	и особенно	1	2
404	на эту	1	2
405	самого себя	2	2
406	думается что	4	2
407	свидетельствует о	1	2
408	собственно говоря	1	2
409	еще более	1	2
410	но вот	1	2
411	в системе	2	2
412	по поводу	2	2
413	о своем	2	2
414	состоит из	1	2
415	бы его	1	2
416	в заключение	1	2
417	частности в	2	2
418	случае если	1	2
419	это в	1	2
420	том числе	2	2
421	могут не	2	1
422	говоря о	1	1
423	одним из	5	1
424	же как	2	1
425	в движение	1	1
426	сам по	1	1
427	связи между	1	1
428	дело обстоит	1	1
429	другими как	1	1
430	сразу и	1	1
431	ту же	2	1
432	что эти	1	1
433	по его	2	1
434	их и	4	1
435	мы имеем	3	1
436	только результат	1	1
437	это что	1	1
438	именно к	1	1
439	имеет свою	3	1
440	увеличить не	1	1
441	работы на	1	1
442	не впасть	1	1
443	время как	1	1
444	отдельных частей	1	1
445	на себя	1	1
446	приводит в	1	1
447	как орудие	1	1
448	истин и	1	1
449	значит и	3	1
450	бы например	1	1
451	к общему	1	1
452	и сводится	4	1
453	а значит	3	1
454	он был	1	1
455	быть никакого	1	1
456	что его	2	1
457	с его	3	1
458	сознания а	1	1
459	есть функция	1	1
460	в ту	1	1
461	он может	2	1
462	он говорит	5	1
463	это видно	2	1
464	на язык	2	1
465	его сознания	1	1
466	отношение к	1	1
467	его развития	1	1
468	после всего	2	1
469	такой вещи	1	1
470	необходимо и	2	1
471	что во	1	1
472	оказывается не	1	1
473	опирается на	1	1
474	как в	1	1
475	только об	1	1
476	и частного	1	1
477	может обойтись	1	1
478	эмоции и	1	1
479	что нет	2	1
480	частей и	1	1
481	это определение	1	1
482	пустой формой	1	1
483	или иную	1	1
484	видения мира	1	1
485	очень многие	2	1
486	а г	1	1
487	не приходится	2	1
488	к необходимости	1	1
489	мы получаем	1	1
490	формы в	1	1
491	без ее	1	1
492	ни одна	2	1
493	в известном	1	1
494	ничего и	1	1
495	если он	1	1
496	н в	1	1
497	говоря только	1	1
498	так сказать	2	1
499	и играть	1	1
500	не следует	8	1
501	в нем	6	1
502	все те	1	1
503	раз навсегда	1	1
504	в реальной	2	1
505	области не	1	1
506	и еще	1	1
507	в силу	11	1
508	проблемы не	1	1
509	что ни	2	1
510	на этом	1	1
511	так например	2	1
512	в окончательной	1	1
513	же не	1	1
514	для характеристики	1	1
515	в другом	2	1
516	а для	2	1
517	свойств и	1	1
518	говорить не	3	1
519	и менее	1	1
520	это не	7	1
521	на почве	1	1
522	кажется что	1	1
523	не чем	1	1
524	само собою	2	1
525	основания для	1	1
526	то как	1	1
527	и теоретической	1	1
528	ту или	1	1
529	результате чего	2	1
530	или из	1	1
531	же самый	1	1
532	значит не	1	1
533	потому и	1	1
534	мере не	1	1
535	понятия и	1	1
536	себе все	1	1
537	речь может	1	1
538	из сферы	1	1
539	еще недостаточно	1	1
540	будет ясно	1	1
541	при попытках	1	1
542	часто не	2	1
543	работать над	1	1
544	говорил о	1	1
545	возникшая на	1	1
546	в которых	3	1
547	и значит	2	1
548	идти только	1	1
549	единство и	1	1
550	для многих	2	1
551	может вызвать	1	1
552	образом и	1	1
553	является уже	1	1
554	иным как	1	1
555	так называемое	1	1
556	как от	2	1
557	и наоборот	1	1
558	не требуется	1	1
559	бы быть	1	1
560	что например	2	1
561	как можно	1	1
562	нет никакого	1	1
563	что есть	1	1
564	осознанным и	1	1
565	вообще но	1	1
566	что эта	1	1
567	из тех	1	1
568	если в	2	1
569	на себе	1	1
570	и непосредственного	2	1
571	и отдельных	3	1
572	иметь в	2	1
573	например не	2	1
574	никогда не	4	1
575	жизни не	1	1
576	мира и	3	1
577	учения о	1	1
578	во всей	2	1
579	как не	1	1
580	и его	6	1
581	со своим	2	1
582	таковы же	1	1
583	даже самая	2	1
584	целом и	1	1
585	этом отношении	13	1
586	если только	1	1
587	действительности на	2	1
588	едином и	1	1
589	нет ни	2	1
590	говорят в	1	1
591	лежит в	1	1
592	могут обойтись	1	1
593	должны быть	2	1
594	без понятия	1	1
595	установить в	2	1
596	бы он	1	1
597	слова с	1	1
598	в каждом	2	1
599	аппарат человеческой	1	1
600	но по	1	1
601	однако дело	1	1
602	с ее	1	1
603	же так	1	1
604	как один	1	1
605	всего этого	1	1
606	и пытается	1	1
607	очень важную	1	1
608	то время	1	1
609	вопрос что	1	1
610	в дальнейшем	1	1
611	они должны	2	1
612	однако эта	1	1
613	нечто целое	1	1
614	от того	2	1
615	что у	2	1
616	самом понятии	2	1
617	каждого из	1	1
618	представляют собою	2	1
619	о природе	1	1
620	со всем	1	1
621	поэтому в	1	1
622	с ним	1	1
623	образом в	3	1
624	в порядке	5	1
625	вот почему	4	1
626	и красками	1	1
627	не означает	1	1
628	и та	1	1
629	то уже	1	1
630	прямо и	1	1
631	ли она	1	1
632	может не	2	1
633	как форма	1	1
634	и во	1	1
635	между тем	5	1
636	переходит в	1	1
637	творчестве и	1	1
638	быть даже	1	1
639	иной мере	1	1
640	в теории	1	1
641	значительно увеличить	2	1
642	о своих	1	1
643	в другую	2	1
644	из видов	1	1
645	действительности если	1	1
646	но с	2	1
647	вещи для	1	1
648	оно и	1	1
649	в математическом	1	1
650	вся область	1	1
651	одной из	1	1
652	этот вопрос	3	1
653	дело с	1	1
654	самый принцип	1	1
655	что даже	2	1
656	в какой	1	1
657	но ни	1	1
658	представляет собою	11	1
659	то в	1	1
660	и так	1	1
661	и кончая	1	1
662	самые разнообразные	1	1
663	без предварительных	1	1
664	но то	2	1
665	все они	2	1
666	без этого	1	1
667	и конкретность	1	1
668	оно в	1	1
669	и чисто	1	1
670	от других	1	1
671	в данной	1	1
672	и сознания	1	1
673	конечно нет	1	1
674	но для	2	1
675	огромное значение	1	1
676	а и	1	1
677	который как	1	1
678	в известной	1	1
679	в одном	4	1
680	не для	1	1
681	виду именно	1	1
682	содержания а	1	1
683	к ним	1	1
684	друг друга	1	1
685	но что	1	1
686	и никакой	1	1
687	бы все	1	1
688	в едином	1	1
689	в сфере	2	1
690	хотя оно	1	1
691	о своей	1	1
692	являются материальными	1	1
693	не один	1	1
694	не знать	1	1
695	именно в	2	1
696	каждом отдельном	2	1
697	том как	3	1
698	могут иметь	1	1
699	себя и	1	1
700	идет только	1	1
701	говорит о	7	1
702	и труд	1	1
703	но пожалуй	1	1
704	их можно	1	1
705	а наоборот	1	1
706	основное и	1	1
707	имеет своей	1	1
708	факта без	1	1
709	мира в	1	1
710	вообще этот	1	1
711	уже по	2	1
712	нет никаких	2	1
713	к его	2	1
714	и потому	2	1
715	как это	12	1
716	некоторые из	3	1
717	чрезвычайно важно	1	1
718	имеются в	1	1
719	в пределах	5	1
720	где же	1	1
721	лежат в	1	1
722	простого и	1	1
723	может идти	1	1
724	оно входит	1	1
725	т е	18	1
726	бы значительно	1	1
727	и формы	2	1
728	еще раз	1	1
729	сказать не	1	1
730	действительность в	2	1
731	о его	2	1
732	между прочим	2	1
733	глубину и	1	1
734	дает возможность	1	1
735	вне его	2	1
736	случае он	1	1
737	в более	1	1
738	многие из	2	1
739	которых она	1	1
740	еще больше	1	1
741	мышления в	2	1
742	как художественная	1	1
743	в точном	2	1
744	видно из	3	1
745	человека это	1	1
746	рода м	1	1
747	у них	2	1
748	и смысл	1	1
749	года в	1	1
750	что а	1	1
751	мысль в	1	1
752	во время	3	1
753	же в	6	1
754	трудным и	1	1
755	а н	1	1
756	односторонне но	1	1
757	понимать как	2	1
758	подчеркивают в	1	1
759	не быть	2	1
760	ведь ни	1	1
761	какой мере	1	1
762	чем иным	1	1
763	есть и	1	1
764	кстати сказать	1	1
765	структуры в	1	1
766	к этой	1	1
767	которая уже	1	1
768	ее в	4	1
769	к этому	9	1
770	можно назвать	1	1
771	своей работы	1	1
772	они не	2	1
