N	3gram	Tiupa_Teor_1	FransuaR
1	то же время	5	9
2	в то же	5	9
3	в том числе	2	4
4	в свою очередь	2	3
5	с точки зрения	3	3
6	но в то	1	3
7	все то что	1	3
8	в последней главе	1	3
9	в том что	8	3
10	дело в том	1	2
11	по отношению к	4	2
12	более или менее	2	2
13	имеем в виду	3	2
14	в большинстве случаев	1	2
15	том числе и	1	2
16	те и другие	1	2
17	и в этой	1	2
18	в значительной степени	1	2
19	как и в	2	2
20	таким образом и	1	2
21	мы имеем в	3	2
22	и те и	1	2
23	в более или	1	2
24	и в сущности	1	1
25	по своей природе	2	1
26	то есть для	1	1
27	что иное как	1	1
28	в этом мире	2	1
29	целый ряд произведений	1	1
30	на котором он	1	1
31	то же самое	1	1
32	а также в	1	1
33	является одним из	1	1
34	ведь это не	1	1
35	но он не	1	1
36	со всех сторон	1	1
37	тогда как в	2	1
38	не что иное	1	1
39	содержит в себе	1	1
40	в данном случае	5	1
41	он не говорит	1	1
42	о том что	1	1
43	в том или	1	1
44	в связи с	1	1
45	в его лице	1	1
46	по ту сторону	1	1
47	есть не что	1	1
48	внешних и внутренних	1	1
49	в первом случае	1	1
50	и многих других	1	1
51	и тем самым	2	1
52	именно потому что	1	1
53	друг от друга	1	1
54	в этом смысле	2	1
55	хотя и это	1	1
56	в силу своей	1	1
57	том или ином	1	1
58	не говорит что	1	1
