N	3gram	Vinokur_St_3	Analitik
1	в том что	11	7
2	с другой стороны	4	5
3	о том что	4	5
4	по крайней мере	4	4
5	в свою очередь	1	4
6	в русской литературе	1	3
7	то же время	3	3
8	не только не	1	3
9	той или иной	1	3
10	в то же	3	3
11	в этом отношении	4	3
12	в русской поэзии	2	2
13	том что он	1	2
14	с точки зрения	4	2
15	одной и той	1	2
16	тот или иной	1	2
17	с одной стороны	2	2
18	тем не менее	2	2
19	тем или иным	1	2
20	во всяком случае	4	2
21	в свое время	1	2
22	что несмотря на	1	2
23	можно сказать что	1	2
24	совершенно очевидно что	1	2
25	и той же	1	2
26	и может быть	1	1
27	не за себя	1	1
28	в той или	1	1
29	характерным в этом	1	1
30	в особенности это	1	1
31	у пушкина не	1	1
32	не говоря уже	1	1
33	на самом деле	1	1
34	этого ничего не	2	1
35	и так сказать	1	1
36	в самом деле	1	1
37	словами самого пушкина	1	1
38	в этом смысле	4	1
39	по тем или	1	1
40	а а а	2	1
41	что в общем	2	1
42	до сих пор	2	1
43	говоря уже о	1	1
44	да еще и	1	1
45	между тем как	2	1
46	каждом отдельном случае	1	1
47	таким образом в	1	1
48	что мы знаем	1	1
49	в царском селе	2	1
50	и судя по	1	1
51	сказать что они	1	1
52	как раз в	1	1
53	сам по себе	1	1
54	в самом начале	1	1
55	в том чтобы	2	1
56	и тогда со	1	1
57	устах самого пушкина	1	1
58	не только в	3	1
59	остаться самим собой	1	1
60	а а в	1	1
61	воспоминания в царском	1	1
62	в применении к	1	1
63	в известном смысле	1	1
64	себя а за	1	1
65	а с другой	2	1
66	по этому пути	1	1
67	так или иначе	1	1
68	не в том	3	1
69	в связи с	3	1
70	все что мы	1	1
71	за себя а	1	1
72	в устах самого	1	1
73	для того чтобы	1	1
74	под углом зрения	1	1
75	не может быть	5	1
76	в этом же	1	1
77	свое отражение в	1	1
78	в одном из	1	1
79	вопрос о том	1	1
80	в статье о	1	1
81	речь идет о	1	1
82	пушкина в этом	1	1
83	а а и	1	1
84	тем более что	2	1
85	заключается в том	2	1
86	можно судить по	1	1
87	в каждом отдельном	1	1
88	дело не в	1	1
89	так что она	1	1
90	не отступал в	1	1
91	в отдельных случаях	1	1
92	все это было	1	1
