N	2gram	Losev_Dial_4	Stilisti
1	и в	15	42
2	не только	8	27
3	как бы	14	27
4	прежде всего	11	22
5	хотя бы	4	17
6	то же	9	15
7	но и	4	15
8	и не	30	14
9	не может	11	12
10	может быть	17	12
11	мы уже	3	11
12	как и	7	11
13	точки зрения	14	11
14	отнюдь не	4	10
15	в этом	11	10
16	и как	4	10
17	как мы	1	10
18	мы должны	4	10
19	что мы	7	10
20	мы не	9	9
21	при этом	2	9
22	в то	6	9
23	для того	5	9
24	то что	16	9
25	в ней	5	8
26	все же	2	8
27	в себе	8	8
28	таким образом	5	8
29	тем самым	3	8
30	и это	8	8
31	с тем	4	8
32	что же	2	8
33	в зависимости	1	7
34	зависимости от	1	7
35	и на	5	7
36	в которой	2	7
37	было бы	9	7
38	и тем	6	7
39	так как	14	7
40	никогда не	2	7
41	же время	6	7
42	потому что	10	7
43	того чтобы	5	7
44	ничего не	17	7
45	с его	5	7
46	только в	7	7
47	и его	7	7
48	мы можем	3	7
49	а не	18	7
50	и от	1	7
51	во всех	2	6
52	мы будем	2	6
53	в этой	4	6
54	но ведь	1	6
55	в нем	5	6
56	не в	8	6
57	в процессе	1	6
58	или как	1	6
59	в области	3	6
60	когда мы	1	6
61	так и	5	6
62	другими словами	5	6
63	и так	2	6
64	в конце	1	6
65	или иной	1	6
66	в свою	3	6
67	той же	5	5
68	уже в	1	5
69	в нашем	1	5
70	в той	1	5
71	и наконец	3	5
72	одно и	1	5
73	и с	4	5
74	того или	2	5
75	мы видели	1	5
76	с точки	9	5
77	и той	3	5
78	а в	1	5
79	не является	1	5
80	те же	1	5
81	в его	4	5
82	и следовательно	3	5
83	и их	2	5
84	вместе с	2	5
85	как это	2	5
86	своей жизни	1	5
87	у которого	1	5
88	и то	3	4
89	или иную	2	4
90	себя в	2	4
91	что именно	7	4
92	но в	3	4
93	в самом	2	4
94	что это	13	4
95	уже не	9	4
96	всех своих	1	4
97	можно было	1	4
98	его в	1	4
99	ту или	2	4
100	и без	2	4
101	у нас	3	4
102	но все	2	4
103	всего в	1	4
104	той или	4	4
105	свою очередь	2	4
106	было в	1	4
107	если бы	6	4
108	в словах	3	4
109	о том	5	4
110	можно сказать	5	4
111	мы показали	1	4
112	все время	1	4
113	того что	13	4
114	один из	4	4
115	мы видим	4	4
116	в качестве	2	4
117	если мы	5	4
118	точка зрения	1	4
119	были бы	1	4
120	не просто	7	4
121	и пр	9	4
122	к своему	2	4
123	не что	8	4
124	все это	9	4
125	не знаем	1	4
126	бы в	4	4
127	зрения в	1	4
128	так же	4	4
129	отношения к	3	3
130	на самом	1	3
131	которое может	1	3
132	и само	2	3
133	только благодаря	1	3
134	жизни это	1	3
135	еще не	4	3
136	видели что	1	3
137	нет и	2	3
138	или иное	3	3
139	перед нами	6	3
140	хотя и	6	3
141	та же	3	3
142	если он	1	3
143	и вот	11	3
144	их в	1	3
145	будем говорить	1	3
146	не будет	2	3
147	об этом	3	3
148	лишь в	2	3
149	это не	12	3
150	чаще всего	1	3
151	не мог	2	3
152	том что	10	3
153	что такое	5	3
154	бы мы	1	3
155	что было	2	3
156	необходимо чтобы	2	3
157	слово и	1	3
158	в разных	2	3
159	связи с	1	3
160	деятельности и	1	3
161	да и	2	3
162	слова но	1	3
163	и развития	1	3
164	что оно	7	3
165	в виду	9	3
166	в ее	2	3
167	то или	3	3
168	роль в	1	3
169	мы в	1	3
170	и здесь	1	3
171	не имеем	2	3
172	должно было	1	3
173	то мы	3	3
174	жизни и	4	3
175	конечно не	2	3
176	из них	2	3
177	его и	1	3
178	не так	1	3
179	в котором	2	3
180	в одном	4	3
181	но что	5	3
182	от того	2	3
183	что и	6	3
184	и даже	6	3
185	конце концов	1	3
186	и уже	4	3
187	ни на	6	3
188	как только	5	3
189	этом случае	1	3
190	как таковой	5	3
191	и слово	2	3
192	но для	2	3
193	тех или	4	3
194	и для	5	3
195	и все	11	3
196	главным образом	2	3
197	но вот	1	3
198	о своем	1	3
199	не знает	1	3
200	сказать что	6	3
201	я и	1	2
202	также и	4	2
203	человека и	2	2
204	с кем	1	2
205	жизни мы	1	2
206	мы имели	3	2
207	и больше	1	2
208	и этот	1	2
209	от чего	2	2
210	его не	1	2
211	мы имеем	5	2
212	вопрос о	2	2
213	как не	2	2
214	и он	1	2
215	не нужно	2	2
216	иное как	8	2
217	природы и	2	2
218	и всего	1	2
219	только потому	3	2
220	значение и	1	2
221	только тогда	5	2
222	очевидно что	1	2
223	отношение к	1	2
224	себе и	2	2
225	как в	3	2
226	и нет	3	2
227	помнить что	1	2
228	от нашего	1	2
229	целый ряд	1	2
230	как таковое	3	2
231	бы и	3	2
232	ни один	2	2
233	все эти	3	2
234	бы не	2	2
235	друг другу	1	2
236	человек не	1	2
237	к миру	1	2
238	уяснить себе	1	2
239	же самая	1	2
240	одной и	3	2
241	человека в	1	2
242	связанные с	1	2
243	ясно что	11	2
244	есть не	5	2
245	с этим	3	2
246	в жизни	5	2
247	но мы	2	2
248	нашего исследования	2	2
249	не всегда	3	2
250	попробуем теперь	2	2
251	и при	2	2
252	в своей	3	2
253	в отношении	2	2
254	место в	1	2
255	в которых	1	2
256	которые в	1	2
257	при условии	2	2
258	однако в	2	2
259	который мы	1	2
260	ее с	1	2
261	в основе	10	2
262	в нас	1	2
263	что иное	8	2
264	смысл его	1	2
265	смысл то	1	2
266	эти три	1	2
267	только одним	1	2
268	или иных	1	2
269	в каком	5	2
270	ли не	1	2
271	же такое	1	2
272	не есть	40	2
273	из всего	1	2
274	ни слова	1	2
275	в пределах	1	2
276	в дальнейшем	1	2
277	и когда	2	2
278	быть может	1	2
279	и вообще	7	2
280	с ним	3	2
281	что перед	1	2
282	почему же	1	2
283	к нему	1	2
284	в языке	1	2
285	в него	1	2
286	видим что	4	2
287	в том	11	2
288	тот же	1	2
289	одной из	2	2
290	что он	7	2
291	как нечто	2	2
292	и все-таки	1	2
293	для всех	3	2
294	да еще	2	2
295	слова не	1	2
296	в душе	1	2
297	себе в	1	2
298	допустим что	2	2
299	ничего что	1	2
300	заметить что	1	2
301	тем что	2	2
302	даже и	3	2
303	не было	2	2
304	до конца	1	2
305	будет иметь	2	2
306	в связи	1	2
307	равно как	2	2
308	нет ничего	6	2
309	и потому	3	2
310	как одно	2	2
311	из которых	3	2
312	должно быть	2	2
313	но это	4	2
314	при всем	1	2
315	в точном	1	2
316	или в	7	2
317	на первый	1	2
318	но об	1	2
319	у них	1	2
320	и ни	2	2
321	что другое	1	2
322	или несколько	1	2
323	теперь же	1	2
324	этот вопрос	1	2
325	не говоря	3	2
326	в частности	2	2
327	к этому	3	2
328	что то	1	2
329	в голову	1	2
330	в своих	1	2
331	гораздо более	1	2
332	равным образом	1	1
333	смысле слова	1	1
334	можно говорить	2	1
335	явлений природы	1	1
336	же как	1	1
337	чтобы не	1	1
338	самым не	1	1
339	по отдельным	1	1
340	права делать	1	1
341	переход от	1	1
342	и должны	1	1
343	решительно все	1	1
344	который можно	1	1
345	чего не	3	1
346	бы к	1	1
347	ведь и	2	1
348	собственном смысле	2	1
349	в их	3	1
350	для своего	1	1
351	при анализе	1	1
352	теперь мы	7	1
353	бы что	1	1
354	оба эти	1	1
355	в сущности	5	1
356	совпадает с	2	1
357	говорить о	11	1
358	достаточно чтобы	1	1
359	я не	5	1
360	себе что	2	1
361	не одно	1	1
362	из ее	2	1
363	имя и	1	1
364	реальной жизни	1	1
365	качестве одного	1	1
366	это возможно	2	1
367	ней как	1	1
368	быть в	5	1
369	мы начинаем	2	1
370	в чем	8	1
371	сама собой	1	1
372	из сторон	1	1
373	именно этот	2	1
374	но как	2	1
375	не то	1	1
376	и всякий	1	1
377	в общем	1	1
378	в новом	1	1
379	и будет	2	1
380	мы сейчас	1	1
381	друга и	1	1
382	небо будет	1	1
383	явление которое	1	1
384	нами только	1	1
385	в собственном	3	1
386	в истории	3	1
387	как говорит	1	1
388	в одной	1	1
389	если она	2	1
390	своей и	3	1
391	на минуту	1	1
392	в своем	5	1
393	случайной и	1	1
394	кроме того	2	1
395	поняли бы	1	1
396	и есть	19	1
397	такое слово	1	1
398	понять и	2	1
399	когда он	3	1
400	и художественного	1	1
401	даже просто	1	1
402	себе не	2	1
403	все возможные	1	1
404	же нельзя	1	1
405	от этого	3	1
406	выражает и	1	1
407	то в	5	1
408	где все	1	1
409	зависит как	1	1
410	с той	2	1
411	зависит и	1	1
412	существует лишь	1	1
413	чем больше	2	1
414	возможно что	1	1
415	из этих	2	1
416	осуществляется в	2	1
417	что так	1	1
418	законам природы	2	1
419	думать что	2	1
420	с их	4	1
421	остановиться на	1	1
422	бы только	4	1
423	только один	1	1
424	имеем в	1	1
425	история это	2	1
426	из общей	1	1
427	в наших	1	1
428	все они	1	1
429	и если	3	1
430	все ее	1	1
431	вообще не	1	1
432	религия и	1	1
433	тем не	2	1
434	время и	2	1
435	и частично	1	1
436	он не	1	1
437	о которой	1	1
438	еще раньше	1	1
439	всех этих	1	1
440	он должен	1	1
441	этого вопроса	1	1
442	не как	4	1
443	в силу	4	1
444	связи ее	1	1
445	он так	1	1
446	что может	1	1
447	на этом	3	1
448	прежде чем	2	1
449	на то	5	1
450	что нельзя	1	1
451	не очевидно	1	1
452	в основу	1	1
453	однако все	1	1
454	этим самым	1	1
455	мысль об	1	1
456	личности все	1	1
457	в каком-нибудь	2	1
458	конечно в	1	1
459	на все	2	1
460	нашем случае	1	1
461	как тот	1	1
462	ничего удивительного	1	1
463	который уже	1	1
464	знаем как	1	1
465	как между	1	1
466	одна и	1	1
467	истории и	2	1
468	весь мир	2	1
469	только лишь	1	1
470	за ним	1	1
471	он является	1	1
472	с этой	2	1
473	во внимание	2	1
474	и вне	2	1
475	же самый	1	1
476	и тогда	2	1
477	одного и	1	1
478	нее и	1	1
479	бы на	1	1
480	к тем	1	1
481	этого необходимо	1	1
482	мы замечаем	1	1
483	того события	1	1
484	это только	1	1
485	на месте	1	1
486	по сравнению	2	1
487	и процесс	1	1
488	то для	1	1
489	самый момент	1	1
490	одна сторона	1	1
491	бытие в	1	1
492	оказывается что	4	1
493	мы теперь	2	1
494	конечно тоже	1	1
495	по крайней	7	1
496	откуда я	1	1
497	этот предмет	2	1
498	этой самой	1	1
499	том же	1	1
500	что этот	2	1
501	или если	1	1
502	зрения и	1	1
503	по себе	13	1
504	даже в	1	1
505	и вся	1	1
506	но всякая	1	1
507	и какая	1	1
508	нет никакого	3	1
509	этих трех	1	1
510	без него	1	1
511	содержит в	1	1
512	теми или	1	1
513	не менее	2	1
514	но они	2	1
515	что эта	2	1
516	с которой	1	1
517	она не	4	1
518	и ясно	1	1
519	нам путь	1	1
520	это дает	1	1
521	тогда когда	5	1
522	того как	2	1
523	одна из	1	1
524	так чтобы	3	1
525	и искусство	2	1
526	иметь в	2	1
527	та или	3	1
528	их собственного	1	1
529	только не	3	1
530	это мы	1	1
531	следовательно и	1	1
532	совершенно ясным	1	1
533	и всегда	1	1
534	воли и	2	1
535	именно с	1	1
536	находятся в	1	1
537	и весь	1	1
538	того в	1	1
539	время только	1	1
540	говорить лишь	1	1
541	и теперь	1	1
542	ничто не	2	1
543	вопрос в	1	1
544	что возможно	1	1
545	и искусства	1	1
546	доказать что	1	1
547	и оно	1	1
548	если его	1	1
549	не могут	2	1
550	переход в	2	1
551	должны быть	4	1
552	какие только	1	1
553	раз навсегда	1	1
554	кем и	1	1
555	необходимо не	1	1
556	что для	1	1
557	приходит к	1	1
558	и о	8	1
559	история но	2	1
560	говоря уже	3	1
561	без всякого	2	1
562	что всякая	1	1
563	можно сделать	1	1
564	мы наблюдаем	1	1
565	его самого	1	1
566	вещи и	2	1
567	здесь как	1	1
568	в себя	5	1
569	показать как	2	1
570	в которые	1	1
571	понятно что	1	1
572	этой жизни	2	1
573	наконец третья	1	1
574	он к	1	1
575	для этого	2	1
576	даже не	2	1
577	образом в	1	1
578	предмет или	1	1
579	и историческое	1	1
580	бытия когда	2	1
581	и личность	1	1
582	и та	3	1
583	определенным образом	1	1
584	структуру и	1	1
585	никак не	2	1
586	и что	9	1
587	ясным что	1	1
588	наконец на	1	1
589	мог бы	2	1
590	у достоевского	2	1
591	вовсе и	1	1
592	все его	1	1
593	может не	1	1
594	вне всякой	2	1
595	и во	2	1
596	жизни он	1	1
597	и лишь	1	1
598	или иная	2	1
599	смысле не	1	1
600	складывается из	1	1
601	представим себе	2	1
602	этот момент	3	1
603	и хорошо	1	1
604	самые основные	1	1
605	и которое	1	1
606	крайней мере	7	1
607	них в	1	1
608	вслед за	1	1
609	от этих	2	1
610	что бы	1	1
611	возможность построить	1	1
612	точках зрения	1	1
613	народов и	1	1
614	наконец и	1	1
615	говорить не	1	1
616	с ними	4	1
617	в угоду	1	1
618	бы из	1	1
619	даже если	1	1
620	но откуда	1	1
621	не мешает	2	1
622	создание и	1	1
623	история и	2	1
624	с какой	1	1
625	так что	6	1
626	же и	2	1
627	есть в	4	1
628	времени когда	3	1
629	и событий	2	1
630	не можем	1	1
631	истории человечества	1	1
632	своим собственным	2	1
633	в нашей	2	1
634	в виде	3	1
635	здесь же	1	1
636	не из	1	1
637	речь в	1	1
638	при помощи	3	1
639	этот и	1	1
