N	3gram	Bakhtin_Pr_5	Dialekti
1	с точки зрения	2	14
2	тем не менее	1	10
3	не только не	1	7
4	не может быть	3	6
5	в самом деле	1	5
6	сам по себе	2	5
7	по крайней мере	1	5
8	о том что	1	5
9	подобно тому как	2	4
10	то время как	1	4
11	в то время	1	4
12	сама по себе	1	4
13	как раз и	2	3
14	того что он	2	3
15	в том что	2	3
16	что он есть	1	3
17	как и в	1	3
18	и прежде всего	4	3
19	но даже и	1	2
20	он не может	3	2
21	как и все	2	2
22	а что же	1	2
23	одно и то	3	2
24	не говорит о	1	2
25	и то же	3	2
26	и в этом	2	2
27	с другой стороны	3	2
28	и с этой	1	2
29	во всяком случае	4	2
30	что же такое	1	2
31	той или иной	4	2
32	должно быть и	1	2
33	к тому что	1	2
34	к тому же	3	2
35	ни того ни	1	1
36	о мире как	1	1
37	и сам по	1	1
38	что каждый из	1	1
39	потому что в	1	1
40	и что только	1	1
41	у меня в	1	1
42	к нему с	1	1
43	и во всяком	1	1
44	я не хочу	2	1
45	на самом деле	9	1
46	и в особенности	1	1
47	новых точек зрения	1	1
48	то же самое	1	1
49	вы говорите что	1	1
50	представить в виде	1	1
51	до сих пор	1	1
52	и не может	2	1
53	и в то	2	1
54	друг на друга	2	1
55	и которая в	1	1
56	по себе и	2	1
57	чем иным как	1	1
58	и та же	2	1
59	он и не	2	1
60	в этом отношении	1	1
61	о себе самом	5	1
62	говорит о себе	1	1
63	это вовсе не	1	1
64	для себя и	1	1
65	от себя самого	1	1
66	но я хочу	1	1
67	а так как	1	1
68	что никто и	1	1
69	не чем иным	1	1
70	в данном случае	1	1
71	и что он	2	1
72	и в отношении	1	1
73	и как бы	1	1
74	каждый из них	1	1
75	в такой же	2	1
76	которых он не	1	1
77	не в силах	2	1
78	только на одно	1	1
79	уже и не	1	1
80	одна и та	2	1
81	я не могу	1	1
82	это конечно не	1	1
83	и в том	1	1
84	должны признать что	1	1
85	раз говорил что	1	1
86	и ни в	1	1
87	ни в чем	1	1
88	то же время	10	1
89	в нем нет	1	1
90	и пр в	1	1
91	что в сущности	1	1
92	к нему можно	1	1
93	в его внутренней	2	1
94	это потому что	1	1
95	раз и показывает	1	1
96	и все это	2	1
97	к нему и	4	1
98	да ведь это	1	1
99	но все эти	1	1
100	бы то ни	3	1
101	то ни было	3	1
102	так в сущности	1	1
103	не может и	1	1
104	уже сама по	1	1
105	в то же	10	1
106	в глубине души	1	1
107	того ни другого	1	1
108	в процессе всего	1	1
109	и с самим	2	1
110	что и в	1	1
111	который не может	1	1
112	того или другого	1	1
