N	3gram	Vinokur_St_1	Hudozhes
1	о том что	11	9
2	и т п	9	8
3	то же время	4	8
4	по отношению к	3	8
5	в то же	4	8
6	в том что	17	6
7	в самом деле	5	4
8	можно было бы	8	4
9	к тому что	1	4
10	с точки зрения	8	3
11	в этом отношении	7	3
12	но в то	2	3
13	жизни и смерти	1	3
14	и в самом	3	3
15	тем не менее	2	3
16	как и в	2	3
17	и т д	21	3
18	том что в	3	2
19	о том как	1	2
20	того или иного	4	2
21	что же касается	3	2
22	только в том	3	2
23	что он не	1	2
24	в первую очередь	2	2
25	до сих пор	7	2
26	в равной мере	2	2
27	ту или иную	1	2
28	как раз в	2	2
29	не только в	4	2
30	это прежде всего	2	2
31	так или иначе	2	2
32	не в том	2	2
33	не может быть	5	2
34	и это не	1	2
35	и о том	1	2
36	речь идет о	2	2
37	на то что	4	2
38	по его словам	1	1
39	на том что	1	1
40	а между тем	1	1
41	потому что он	1	1
42	не может не	1	1
43	одних и тех	1	1
44	том смысле как	1	1
45	лишь то что	1	1
46	я никогда не	1	1
47	из них это	1	1
48	б м эйхенбаум	1	1
49	на самом деле	6	1
50	а как к	1	1
51	в этом смысле	1	1
52	том что он	1	1
53	что ведь и	1	1
54	сих пор еще	1	1
55	же как и	1	1
56	потому что не	1	1
57	и в этом	3	1
58	в одной из	1	1
59	самом деле не	1	1
60	и в то	1	1
61	сами по себе	1	1
62	в иных случаях	2	1
63	же время не	1	1
64	но вот уж	1	1
65	в том случае	1	1
66	и тех же	1	1
67	в это время	1	1
68	не хотелось бы	1	1
69	в узком смысле	1	1
70	здесь нет и	1	1
71	и что в	1	1
72	содержит в себе	1	1
73	и по отношению	1	1
74	а с пушкина	1	1
75	в конце концов	1	1
76	прежде всего его	1	1
77	объясняется тем что	1	1
78	а также и	2	1
79	причем все эти	1	1
80	так и в	4	1
81	имеет ничего общего	2	1
82	в том как	3	1
83	его и т	1	1
84	том что я	1	1
85	в конце первой	2	1
86	в том и	1	1
87	во всяком случае	6	1
88	он не знает	1	1
89	того времени как	1	1
90	не имеет ничего	2	1
91	в свое время	2	1
92	смысле как мы	1	1
93	а в том	1	1
94	в данном случае	6	1
95	ни в чем	1	1
96	как будто бы	1	1
97	это в равной	1	1
98	ничего общего с	3	1
99	с того что	1	1
100	и имеет право	1	1
101	но все же	3	1
102	за то что	3	1
103	друг от друга	1	1
104	было видно что	1	1
105	в том смысле	2	1
106	с одной стороны	2	1
107	во многих отношениях	1	1
108	в результате которой	1	1
109	отсюда и проистекает	1	1
110	могло бы быть	1	1
