N	2gram	Vygotskiy__1	RusskieA
1	и в	31	36
2	не только	13	22
3	том что	16	19
4	что в	23	19
5	в том	30	17
6	т е	3	17
7	но и	2	16
8	так как	18	15
9	и другие	4	13
10	п в	1	13
11	в этом	12	12
12	в других	1	11
13	и т	26	10
14	и на	1	10
15	это не	1	10
16	как и	16	10
17	как мы	2	10
18	вместе с	8	10
19	потому что	10	10
20	т д	8	9
21	об этом	1	9
22	а в	6	9
23	в другие	1	8
24	состоит в	3	8
25	и по	3	8
26	с тем	3	8
27	у нас	4	8
28	о том	7	8
29	один из	4	8
30	мы увидим	4	8
31	из них	2	8
32	может быть	22	8
33	как это	4	8
34	что они	2	7
35	так и	3	7
36	между тем	4	7
37	что и	13	7
38	и других	3	7
39	мы не	12	6
40	таким образом	20	6
41	при этом	19	6
42	с этого	1	6
43	уже не	2	6
44	в них	2	6
45	и не	16	6
46	все это	8	6
47	для нас	5	6
48	будто бы	2	6
49	то что	32	6
50	как в	9	5
51	все же	5	5
52	во многих	1	5
53	показывает что	5	5
54	при изучении	1	5
55	в которых	3	5
56	того как	1	5
57	как будто	5	5
58	там же	2	5
59	с ними	1	5
60	и у	4	5
61	одно из	2	5
62	как бы	5	5
63	с в	3	4
64	мы имеем	4	4
65	в первый	1	4
66	еще не	1	4
67	во всех	1	4
68	что по	3	4
69	представляет собой	2	4
70	эти песни	1	4
71	из этих	6	4
72	в их	1	4
73	п с	1	4
74	что этот	1	4
75	тому что	4	4
76	вплоть до	1	4
77	одна из	4	4
78	в русском	2	4
79	связи с	1	4
80	что на	3	4
81	к тому	4	4
82	его с	1	4
83	и что	8	4
84	и их	2	4
85	а с	1	4
86	и др	1	4
87	в тех	1	4
88	того что	10	4
89	по существу	4	4
90	но это	3	4
91	в связи	2	4
92	как уже	1	4
93	не может	17	4
94	только в	14	4
95	к этому	4	4
96	то на	2	3
97	увидим ниже	1	3
98	представление о	3	3
99	своего рода	1	3
100	если в	1	3
101	в своем	3	3
