N	2gram	Ircho_Kome_3	StatiiOP
1	в и	2	130
2	и в	22	44
3	в том	12	36
4	и т	4	30
5	что в	5	30
6	том что	13	29
7	в этом	8	21
8	т д	1	21
9	вовсе не	4	19
10	не только	5	18
11	то что	4	18
12	было бы	3	17
13	о том	8	17
14	а в	7	17
15	а не	4	16
16	и не	21	16
17	может быть	6	15
18	т е	16	15
19	в области	2	14
20	как в	2	13
21	можно было	2	13
22	не в	4	12
23	в первой	1	12
24	самом деле	6	11
25	в этой	3	11
26	того чтобы	6	11
27	точки зрения	4	11
28	но в	5	10
29	ясно что	6	10
30	для того	6	10
31	что он	8	10
32	только в	1	10
33	но и	4	10
34	как и	3	9
35	в отношении	4	9
36	в то	6	9
37	так и	4	9
38	если бы	8	9
39	в его	8	9
40	т п	4	9
41	с другой	4	9
42	например в	1	8
43	во всех	2	8
44	все же	4	8
45	это не	2	8
46	из них	5	8
47	с точки	3	8
48	и его	6	8
49	не может	3	8
50	я не	1	7
51	что они	2	7
52	в самом	9	7
53	в статье	1	7
54	таким образом	12	7
55	другой стороны	2	7
56	для нас	1	7
57	этом отношении	2	7
58	до сих	9	7
59	прежде всего	5	7
60	сих пор	9	7
61	сказать что	1	7
62	по поводу	1	7
63	со стороны	11	6
64	из этих	1	6
65	в своей	5	6
66	потому что	10	6
67	что и	8	6
68	всяком случае	3	6
69	так что	6	6
70	хотя бы	4	6
71	во всяком	3	6
72	то же	7	5
73	той же	1	5
74	в обеих	1	5
75	уже о	1	5
76	в целом	3	5
77	все эти	1	5
78	в нем	3	5
79	и по	1	5
80	г в	2	5
81	в слове	1	5
82	такой же	1	5
83	в котором	2	5
84	в которых	5	5
85	не менее	5	5
86	вплоть до	2	5
87	никогда не	3	5
88	могут быть	1	5
89	в печати	1	5
90	так как	11	5
91	тем что	5	5
92	и даже	3	5
93	что мы	2	5
94	все это	5	5
95	была бы	1	5
96	совершенно не	2	5
97	жизни и	1	5
98	так же	4	5
99	речь идет	5	4
100	в рукописи	2	4
101	как это	5	4
102	в которой	3	4
103	вопрос о	1	4
104	столь же	3	4
105	в новом	1	4
106	на то	3	4
107	что она	4	4
108	и почему	1	4
109	является не	1	4
110	но все	4	4
111	всё это	1	4
112	но если	3	4
113	том как	3	4
114	случае в	1	4
115	представление о	2	4
116	времени не	1	4
117	дело не	2	4
118	не имеет	3	4
119	же время	5	4
120	в ее	3	4
121	что у	1	4
122	на вопрос	2	4
123	и что	6	4
124	во втором	1	4
125	в качестве	2	4
126	мы находим	1	4
127	как раз	6	4
128	не было	2	4
129	даже не	3	4
130	в частности	3	4
131	всё же	1	4
132	как бы	3	4
133	тем более	4	4
134	это в	2	4
135	того же	6	3
136	и без	2	3
137	тем же	3	3
138	то это	5	3
139	в ней	4	3
140	еще не	6	3
141	он был	4	3
142	в чем	1	3
143	из двух	1	3
144	но не	1	3
145	ответ на	1	3
146	по отношению	5	3
147	к сожалению	1	3
148	и я	2	3
149	в истории	1	3
150	общего с	1	3
151	с этим	3	3
152	как к	1	3
153	что касается	2	3
154	не являются	1	3
155	то в	1	3
156	точку зрения	1	3
157	в каждом	1	3
158	за то	2	3
159	в другом	2	3
160	и с	4	3
161	и тем	1	3
162	ни в	10	3
163	сто лет	3	3
164	чем в	3	3
165	о которой	2	3
166	что не	3	3
167	тому что	2	3
168	в г	2	3
169	во время	6	3
170	в конце	7	3
171	а на	2	3
172	не по	7	3
173	в основе	2	3
174	стремление к	1	3
175	обстоятельство что	2	3
176	в остальных	1	3
177	должен быть	2	3
178	об этом	7	3
179	его жизни	1	3
180	которых в	1	3
181	между тем	2	3
182	и только	1	3
183	в двух	3	3
184	в какой	3	3
185	по мнению	2	3
186	по этому	1	3
187	с одной	3	3
188	в начале	3	3
189	возможно что	3	3
190	а именно	1	3
191	а с	1	3
192	что для	2	3
193	говорит о	1	3
194	на этот	3	3
195	в тех	1	3
196	да и	1	3
197	материал для	1	3
198	с этой	3	3
199	видно что	2	3
200	не является	4	3
201	и для	4	3
202	в результате	2	3
203	отношению к	3	3
204	работы в	1	3
205	в таком	2	3
206	ничего общего	1	3
207	отношения к	2	2
208	в первом	1	2
209	не хочет	5	2
210	а как	2	2
211	мы имеем	1	2
212	мы не	2	2
213	в сущности	2	2
214	время как	2	2
215	из того	3	2
216	в числе	1	2
217	ответа на	1	2
218	конечно это	1	2
219	в сторону	1	2
220	отношение к	5	2
221	и речи	4	2
222	за пределы	2	2
223	идет о	3	2
224	более чем	5	2
225	в своем	8	2
226	целый ряд	2	2
227	к числу	1	2
228	от этого	1	2
229	так или	2	2
230	чуть ли	1	2
231	бы не	2	2
232	то обстоятельство	2	2
233	раз в	2	2
234	в себе	4	2
235	но он	1	2
236	и те	1	2
237	не могла	3	2
238	в случае	1	2
239	при этом	7	2
240	он не	5	2
241	первой трети	1	2
242	он должен	1	2
243	на совершенно	1	2
244	свое время	1	2
245	что ни	3	2
246	что все	1	2
247	его в	8	2
248	первую очередь	1	2
249	в свой	1	2
250	должен был	4	2
251	ни одной	2	2
252	дела и	1	2
253	не всегда	1	2
254	отвращение к	1	2
255	нисколько не	3	2
256	перед собой	1	2
257	в первую	1	2
258	места в	1	2
259	имеет ничего	1	2
260	которые в	1	2
261	это дело	1	2
262	их в	3	2
263	как можно	1	2
264	что эта	2	2
265	она не	2	2
266	что с	2	2
267	на него	4	2
268	говорить о	3	2
269	судя по	3	2
270	ничего не	3	2
271	богатого и	1	2
272	больше чем	2	2
273	к концу	2	2
274	тем не	3	2
275	в сознании	1	2
276	что на	1	2
277	нет даже	1	2
278	ли не	2	2
279	числе и	1	2
280	что при	1	2
281	о них	1	2
282	и это	2	2
283	при его	1	2
284	что там	1	2
285	без всякого	2	2
286	то время	2	2
287	и сам	5	2
288	которая была	1	2
289	в эпоху	2	2
290	для этого	1	2
291	а также	2	2
292	в пользу	1	2
293	может не	1	2
294	должно было	3	2
295	и все	2	2
296	этому поводу	1	2
297	и во	2	2
298	крайней мере	1	2
299	не надо	1	2
300	к нему	5	2
301	что здесь	1	2
302	на которой	1	2
303	по своей	1	2
304	со всеми	1	2
305	конечно не	3	2
306	и у	1	2
307	уже в	2	2
308	если в	1	2
309	целого ряда	1	2
310	как более	1	2
311	этот раз	2	2
312	одно из	1	2
313	а то	1	2
314	у него	4	2
315	в других	3	2
316	или иначе	2	2
317	не виноват	2	2
318	превращается в	1	2
319	одной стороны	3	2
320	однако и	1	2
321	по крайней	1	2
322	если не	3	2
323	нет никаких	2	2
324	и потому	1	2
325	этой работы	1	2
326	нет ни	2	2
327	и их	1	2
328	такого рода	1	2
329	по существу	2	2
330	в свое	2	2
331	лет назад	2	2
332	этом случае	2	2
333	ли в	2	2
334	о котором	1	2
335	то не	1	2
336	рукописи не	1	2
337	ни одного	1	2
338	в этих	1	2
339	хотя в	1	2
340	г и	2	2
341	е в	2	2
342	несмотря на	4	2
343	дело с	3	2
344	не знает	3	2
345	в своих	2	2
346	молодой человек	8	2
347	можно назвать	1	2
348	том числе	1	2
349	так я	2	1
350	чтобы не	1	1
351	по адресу	1	1
352	представлял собой	1	1
353	здесь и	2	1
354	из его	2	1
355	всеми их	1	1
356	видеть в	1	1
357	едва ли	7	1
358	в зависимости	1	1
359	и абсолютно	1	1
360	его не	2	1
361	в лучшем	1	1
362	если я	1	1
363	уже после	1	1
364	вот о	1	1
365	за сто	1	1
366	и последующих	1	1
367	этом не	1	1
368	смерти поэта	1	1
369	на тему	1	1
370	от друга	1	1
371	зависимости от	1	1
372	в сцене	1	1
373	пребывания в	2	1
374	это время	1	1
375	и на	2	1
376	на них	3	1
377	между собой	4	1
378	реагировать на	1	1
379	бы то	2	1
380	за свое	1	1
381	с его	3	1
382	видит в	1	1
383	но как	1	1
384	и нуждается	1	1
385	должны были	1	1
386	очевидно что	1	1
387	друг от	1	1
388	нет и	4	1
389	и таким	1	1
390	приходит на	1	1
391	в одной	1	1
392	стороны и	2	1
393	часто дает	1	1
394	у исследователей	1	1
395	полного доверия	1	1
396	это был	1	1
397	перед нами	1	1
398	на человека	1	1
399	хотя и	5	1
400	что по	1	1
401	и к	3	1
402	в ожидании	2	1
403	с просьбой	2	1
404	не приходится	2	1
405	понимания всего	1	1
406	за это	1	1
407	в нашем	1	1
408	что пока	1	1
409	кем иным	1	1
410	право на	1	1
