N	3gram	Losev_Dial_4	Myshleni
1	в том что	9	19
2	по сравнению с	2	14
3	с точки зрения	9	10
4	для того чтобы	5	8
5	от того что	2	6
6	можно сказать что	1	6
7	то что ребенок	1	6
8	в силу того	1	5
9	в зависимости от	1	5
10	то в чем	1	5
11	на то что	3	4
12	и той же	3	3
13	из того что	1	3
14	может быть выражено	1	3
15	одной и той	3	3
16	мы видим в	1	2
17	в этом смысле	4	2
18	в этом случае	1	2
19	и не может	1	2
20	от частного к	1	2
21	с тем что	1	2
22	частного к общему	1	2
23	именно в этом	1	2
24	и то что	1	2
25	только в силу	1	2
26	что то что	1	2
27	того что он	4	2
28	с другой стороны	1	2
29	вполне совпадает с	1	2
30	то что мы	2	2
31	не только не	1	2
32	совершенно очевидно что	1	2
33	в связи с	1	2
34	мы имеем дело	1	2
35	не может быть	6	2
36	для всех этих	1	1
37	что он упал	1	1
38	что иное как	8	1
39	то что я	1	1
40	в силу этого	1	1
41	что если бы	1	1
42	всего нашего исследования	1	1
43	он сам не	1	1
44	вопрос в каком	1	1
45	в основе ее	1	1
46	выйти за пределы	3	1
47	того как в	1	1
48	о том как	2	1
49	же как и	1	1
50	друг от друга	1	1
51	не могли быть	1	1
52	на первый план	1	1
53	и то в	1	1
54	как и все	2	1
55	в чем заключается	3	1
56	и что с	1	1
57	мы не имеем	2	1
58	есть в сущности	2	1
59	в отличие от	1	1
60	так как мы	1	1
61	и именно в	1	1
62	в собственном смысле	2	1
63	самым не только	1	1
64	он не может	1	1
65	точно так же	2	1
66	как функционирует эта	1	1
67	а эти последние	1	1
68	это и значит	1	1
69	с этой точки	2	1
70	то и другое	2	1
71	это не имеет	1	1
72	выражено бесконечным количеством	1	1
73	основе ее лежит	1	1
74	во внимание что	1	1
75	в каком отношении	1	1
76	не значит что	1	1
77	сам по себе	2	1
78	не говорит о	3	1
79	содержит в себе	1	1
80	в данном случае	1	1
81	перед нами самая	1	1
82	мы видели уже	1	1
83	не только в	1	1
84	не просто как	1	1
85	и не по	1	1
86	и в этом	3	1
87	ясно что в	1	1
88	а не как	1	1
89	быть выражена и	1	1
90	это возможно только	1	1
91	в обратном в	1	1
92	что содержится в	1	1
93	вопрос о том	1	1
94	на том же	1	1
95	как бы в	1	1
96	этой точки зрения	2	1
97	есть не что	5	1
98	которое может быть	1	1
99	обратном в том	1	1
100	и как бы	1	1
101	в лучшем случае	1	1
102	только тогда когда	4	1
103	то обстоятельство что	1	1
104	не что иное	8	1
105	в свою очередь	2	1
106	не может не	1	1
107	быть выражено бесконечным	1	1
108	связи с этим	1	1
109	в свете этого	1	1
110	той или иной	1	1
111	в этой сфере	1	1
112	не может уже	1	1
113	включает в себя	1	1
114	а это и	1	1
115	прежде всего нам	1	1
116	которые могут быть	1	1
117	после того как	1	1
118	что оно не	2	1
119	допустим что мы	1	1
120	тех или иных	1	1
121	не по типу	2	1
122	тем не менее	2	1
123	может быть в	1	1
124	ничего принципиально нового	1	1
125	подобно тому как	4	1
126	ничего общего с	2	1
127	в конце концов	1	1
