N	3gram	Potebnia_M_3	Literetu
1	то же время	5	7
2	в то же	5	7
3	в этом отношении	2	5
4	к тому же	1	5
5	по отношению к	5	4
6	не говоря уже	1	4
7	в данном случае	1	4
8	с одной стороны	3	4
9	о том что	1	4
10	в том что	16	4
11	говоря уже о	1	3
12	не может быть	3	3
13	то что я	2	2
14	в самом деле	1	2
15	подобно тому как	2	2
16	то же самое	1	2
17	одной стороны и	1	2
18	потому что не	3	2
19	но и в	4	2
20	из того что	1	2
21	в целом и	1	2
22	в том чтобы	2	2
23	не только в	4	2
24	так или иначе	1	2
25	а не как	1	2
26	с другой стороны	4	2
27	и тем самым	1	2
28	и в самом	2	2
29	на то что	1	2
30	не только по	3	1
31	слово есть выражение	1	1
32	и в словах	1	1
33	на самом деле	1	1
34	на свое место	1	1
35	и там где	1	1
36	друг от друга	1	1
37	только в том	3	1
38	но не в	1	1
39	именно то что	2	1
40	вместе с тем	4	1
41	и т п	2	1
42	могли бы быть	1	1
43	может быть только	3	1
44	и то что	1	1
45	может быть не	1	1
46	в нас самих	1	1
47	на первый взгляд	1	1
48	в этих словах	1	1
49	того о ком	1	1
50	лишь тогда когда	1	1
51	но и с	1	1
52	но не только	1	1
53	для того чтобы	3	1
54	и в том	2	1
55	свое место в	1	1
56	в ряду других	1	1
57	одно из них	1	1
58	более или менее	3	1
59	в свою очередь	3	1
60	ничего общего с	1	1
61	не только не	2	1
62	может и не	1	1
63	к тому что	2	1
64	легко может быть	1	1
65	сама по себе	2	1
66	тем не менее	3	1
67	быть не может	1	1
68	на наш взгляд	1	1
69	можно сказать и	1	1
