N	3gram	Vinokur_Vv_1	Problemy
1	то же время	5	12
2	в то же	5	12
3	на самом деле	1	10
4	с самого начала	1	8
5	и т п	5	6
6	не может быть	8	6
7	по отношению к	4	5
8	себе самому и	1	5
9	во всяком случае	3	5
10	в этом смысле	10	4
11	с точки зрения	2	4
12	бы то ни	1	4
13	то ни было	1	4
14	его отношение к	1	4
15	и прежде всего	1	4
16	а между тем	1	3
17	в самом деле	5	3
18	по крайней мере	4	3
19	и не в	1	3
20	но в то	3	3
21	в конце концов	2	3
22	и в самом	3	3
23	с другой стороны	5	3
24	смысле этого слова	2	2
25	подобно тому как	1	2
26	в этом случае	6	2
27	не только слово	1	2
28	хотя бы и	2	2
29	вместе с тем	3	2
30	сама по себе	3	2
31	в отличие от	3	2
32	что в нем	2	2
33	как мы знаем	1	2
34	и в этом	3	2
35	но в общем	1	2
36	на тему о	1	2
37	о том что	12	2
38	той или иной	1	2
39	тем не менее	8	2
40	и т д	37	2
41	как мы видели	2	2
42	сплошь да рядом	1	1
43	как она есть	2	1
44	в сущности уже	1	1
45	в своих собственных	1	1
46	человека к человеку	1	1
47	все это и	1	1
48	но как мы	1	1
49	в чем же	3	1
50	чтобы в нем	1	1
51	потому что в	1	1
52	какой бы то	1	1
53	прежде всего в	1	1
54	и в целом	1	1
55	вопрос что такое	1	1
56	большей или меньшей	2	1
57	котором мы должны	1	1
58	и в особенности	4	1
59	в том же	1	1
60	т д и	1	1
61	что же касается	2	1
62	он мог бы	1	1
63	у меня в	1	1
64	до сих пор	5	1
65	в строгом смысле	3	1
66	и которая в	1	1
67	не только с	1	1
68	он должен быть	1	1
69	а так как	2	1
70	в этом отношении	3	1
71	всего то что	2	1
72	т е все	1	1
73	заключает в себе	1	1
74	как мы уже	1	1
75	как если бы	1	1
76	и то что	2	1
77	к тому что	1	1
78	в значительной степени	1	1
79	в большей или	1	1
80	сам от себя	2	1
81	в данном случае	4	1
82	тому о чем	1	1
83	что в центре	1	1
84	что может быть	3	1
85	быть и речи	1	1
86	как будто бы	2	1
87	так чтобы в	1	1
88	и то же	1	1
89	во всех отношениях	1	1
90	или меньшей степени	1	1
91	может быть и	2	1
92	что даже и	1	1
93	одно и то	1	1
94	в нем не	1	1
95	в нем есть	1	1
96	и в том	3	1
97	строгом смысле этого	1	1
98	на вопрос что	1	1
99	лишь на вопрос	1	1
100	может быть не	1	1
101	на вопрос который	1	1
102	имел в виду	1	1
103	в высшем смысле	1	1
104	в свою очередь	1	1
105	друг для друга	1	1
106	и того же	2	1
107	но в этом	1	1
108	но все же	3	1
109	можно сказать что	3	1
110	одного и того	2	1
111	в каждом своем	1	1
112	вопрос о том	5	1
113	для того чтобы	21	1
114	в них не	1	1
115	лицом к лицу	1	1
116	в том что	12	1
117	но не может	1	1
118	обратим внимание на	1	1
