N	3gram	Trubetskoy_1	Dialekti
1	с точки зрения	8	12
2	в том что	15	7
3	то же время	2	4
4	можно было бы	1	4
5	по крайней мере	1	4
6	одно и то	1	4
7	и то же	1	4
8	с другой стороны	4	4
9	несмотря на всю	1	4
10	на то что	7	4
11	в то же	2	4
12	более или менее	7	3
13	только то что	2	3
14	может быть и	4	3
15	в конце концов	4	3
16	иметь в виду	1	3
17	не может быть	3	3
18	та или иная	1	3
19	ничего общего с	2	3
20	на самом деле	7	2
21	мы находим в	1	2
22	до сих пор	8	2
23	на точку зрения	1	2
24	если она не	1	2
25	точно так же	1	2
26	несмотря на то	2	2
27	и состоит из	1	2
28	с одной стороны	2	2
29	по сравнению с	5	2
30	и в нем	1	2
31	друг к другу	2	2
32	во всяком случае	2	2
33	о том что	4	2
34	к тому что	1	2
35	а между тем	8	1
36	а потому что	1	1
37	в голову не	1	1
38	в чистом виде	1	1
39	хотя и не	1	1
40	можно представить себе	1	1
41	в себе никаких	1	1
42	я не могу	1	1
43	если бы все	1	1
44	в данный момент	1	1
45	дело в том	1	1
46	то время как	1	1
47	и той же	1	1
48	это было бы	1	1
49	то ясно что	4	1
50	что в данном	1	1
51	в самом деле	5	1
52	так или иначе	5	1
53	я буду считать	1	1
54	и в голову	1	1
55	очень много но	1	1
56	мы уже знаем	1	1
57	что же касается	2	1
58	и тому же	1	1
59	ничего такого что	1	1
60	никому и в	1	1
61	они вовсе не	1	1
62	только в том	1	1
63	но для этого	1	1
64	из того что	1	1
65	чтобы заметить что	1	1
66	находим в разных	1	1
67	которые несмотря на	1	1
68	ясно что их	1	1
69	теперь мы должны	1	1
70	в жизни народов	1	1
71	в то время	2	1
72	как бороться с	1	1
73	во всех этих	2	1
74	не в том	1	1
75	в связи с	3	1
76	и вот тут-то	1	1
77	и говорить что	3	1
78	в этом и	1	1
79	уже и сейчас	1	1
80	перед нами два	1	1
81	таким образом и	1	1
82	но так как	2	1
83	именно с точки	1	1
84	даже в этом	1	1
85	никто не может	1	1
86	если мы будем	1	1
87	однако это не	1	1
88	а в том	1	1
89	сих пор не	2	1
90	вопрос можно ли	1	1
91	во всем этом	1	1
92	то что это	2	1
93	с самого начала	1	1
94	между тем в	1	1
95	хотя бы в	1	1
96	может показаться что	1	1
97	что это есть	1	1
98	но все же	2	1
99	ко всему этому	2	1
100	а на самом	1	1
101	друг от друга	6	1
102	ни тем более	1	1
103	и может быть	2	1
104	одной и той	1	1
105	уже знаем что	1	1
106	мы сказали что	2	1
107	тем не менее	4	1
108	друг с другом	9	1
109	для того чтобы	7	1
110	мы будем всматриваться	1	1
111	если это есть	1	1
112	том или ином	1	1
113	нечего и говорить	3	1
114	на первый взгляд	1	1
115	к тому же	5	1
116	так что эта	1	1
117	одному и тому	1	1
118	то же самое	1	1
