N	3gram	Propp_Isto_2	FransuaR
1	не только в	4	5
2	но и в	2	4
3	до сих пор	6	4
4	не может быть	2	4
5	с одной стороны	3	3
6	о том что	2	3
7	с другой стороны	2	3
8	в другом месте	2	2
9	до наших дней	1	2
10	видит в нем	1	2
11	но все же	4	2
12	подобно тому как	3	2
13	не только над	1	1
14	этот момент и	1	1
15	мы знаем что	10	1
16	она и есть	1	1
17	в подземное царство	1	1
18	мы здесь имеем	3	1
19	и др все	1	1
20	по отношению к	3	1
21	не раньше чем	1	1
22	миром и с	1	1
23	тех случаях когда	1	1
24	в одной из	1	1
25	дело вовсе не	1	1
26	и той же	1	1
27	не подлежит никакому	1	1
28	можно найти еще	1	1
29	подлежит никакому сомнению	1	1
30	в сущности это	1	1
31	роль в жизни	1	1
32	друг с другом	1	1
33	в связи со	1	1
34	с образом смерти	1	1
35	мы видели что	1	1
36	в тех случаях	1	1
37	вовсе не в	1	1
38	в этом случае	5	1
39	на самом деле	2	1
40	мы можем сказать	1	1
41	не только не	1	1
42	можем сказать что	1	1
43	не только на	1	1
44	и прежде всего	1	1
45	мы имеем в	5	1
46	на то что	2	1
47	очень много например	1	1
48	после того как	2	1
49	это как бы	1	1
50	одной и той	1	1
51	в себе в	1	1
52	смерти и рождения	1	1
53	в том что	5	1
